Latest date_only,Latest Close,Latest Volume,Latest Close_ema_12,Latest Close_ema_26,Latest macd,Latest macd_ema_9,Latest created_on,Close_change_1d,Volume_change_1d,macd_change_1d,macd_ema_9_change_1d,Close_change_5d,Volume_change_5d,macd_change_5d,macd_ema_9_change_5d,Close_change_1m,Volume_change_1m,macd_change_1m,macd_ema_9_change_1m,Close_change_3m,Volume_change_3m,macd_change_3m,macd_ema_9_change_3m,Close_change_6m,Volume_change_6m,macd_change_6m,macd_ema_9_change_6m,Close_change_1y,Volume_change_1y,macd_change_1y,macd_ema_9_change_1y,symbol
2023-07-12,93.69999694824219,53938,93.89109200302101,93.62666477259575,0.2644272304252695,0.8086004693554478,2023-07-13 13:35:29.147881,0.37,117.15,-0.040611129466057605,-0.13604330973254464,-0.11,49.82,-0.547736560282587,-0.8820011466409656,-2.65,-66.19,-3.19304323599998,-2.476452037066224,11.68,-72.92,-1.9342766456428961,0.8077160431259005,3.42,-46.06,1.0168400467005512,1.6876977002762772,29.87,-37.43,1.3141132892782537,2.863675802581513,20MICRONS.NS
2023-07-12,34.70000076293945,2254,35.348308676734554,35.84027690699866,-0.4919682302641064,-0.12914797600126146,2023-07-13 13:35:29.550170,2.66,20.21,-0.026652074619832433,-0.09070506356571126,-3.48,568.84,-0.49102987956391075,-0.47891836296683865,-11.59,-92.84,-2.7645845091079977,-1.7051196724377082,7.93,-43.02,0.6827436057300496,1.2981718804959523,-13.03,-35.54,-0.8250236913208582,-0.9428526076585201,1.17,68.21,-0.22050222989805235,0.8175065713921771,ARENTERP.NS
2023-07-12,119.19999694824219,344223,123.88028666743159,127.08726186231084,-3.2069751948792486,-2.2360746818411625,2023-07-13 13:35:29.994038,0.46,23.64,-0.21998057399984816,-0.24272512825952153,-4.72,197.39,-1.567309827724614,-1.03198510606823,-6.25,-63.33,1.1778379750049055,0.3985384877256548,-6.77,-23.68,-8.483876758510945,-5.446498575983429,28.1,320.82,-5.191941097318008,-3.504398953504177,6.75,90.99,-3.5638833954075437,-0.3684950834885605,ASHAPURMIN.NS
2023-07-12,332.6499938964844,624584,322.3115446113603,315.75628995419265,6.555254657167666,3.7127169815112535,2023-07-13 13:35:30.413272,0.51,-48.27,0.5282217364573398,0.7106344189141032,6.79,100.71,5.814990270966177,3.713201654653031,11.27,-10.39,8.64122679356035,5.041890561286072,6.6,-15.75,1.2078363124019802,0.9503668158490961,14.98,16.71,0.1557210853566744,-2.1683845148945164,64.43,-19.84,11.339020163760495,11.369006697570176,HINDZINC.NS
2023-07-12,2.9000000953674316,27683,2.962680107669491,3.0171416922845324,-0.05446158461504158,-0.03990927744526337,2023-07-13 13:35:30.788189,0.0,13.81,-0.0020250381197333134,-0.0036380767924445515,0.0,-72.73,-0.013999401346898477,-0.021737425027826707,-7.94,-49.94,-0.06706945396367736,-0.07122631811064205,-1.69,283.26,-0.005221185081757618,0.1243145126298982,-26.58,-62.89,0.15572624185008088,0.13565757776527965,-52.07,-96.12,0.9942601698583156,0.5987598052900406,IMPEXFERRO.NS
2023-07-12,192.5500030517578,1136824,178.24309987781876,170.713609653689,7.529490224129773,4.7160041806268085,2023-07-13 13:35:31.161760,1.5,14.62,0.8543436506888611,0.7033715108757415,7.42,-47.22,4.633386942504245,2.8310115762697263,20.91,1078.86,6.510783246205591,3.6224918509526476,29.79,574.87,9.486155357155582,7.1438314569366455,16.48,133.36,5.8522514663260665,3.5229148855711836,36.73,2446.88,9.908953566040225,8.410444781468275,MOIL.NS
2023-07-12,4160.7001953125,75438,3717.181603096342,3385.820490269857,331.3611128264847,258.55880704487174,2023-07-13 13:35:31.520605,0.52,-29.51,18.649367635889575,18.20057644540327,8.72,30.25,72.91572478746411,89.10048400477035,52.89,3870.42,316.686270664346,249.05579521183367,55.05,256.46,361.71417090231125,308.8724709111515,44.44,1292.1,324.1848119656793,237.15767316145048,72.96,2590.37,401.34333265098076,356.2733037711723,ORISSAMINE.NS
2023-07-12,9.600000381469727,599069,9.412986095072053,9.443606747214991,-0.030620652142937743,-0.1260390986691318,2023-07-13 13:35:31.878509,-3.52,-17.63,0.021491106786470482,0.023854611631548506,4.35,436.16,0.13687153855333634,0.08020638968624069,1.59,-9.58,0.3063405264919066,0.3248046325344952,-25.58,150.03,0.2884626456915136,0.5818331276967639,-52.24,-18.46,1.7326271114254777,1.019515409151617,-65.36,206.79,-0.05826998177103171,-0.018991703579910035,RAJMET.NS
2023-07-12,277.6499938964844,5782947,279.00181776896744,277.86965000878695,1.1321677601804936,1.708168991348046,2023-07-13 13:35:32.263266,0.04,-57.6,-0.22821366964910794,-0.14400030779188788,0.07,96.31,-0.33080271005809436,-0.6725551279620752,-0.07,59.96,-3.043596417046899,-3.0646065485724767,8.48,-34.4,1.6048308238649156,4.684285073881032,5.03,-9.02,-1.4839190363700823,-0.7725604250383227,64.62,-67.74,14.578422069467962,17.940005734220552,VEDL.NS
2023-07-12,20.299999237060547,3107,21.277682870319236,20.837715758355266,0.43996711196396987,0.7476900691820667,2023-07-13 13:35:32.621459,-1.93,-75.16,-0.13474333888891366,-0.07693073930452421,-7.52,30.16,-0.635441254033946,-0.2084013759241703,6.84,-94.85,0.567542179831193,0.9950896750864274,-0.49,16.85,-0.2744633276610777,0.28907087709831636,-8.76,24.13,0.556149214203991,0.8151775852202708,-18.96,24.78,0.24849109160629723,0.7172239495039578,21STCENMGM.NS
