Name,Symbol,Website,Description,Sector,Industry,Beta,Dividend Rate,Earnings Growth,Revenue Growth,Shares OutStanding,EPS (trailing),Market Cap,52 Week Low,52 Week High,PEG ratio,Latest date_only,Latest Close,Latest Volume,Latest Close_ema_12,Latest Close_ema_26,Latest macd,Latest macd_ema_9,P/E ratio,Close_change_1d,Volume_change_1d,macd_change_1d,macd_ema_9_change_1d,Close_change_5d,Volume_change_5d,macd_change_5d,macd_ema_9_change_5d,Close_change_1m,Volume_change_1m,macd_change_1m,macd_ema_9_change_1m,Close_change_3m,Volume_change_3m,macd_change_3m,macd_ema_9_change_3m,Close_change_6m,Volume_change_6m,macd_change_6m,macd_ema_9_change_6m,Close_change_1y,Volume_change_1y,macd_change_1y,macd_ema_9_change_1y,PE 40th Percentile,PE Median,PE 60th Percentile,created_on
LT Foods Limited,DAAWAT.NS,https://www.ltgroup.in,"LT Foods Limited engages in the milling, processing, marketing, storage, packing, and distribution of branded and non-branded basmati rice, and rice food products in India. The company provides basmati and non-basmati, brown, white, steamed, parboiled, organic, quick cooking, value added, flavored, specialty, arborio, jasmine, and fortified rice products. It also offers organic food and ingredient; and rice-based snacks, saute' sauces, ready to heat, and cuppa rice products. The company provides its food products primarily under the Daawat, Royal, Gold Seal Indus Valley, 817 Elephant, Heritage, Devaaya, Rozana, Ecolife, and Kari Kari brand names. It also distributes its products in the United States, Europe, the Middle East, and internationally. The company was formerly known as LT Overseas. LT Foods Limited was incorporated in 1990 and is based in Gurugram, India.",FMCG,Packaged Foods,0.471506,1.0,0.74,0.193,347252992,12.5,45056073728,83.8,138.0,Not Found,2023-07-10,128.3000030517578,701037,129.343431317339,126.63015128451207,2.7132800328269298,3.689171740699359,10.264,-0.93,-24.61,-0.32330237148532603,-0.24397292696810702,-2.14,-38.17,-1.6133516741939076,-1.1158535795766737,5.68,-31.22,-0.6586144308116957,0.6650033077057427,30.99,35.2,4.015735384082049,5.663714768781938,9.56,-1.95,2.4277575024692197,3.590414473552937,55.52,-66.46,2.4112668158217474,4.429157322096388,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Prataap Snacks Limited,DIAMONDYD.NS,https://www.yellowdiamond.in,"Prataap Snacks Limited operates snacks food business in India and internationally. The company offers potato chips, extruded snacks, namkeen, and pellets, as well as bun, cakes, cookies, and sweet snacks under the Yellow Diamond, Avadh brands, Rich Feast, Sweet & Tangy Pillow, Foochka Gol Gappa, Mini Maska Bun, Masala Pipe, Stix, Cookie-Cake, Cup Cake, Masala Balls and Cheese Balls, Katori, Pipes, Pasta Chinese chili, Trikon, Tiffin Cake, Choco Vanilla Cake, Yum Cake, Kurves, Rings, Chips, Chulbule, Puff, Popcorn, Wheels, Fungroo, and Scoops brands. It sells its products through distributors, stockists, and retail stores. The company was incorporated in 2009 and is headquartered in Indore, India.",FMCG,Packaged Foods,0.332089,0.5,Not Found,0.07,23859600,8.53,19098521600,661.35,1008.8,Not Found,2023-07-10,775.3499755859375,11718,776.7311716229235,782.4726479527274,-5.741476329803845,-4.1483221770477865,90.8968,-0.11,35.3,0.31868723716399927,-0.39828853818901466,1.27,-56.06,0.4742119118074015,-4.390735847670868,-4.22,444.26,-16.304954401176133,-15.961382761713644,2.57,97.24,3.0549120455985985,14.705320263732949,-8.55,122.95,9.955339220904307,8.60620630961696,10.02,-75.41,-10.75178014116534,-3.841964569674893,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Dhunseri Tea & Industries Limited,DTIL.NS,https://www.dhunseritea.com,"Dhunseri Tea & Industries Limited engages in the cultivation, manufacture, and sale of loose and packet tea in India and internationally. It also produces and sells macadamia nuts. The company was formerly known as Dhunseri Services Limited and changed its name to Dhunseri Tea & Industries Limited in February 2014. Dhunseri Tea & Industries Limited was incorporated in 1997 and is based in Kolkata, India.",FMCG,Packaged Foods,0.725915,3.0,Not Found,-0.026,10507400,-21.59,2163552768,180.4,277.45,Not Found,2023-07-10,201.9499969482422,18972,210.0480426030702,208.44982155434633,1.5982210487238717,2.2696679904525108,-9.3539,-4.61,144.67,-0.9523859687531342,-0.16786173543215943,-5.37,31.42,-1.1408275971480748,0.21989697703141164,-4.49,-64.37,1.297112053051137,2.05630556371233,4.02,1724.23,5.687187593279532,7.448143576030928,-13.21,222.76,-0.05360018477057338,0.28877334904118035,-4.65,1283.81,5.473550780389843,8.845930975521311,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Euro India Fresh Foods Limited,EIFFL.NS,https://euroindiafoods.com,"Euro India Fresh Foods Limited manufactures and sells snack food products and beverages in India. It offers chips; getmore products; farali products, including potato and kela wafers, chiwda tikha, and chiwda mitha; namkeen products; khakhra; bubbles; flippy puffs; funfill products; crunchy cups; ringoli products; wheels; fresho and juice plus products; peanuts; dry fuit chikki; bakery products; mango pulps; and gift boxes. The company also offers its products through online. It exports its products. Euro India Fresh Foods Limited was incorporated in 2009 and is based in Mumbai, India.",FMCG,Packaged Foods,0.27137,Not Found,Not Found,0.2,24800000,0.61,3987840000,106.05,192.0,Not Found,2023-07-10,167.85000610351562,5469,163.95957930693308,158.2842378975859,5.675341409347169,4.264166591600055,275.1639,-0.74,80.73,-0.05791112982302593,0.3527937044367784,1.82,-69.37,2.101726475471281,2.333925610337345,14.46,-62.92,6.342931545657564,4.786551553721844,15.44,-67.5,7.544374510631599,5.728061368576898,4.78,-81.99,4.2163541348839715,2.747210011972555,51.63,836.47,5.962773632385847,4.941394074074955,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Future Consumer Limited,FCONSUMER.NS,https://www.futureconsumer.in,"Future Consumer Limited engages in the sourcing, manufacture, branding, marketing, and distribution of food and processed food products, and health and personal care products in India and internationally. It offers branded packaged food products, including groceries, dairy products, beverages, bakery products, snacks and munch products, and other food products; home care products; and personal hygiene care products. The company provides food products under the Desi Atta Company, Golden Harvest, Golden Harvest Premium, Karmiq, Ektaa, Mother Earth, Tasty Treat, Sunkist, Fresh & Pure, Sangi's Kitchen, Nilgiris, Veg Affaire, Terra, Sensiblr Portions, and Dreamery. The company offers home, beauty, and personal care products under the CleanMate, CareMate, Pratha, Prim, Voom, Mysst, Think Skin, Kara, TS, and Swiss Tempelle brands. It also operates convenience stores; and trades in fruits and vegetables. The company was formerly known as Future Consumer Enterprise Limited and changed its name to Future Consumer Limited in October 2016. Future Consumer Limited was incorporated in 1996 and is based in Mumbai, India.",FMCG,Packaged Foods,0.834803,Not Found,Not Found,-0.676,1983580032,-0.71,1765390592,0.4,2.45,Not Found,2023-07-10,0.8500000238418579,3118903,0.9093455424498104,0.9387327126714943,-0.02938717022168391,-0.029836426910268634,-1.1972,-5.56,-24.77,-0.0036914791859841145,0.00011231417214617803,-5.56,-0.11,0.008141567790094006,0.002183406620722802,-15.0,1.33,-0.01095467775163561,-0.023478698789444002,21.43,-88.2,0.04975265918377947,0.08485034297888086,-45.16,-51.43,-0.028311017917687975,-0.01079329541575665,-56.41,-54.88,0.09316239838541462,0.11285141186028211,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Gujarat Ambuja Exports Limited,GAEL.NS,https://www.ambujagroup.com,"Gujarat Ambuja Exports Limited primarily engages in the agro processing activities in India and internationally. The company operates through Agro, Cotton, Maize, Power, and Other segments. It offers cotton yarns; wheat processing; and polyols, such as sorbitol, maltitol, and mannitol. The company also provides bakery shortenings, cotton seed refined oils, corn and groundnut refined oils, refined palm oil, soyabean refined oil, and vanaspati ghee; and soya flour/fakes/grits, liquid soya lecithin, and soya granules and nuggets. In addition, it feed ingredients, such as corn/maize gluten, rapeseed extraction, and soyabean meals, as well as cattle feed; and starch derivatives, including high maltose corn syrup, dextrose syrup, corn steep liquor, corn gluten meal, maize germ, malto dextrin powder, dextrins, dextrose anhydrous, dextrose monohydrate powder, maltose syrup, liquid glucose, maize and corn starch, and liquid sorbitol solution. Further, the company is involved in the power generation through windmills, biogas, thermal, and solar plants. It serves textile, paper, food, feed, cosmetics, pharmaceutical, and animal nutrition industries. The company was founded in 1986 and is based in Ahmedabad, India.",FMCG,Packaged Foods,0.080732,0.65,-0.547,0.138,229335008,14.51,54742265856,222.35,327.0,Not Found,2023-07-10,238.64999389648438,155958,242.76317110700768,245.0211600668071,-2.257988959799434,-1.8532146031905858,16.4473,-0.98,-24.7,-0.23815710828753822,-0.10119358915221222,-1.59,-43.72,-0.25662184571899616,-0.44839905204684194,-2.31,-26.45,-0.29279598865866774,0.9387856291604413,-4.83,-40.44,-3.286113640386276,-2.419265375825651,-1.83,-16.81,-2.4873256029880793,-2.9509143298242035,-23.57,-57.98,-3.96502938662735,2.8206179412352634,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Ganges Securities Limited,GANGESSECU.NS,https://www.birla-sugar.com/Our-Companies/About-Us-GANGES-SECURITIES-LIMITED,"Ganges Securities Limited, through its subsidiaries, engages in the tea and investment business primarily in India. The company is involved in tea manufacturing and processing activities; and invests and deals in securities and immovable properties. It also engages in rental and leasing activities, as well as property and professional services. The company was incorporated in 2015 and is headquartered in Kolkata, India.",FMCG,Packaged Foods,0.934871,Not Found,Not Found,0.891,10003700,9.28,1077393536,86.0,136.0,Not Found,2023-07-10,107.8499984741211,20450,111.92182235732207,110.90617266411222,1.015649693209852,1.3718144447296068,11.6218,-5.19,690.19,-0.4958376799281581,-0.08904118787993842,-4.89,485.12,-0.35339152786711736,-0.06409832405995708,1.99,1053.41,1.5334547566919525,1.8903048979037769,3.65,-54.86,3.319072801594885,5.490538080493459,-14.27,4.17,-0.8348809938143091,-0.7997592666168944,-5.23,499.71,3.2194311585890034,4.540396135118099,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Gokul Refoils & Solvent Limited,GOKUL.NS,https://www.gokulgroup.com,"Gokul Refoils & Solvent Limited engages in the seed processing, solvent extraction, and refining edible and non-edible industrial oils in India and internationally. The company provides a range of oils, including kachi ghani oil, mustard oil, groundnut oil, refined cottonseed oil, soyaben refined oil, palmolein oil, castor oil, sunflower oil, and de-oiled cake/oil cake. It also trades in agro commodities, such as spices. The company was incorporated in 1992 and is headquartered in Ahmedabad, India.",FMCG,Packaged Foods,0.453188,Not Found,-0.189,0.008,98995000,2.4,3024297216,25.0,44.25,Not Found,2023-07-10,30.549999237060547,45434,30.694258658592837,30.515069876464707,0.17918878212812928,0.19661858812140715,12.7292,-1.45,-32.57,-0.029023334580813298,-0.0043574514983194534,0.99,-0.76,0.05763603161025799,-0.039503108200817316,-2.55,-81.05,-0.12431279441850762,0.058870880108292806,7.01,-65.4,1.5798643444925773,1.8381195143451077,-25.49,-91.28,-1.463014849619391,-1.2522233150637418,-12.59,-91.65,0.30899260365022485,1.1237898739536292,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Gokul Agro Resources Limited,GOKULAGRO.NS,https://www.gokulagro.com,"Gokul Agro Resources Limited manufactures and trades in edible and non-edible oils, meals, and other agro products in India. The company offers soya bean oil, cottonseed oil, sunflower oil, ricebean, palmolein, groundnut oil, vanaspati, etc.; and other industrial products, such as castor oil of various grades and its derivatives. It also provides castor seed and soya bean meals; hulled, natural, and black sesame seeds; fenugreek, cumin, and ajwain seeds; oleochemical products; and wheat, rice, barley, maize, and chick peas. The company offers its products under the Vitalife, Zaika, Mahek, Pride, Richfield, Puffpride, and Biscopride brand names. The company also exports its products. Gokul Agro Resources Limited was incorporated in 2014 and is based in Ahmedabad, India.",FMCG,Packaged Foods,0.477951,Not Found,-0.384,-0.042,147543008,9.08,15565787136,78.0,152.5,Not Found,2023-07-10,104.69999694824219,131764,106.76706508391135,106.10858170702569,0.6584833768856555,1.0142358962108624,11.5308,-2.2,31.65,-0.2631437894189901,-0.08893812983130167,-2.74,11.79,-0.6389730210481446,-0.19521867333580123,-6.22,-90.88,1.104501611649269,2.6521532117648436,-7.55,121.16,1.5429583300115723,3.209055982574946,-19.55,-15.62,-1.0371346011852864,-0.5145152361952601,7.55,3.15,2.6546571847899685,3.6594431431176213,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
GRM Overseas Limited,GRMOVER.NS,https://www.grmrice.com,"GRM Overseas Limited primarily engages in the milling, processing, and marketing of branded and non-branded basmati rice in India and internationally. The company also offers spices; and chakki fresh atta under the Shakti brand. It exports its products to 35 countries, including the Middle East, the United Kingdom, and Europe. It markets its products under 10X, 7 Express, Tanoush, and Himalaya brands. The company was founded in 1978 and is based in Panipat, India.",FMCG,Packaged Foods,0.651289,Not Found,-0.215,0.198,0,10.46,9864227840,159.0,498.0,Not Found,2023-07-10,173.14999389648438,156895,171.11856580142572,175.0119812917851,-3.893415490359388,-3.6051609986949105,16.5535,4.34,377.99,0.5183095543619913,-0.07206362291611956,3.43,-17.61,-0.6084440133945748,-0.9881273833439081,-2.04,89.82,1.4678839410285889,2.7065472736557563,-12.06,189.6,22.158414143557252,26.491595785875774,-56.19,-41.73,-14.479852921869764,-9.994481030271999,-63.51,52.12,-3.893415490359388,-3.6051609986949105,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Hatsun Agro Product Limited,HATSUN.NS,https://www.hap.in,"Hatsun Agro Product Limited engages in manufacture and marketing of milk, milk products, ice creams, and cattle feed in India. The company offers standardized, full cream, and toned milk; and curd under the Arokya brand name. It also provides milk, skimmed milk powder, curd, ghee, lassi, dairy whitener, ghee, yoghurt, paneer cubes, table and cooking butter, and milk beverages under the Hatsun brand name; and ice cream cakes, cold brews, and shakes, as well as signature cones and chocolates under the Ibaco brand name. In addition, the company offers a range of ice creams, bars, flavoured tubs, and specialty products under the Arun brand; and cattle feed under the Santosa brand name. Further, it offers dairy products through a network of Hatsun Daily outlets. The company distributes its products through its distribution networks in Tamil Nadu, Karnataka, Andhra Pradesh, Telangana, and Maharashtra. The company operates approximately 3500 owned outlets. Hatsun Agro Product Limited was incorporated in 1986 and is based in Chennai, India.",FMCG,Packaged Foods,0.397218,11.78,-0.043,0.1,222748000,7.29,222125473792,784.95,1145.95,Not Found,2023-07-10,946.5499877929688,129196,932.8460612258255,921.1742851024317,11.671776123393784,12.74570406916487,129.8422,1.81,421.96,0.46156679696491665,-0.26848198644277055,1.5,778.59,-2.9975466926164245,-1.7256792072219564,2.43,228.16,1.8657863846721057,6.126054228707152,13.18,713.47,25.01323012315595,27.351424301708125,5.75,1054.88,19.586514337376684,21.680814845098922,0.94,156.86,14.084530242725123,21.80888655405392,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Heritage Foods Limited,HERITGFOOD.NS,https://www.heritagefoods.in,"Heritage Foods Limited procures and processes milk and milk products in India. The company operates through Dairy, Renewable Energy, and Feed segment. The Dairy segment produces and markets dairy products, including fresh milk, curd, butter milk, lassi, ice cream, paneer, cooking butter, table butter, flavored milk, UHT milk, sweets, ghee, cheese, cold coffee, cream, skimmed milk powder, frozen desserts, and milk shake. This division also operates and franchises 859 Heritage Parlour outlets. In addition, it exports dairy products to Europe, the Gulf countries, and various countries in Asia. The Renewable Energy segment operates a solar power plant with a capacity of 4.20 MW; and wind power plant with a capacity of 6.30 MW in the states of Andhra Pradesh, Telangana, Maharashtra, Tamil Nadu, and Karnataka. The Feed segment manufactures and sells cattle feeds. The company was formerly known as Heritage Foods (India) Limited and changed its name to Heritage Foods Limited in August 2013. Heritage Foods Limited was incorporated in 1992 and is headquartered in Hyderabad, India.",FMCG,Packaged Foods,0.496947,2.5,-0.293,0.175,92796000,6.4,20271286272,135.15,380.0,Not Found,2023-07-10,223.6999969482422,346913,215.94893459593018,211.19097175817672,4.7579628377534675,4.901386071506827,34.9531,3.11,157.94,0.4085620488514792,-0.03585580843833913,3.64,-20.97,0.33277478355302037,-0.8314158337552957,6.04,104.38,-3.8642596591453184,-4.148824467727981,35.08,46.45,2.5493279214800566,7.077799850735916,-39.4,186.12,-4.639453326200709,-3.5169714634634515,-21.56,627.57,6.664430634897002,9.924652563511543,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Hindustan Foods Limited,HNDFDS.NS,https://hindustanfoodslimited.com,"Hindustan Foods Limited engages in the business of contract manufacturing of fast moving consumer goods in India. The company offers breakfast cereals, instant porridges and mixes, rice crispies, soups and soup powders, spices and masala, sauces, dips, pastes, jams, jellies, preserves, gravies, cookies, protein and granola bars, chikkis, and muesli; and hot and cold beverages, and energy drink concentrates comprising carbonated soft drinks, tea, coffee, malt-based foods, glucose powder, and dry mix powder. It also provides fabric care products, including liquid and powder detergent, and fabric conditioners; home care products, such as surface, glass, and toilet cleaners, as well as liquid dish wash; and beauty and make-up products, including lipstick, lip colour, lip crayon, lip paint, chap stick, pressed/compact powders, and eye make-up products. In addition, the company offers hair oil, food, gel, cream, and shampoo; talc, shaving cream, hand wash, hand wash liquid, hand wash powder, eau de toilette, and after shave lotion; baby care products, including creams, shampoo, lotions, baby oil, and powder; body lotion, moisturizer, creams, petroleum jelly, shower gel, face wash and scrub, body scrub and wipes, and dusting powder products; leather, sports, and knitted shoes and accessories that consists of men's, women's, and juniors' footwear, as well as slippers and flip-flops, and uppers; and coils, aerosols, liquid vaporizers, mosquito mats, and activ cards. Further, it provides vitamins, minerals, and nutraceuticals; nutrition products comprising super, plant-based, and organic foods; allopathic, herbal, and ayurvedic cosmeceutical and skin care products; foot care products, such as medicated and non-medicated plasters; medicated lozenges; digestive remedies; gels and ointments; oral liquids; allopathic tablets; diabetic and high protein nutrition products; and dusting and cosmetic powders. The company was incorporated in 1984 and is headquartered in Mumbai, India.",FMCG,Packaged Foods,0.915196,Not Found,0.625,0.108,112743000,6.31,62840528896,492.7,749.0,Not Found,2023-07-10,548.8499755859375,54111,542.5956423056615,549.7443079527033,-7.148665647041753,-8.625989409890332,86.981,-1.82,24.91,1.2086980948458859,0.36933094071214434,2.47,36.83,2.2827045349768014,-0.29195530611179166,-1.04,19.87,-1.4493611233948513,-5.263157731944439,-7.41,65.06,-5.312521400397486,1.4415140267587105,-7.76,210.48,5.039403475648328,-2.1946605471827088,10.26,33.07,-7.148665647041753,-8.625989409890332,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Kohinoor Foods Limited,KOHINOOR.NS,https://www.kohinoorfoods.in,"Kohinoor Foods Limited, together with its subsidiaries, manufactures and sells food products under the Kohinoor and Monsoon brand names in India. It offers basmati rice and non-basmati rice; packaged food products, such as ready to eat food, ready to cook, namkeens, ghee, paneer, sweets, and desserts, as well as rice brain oil; ready to eat curries and meals, cooking pastes, chutneys, spices, seasonings, frozen breads and food products, readymade gravies, snacks, and simmer sauces; and healthy grains. It also exports its products. The company was formerly known as Satnam Overseas Limited and changed its name to Kohinoor Foods Limited in 1989. Kohinoor Foods Limited was founded in 1976 and is based in Faridabad, India.",FMCG,Packaged Foods,-0.534938,Not Found,Not Found,-0.581,37071500,-1.1,1341625984,28.35,98.2,Not Found,2023-07-10,36.0,34451,36.84215269777632,37.536059223219404,-0.693906525443083,-0.5495885023242139,-32.7273,-1.23,6.92,-0.030233934465414336,-0.0360795057797173,-2.17,-1.84,-0.17976130781703148,-0.2085288841841993,-8.86,-74.46,-0.5826909721243325,-0.43518893437048245,15.38,-97.99,5.5179203576662985,4.967906011597018,-32.08,-72.18,-0.4080578880152217,-0.4663313554970121,-58.12,31.07,-11.746326192128365,-15.934245964604996,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
KRBL Limited,KRBL.NS,https://www.krblrice.com,"KRBL Limited produces and sells rice in India and internationally. The company operates through two segments, Agri and Energy. The Agri segment offers agricultural commodities, such as rice, furfural, seed, bran, bran oil, etc. The Energy segment generates power from wind turbine, and husk based and solar power plants. This segment has a total wind power project capacity of 112.25 megawatts, solar power project capacity of 17 megawatts, and biomass project capacity of 17.59 megawatts. The company offers its products under the brands of India Gate, Doon, Nur Jahan, Indian Farm, Bemisal, Aarati, Unity, Lotus, Taj Mahal Tilla, Shubh Mangal, Necklace, Lion, Al Wisam, Train, Al Bustan, Telephone, Southern Girl, Alhussam, Blue Bird, City Palace, etc. KRBL Limited also exports its products. The company was formerly known as Khushi Ram Behari Lal. KRBL Limited was founded in 1889 and is based in Noida, India.",FMCG,Packaged Foods,0.772048,3.5,0.082,0.296,235390000,29.4,83018694656,234.65,445.0,Not Found,2023-07-10,345.45001220703125,338440,350.02172237820804,356.2023489119756,-6.180626533767565,-7.580256699854722,11.75,-1.06,29.94,0.028966905272454824,0.34990754152178916,0.22,31.51,3.3456564960512765,1.8903057078882028,-3.25,18.02,1.003305338468067,-6.09542316122901,0.63,87.27,-0.9817687474194372,-2.2517833508883056,-11.74,-4.78,-1.050822500079562,-3.065491337772567,46.07,-67.17,-7.6875061305969155,-7.050879801977432,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Kriti Nutrients Limited,KRITINUT.NS,https://kritinutrients.com,"Kriti Nutrients Limited engages in the manufacture and sale of soyabean seeds under the Kriti brand in India and internationally. It offers edible oils, such as refined sunflower oil, soya bean oil, filtered groundnut oil, and mustard oil; soya lecithin; protein-based nuggets/TVP, full fat soya flour, defatted flakes/ grits/ flour toasted, defatted flakes/ grits/ flour untoasted, super HyPro SBM, and soya hulls; and acid oil and fatty acids. The company serves food, pharmaceutical, aquaculture and poultry, and dairy industries. It also exports its products. The company was founded in 1992 and is based in Indore, India. Kriti Nutrients Limited is a subsidiary of Sakam Trading Private Limited.",FMCG,Packaged Foods,0.545454,Not Found,0.6,-0.093,50103500,4.37,2962561792,37.25,63.7,Not Found,2023-07-10,59.099998474121094,149811,56.211823837151385,54.04416221414274,2.167661623008648,2.3687034704002765,13.524,6.2,381.58,0.12065576046895643,-0.05026046184790722,4.23,182.97,-0.5719501202928612,-0.2882118611750064,26.42,95.96,2.2169091007820043,2.2846517907202073,41.39,522.58,3.5630392487894014,3.8878070136638385,18.44,714.63,3.082960088836323,3.3823231509818177,8.44,156.91,2.167661623008648,2.3687034704002765,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Manorama Industries Limited,MANORAMA.NS,https://www.manoramagroup.co.in,"Manorama Industries Limited manufactures, processes, and supplies specialty fats and butters from tree-borne, and plant-based seeds and nuts worldwide. The company offers shea butter and fat, sal butter, sal fat, shea oil, sal oil, sal stearine, shea stearine, mango butter and fat, mango oil, mango stearine, kokum butter and oil, mowrah fat, and de-oiled cakes, as well as dhupa, mowrah, and phulwara butter. It also provides organic castor, neem, karanja, moringa, and rice bran oil; and glycerine. In addition, the company trades in rice, wheat, sugar, raw cotton, cotton linter, maize/corn, soy meal, cotton seed meal, rice bran meal, sesame, sorghum yellow and white, safflower, niger seeds, cassia tora, medicinal herbs, etc. Further, it offers value-added tailor made products to form the ingredients of cocoa butter equivalents. Its products are primarily used in bakery, plant based food, chocolate and confectionery, technical products, culinary and savory, and animal nutrition industries. Manorama Industries Limited was incorporated in 2005 and is based in Raipur, India.",FMCG,Packaged Foods,0.437584,Not Found,0.428,0.31,11919800,24.5,20619247616,894.85,1765.3,Not Found,2023-07-10,1601.199951171875,2384,1584.0997462127787,1522.7899662097452,61.30978000303344,56.8820283454028,65.3551,-2.08,53.61,-3.1636706225892794,1.1069379144076663,0.37,-84.44,15.923503274405675,8.469118423919113,6.35,-63.87,-11.871057322567822,-24.804819149521236,51.59,-72.95,62.322957889801955,54.19103820018077,55.59,59.46,72.64553989743081,77.22481779132897,58.78,0.04,65.96155089065212,59.76438550688208,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
McLeod Russel India Limited,MCLEODRUSS.NS,https://www.mcleodrussel.com,"McLeod Russel India Limited, together with its subsidiaries, cultivates, processes, manufactures, and sells teas in India and internationally. It operates tea estates covering 27,360 hectares in India, Vietnam, Uganda, and Rwanda. The company also trades in black tea. In addition, it exports its products to Europe, the Middle East, and North America. The company was founded in 1869 and is based in Kolkata, India.",FMCG,Packaged Foods,1.360244,Not Found,Not Found,0.257,104456000,-105.92,2057783296,16.3,41.4,Not Found,2023-07-10,19.950000762939453,1613977,19.042201225906428,19.267902450924186,-0.22570122501775813,-0.3069940675662498,-0.1883,4.72,364.22,0.11048659631751079,0.02032321063712289,6.12,264.48,0.1596392696550346,-0.04527492503035663,6.68,336.4,0.14006890184358411,-0.09383605450091614,9.92,3626.14,0.3604495256077982,0.5312862828444898,-31.21,591.95,-0.2818473656748921,-0.5208209009602458,-5.9,162.58,-0.24033088160865645,-0.2244555239039742,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Megastar Foods Limited,MEGASTAR.NS,https://www.megastarfoods.com,"Megastar Foods Limited engages in the bulk food processing and producing a range of wholesome wheat flour products in India. It offers atta, wheat flour, suji, rawa, chokar, organic atta, organic whole wheat flour, and organic wheat flour products. The company's products are used in biscuits/cookies, pizzas, breads and buns, and other products. It also exports its products. The company was founded in 1964 and is based in Chandigarh, India.",FMCG,Packaged Foods,-0.776458,Not Found,1.282,1.186,10003700,10.31,3059631616,162.75,345.0,Not Found,2023-07-10,306.8500061035156,10918,299.8570767967498,298.094788465475,1.7622883312748172,3.871981160293745,29.7624,2.33,150.41,0.5710242810960153,-0.5274232072547318,6.27,11.58,-1.5756868519662817,-4.908657196404766,-2.21,-48.64,-17.44163773346463,-13.693022432856841,33.73,-77.78,3.559495495831726,8.816862573530807,40.15,-21.36,9.106908911707308,10.215081959262603,79.71,327.82,2.3242241983278973,4.138674060451792,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
M. K. Proteins Limited,MKPL.NS,https://www.mkproteins.in,"M. K. Proteins Limited manufactures and trades in vegetable refined oil and by-products. The company offers refine rice bran, sunflower, cotton seed, soya bean, palm, canola, and rice bran bleached oils. It also provides by-products, such as rice bran fatty acid oils, rice bran waxes, gums, and spent earth; and imports and trades in edible and non-edible oils. The company was incorporated in 2012 and is based in Ambala, India.",FMCG,Packaged Foods,-0.337856,Not Found,-0.333,-0.327,12512400,7.63,8176227840,180.0,2350.0,Not Found,2023-07-10,657.3499755859375,3135,665.1291438142322,686.2098441109569,-21.08070029672467,-36.78111458924171,86.1533,-1.22,-50.6,0.8943952586752175,3.925103573129256,-4.7,-90.57,18.612307523948402,25.797343649720567,-4.59,422.5,50.6287082090239,52.41988042598902,-12.5,4.5,297.21729138426326,272.62515263070594,-70.78,213.5,-160.55460725073044,-206.32230768423523,238.84,56.75,-22.282608477457046,-40.23352109052838,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
Nestlé India Limited,NESTLEIND.NS,https://www.nestle.in,"Nestlé India Limited manufactures and sells food products in India and internationally. It provides milk products and nutrition, including dairy whitener, condensed and UHT milk, yoghurt, maternal and infant formula, baby food, and health care nutrition products; prepared dishes and cooking aids, such as noodles, sauces, seasonings, pasta, cereals, and pet foods; powdered and liquid beverages comprising instant coffee and tea, as well as ready to drink beverages; and confectionery products consisting of bar countlines, tablets, and sugar confectionery products. The company was incorporated in 1959 and is headquartered in Gurugram, India.",FMCG,Packaged Foods,0.011872,408.0,0.239,0.213,96415696,259.67,2250137403392,17880.0,23392.45,Not Found,2023-07-10,22580.25,36388,22736.289151992092,22500.80098183997,235.48817015212262,280.2282667548675,86.9575,-1.42,-35.56,-34.726676360449346,-11.18502415068616,-0.23,-34.16,-47.085212017242156,-43.54465406449316,2.3,-48.69,-20.534627264736628,20.062209387418534,15.62,62.34,10.258639688381663,167.74798862772798,12.42,0.68,277.62430653257616,325.19268512451015,22.13,-7.6,-108.44506514591558,73.43776519296011,18.265040000000006,27.1458,37.485279999999996,2023-07-12 19:18:48.342118
