,title,source,link,date
1,"Stock Market Live Updates: Sensex, Nifty open in red; Bajaj stocks gain",BusinessLine,news.google.com/articles/CBMieGh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1zZW5zZXgtbmlmdHktbGl2ZS11cGRhdGVzLTA3LW5vdmVtYmVyLTIwMjMvYXJ0aWNsZTY3NTA0NjQ3LmVjZdIBfWh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1zZW5zZXgtbmlmdHktbGl2ZS11cGRhdGVzLTA3LW5vdmVtYmVyLTIwMjMvYXJ0aWNsZTY3NTA0NjQ3LmVjZS9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-07
10,"Share Market Highlights 25 October 2023: Sensex tanks 522 pts, Nifty around 19126; Tata Steel, Coal India shine, Apollo, Adani drag",BusinessLine,news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3N0b2NrLW1hcmtldC1oaWdobGlnaHRzLTI1LW9jdG9iZXItMjAyMy9hcnRpY2xlNjc0NTYyODYuZWNl0gFtaHR0cHM6Ly93d3cudGhlaGluZHVidXNpbmVzc2xpbmUuY29tL21hcmtldHMvc3RvY2stbWFya2V0LWhpZ2hsaWdodHMtMjUtb2N0b2Jlci0yMDIzL2FydGljbGU2NzQ1NjI4Ni5lY2UvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-10-25
