,title,source,link,date
0,Insiders with their considerable ownership were the key benefactors as Pitti Engineering Limited (NSE:PITTIENG) touches ₹18b market cap,Simply Wall St,news.google.com/articles/CBMimAFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL2luL2NhcGl0YWwtZ29vZHMvbnNlLXBpdHRpZW5nL3BpdHRpLWVuZ2luZWVyaW5nLXNoYXJlcy9uZXdzL2luc2lkZXJzLXdpdGgtdGhlaXItY29uc2lkZXJhYmxlLW93bmVyc2hpcC13ZXJlLXRoZS1rZXktYmVuZS02MdIBnAFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL2luL2NhcGl0YWwtZ29vZHMvbnNlLXBpdHRpZW5nL3BpdHRpLWVuZ2luZWVyaW5nLXNoYXJlcy9uZXdzL2luc2lkZXJzLXdpdGgtdGhlaXItY29uc2lkZXJhYmxlLW93bmVyc2hpcC13ZXJlLXRoZS1rZXktYmVuZS02MS9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-27
4,Indian Railways Boosts Railway Stocks; Top 5 Profitable Picks: On Track to Profit,Newsd.in,news.google.com/articles/CBMiYWh0dHBzOi8vbmV3c2QuaW4vaW5kaWFuLXJhaWx3YXlzLWJvb3N0cy1yYWlsd2F5LXN0b2Nrcy10b3AtNS1wcm9maXRhYmxlLXBpY2tzLW9uLXRyYWNrLXRvLXByb2ZpdC_SAWVodHRwczovL25ld3NkLmluL2luZGlhbi1yYWlsd2F5cy1ib29zdHMtcmFpbHdheS1zdG9ja3MtdG9wLTUtcHJvZml0YWJsZS1waWNrcy1vbi10cmFjay10by1wcm9maXQvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-18
7,Railway Stocks: Indian Railways Soars; 5 Best Profitable Stocks in ...,Morning Express,news.google.com/articles/CBMiZ2h0dHBzOi8vbW9ybmluZ2V4cHJlc3MuaW4vcmFpbHdheS1zdG9ja3MtaW5kaWFuLXJhaWx3YXlzLXNvYXJzLTUtYmVzdC1wcm9maXRhYmxlLXN0b2Nrcy1pbi10aGlzLXNlY3Rvci_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-18
