,title,source,link,date,summary,text
0,,ANI News,news.google.com/articles/CBMiogFodHRwczovL3d3dy5hbmluZXdzLmluL25ld3MvYnVzaW5lc3MvYnVzaW5lc3Mvcy1jaGFuZC1ncm91cC10dXJucy1uZXQtZGVidC1mcmVlLXdpdGgtdGhlLWJlc3Qtd29ya2luZy1jYXBpdGFsLW1ldHJpY3MtZm9yLXExLWluLXRoZS1jb21wYW55cy1oaXN0b3J5MjAyMzA4MTYxNDEzMzLSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
2,,Bar & Bench - Indian Legal News,news.google.com/articles/CBMihwFodHRwczovL3d3dy5iYXJhbmRiZW5jaC5jb20vbGF3LWZpcm1zL2RlYWxzdHJlZXQva2hhaXRhbi1jby1hZHZpc2VzLXN2YXRhbnRyYS1taWNyb2Zpbi1vbi1wcm9wb3NlZC1idXlvdXQtb2YtY2hhaXRhbnlhLWluZGlhLWZpbi1jcmVkaXTSAZEBaHR0cHM6Ly93d3cuYmFyYW5kYmVuY2guY29tL2FtcC9zdG9yeS9sYXctZmlybXMvZGVhbHN0cmVldC9raGFpdGFuLWNvLWFkdmlzZXMtc3ZhdGFudHJhLW1pY3JvZmluLW9uLXByb3Bvc2VkLWJ1eW91dC1vZi1jaGFpdGFueWEtaW5kaWEtZmluLWNyZWRpdA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
5,,CNBCTV18,news.google.com/articles/CBMilgFodHRwczovL3d3dy5jbmJjdHYxOC5jb20vZWFybmluZ3Mva2F2ZXJpLXNlZWQtZm9yZWNhc3RzLXN0cm9uZy1zZWNvbmQtcXVhcnRlci1wZXJmb3JtYW5jZS1mdWVsbGVkLWJ5LXZlZ2V0YWJsZS1hbmQtbWFpemUtc3BpbGxvdmVyLWVmZmVjdC0xNzUzOTM3MS5odG3SAZoBaHR0cHM6Ly93d3cuY25iY3R2MTguY29tL2Vhcm5pbmdzL2thdmVyaS1zZWVkLWZvcmVjYXN0cy1zdHJvbmctc2Vjb25kLXF1YXJ0ZXItcGVyZm9ybWFuY2UtZnVlbGxlZC1ieS12ZWdldGFibGUtYW5kLW1haXplLXNwaWxsb3Zlci1lZmZlY3QtMTc1MzkzNzEuaHRtL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
20,,Social News XYZ,news.google.com/articles/CBMiiAFodHRwczovL3d3dy5zb2NpYWxuZXdzLnh5ei8yMDIzLzA4LzE2L3N1dHRhbWxhLXNvb3NpLWx5cmljYWwtdmlkZW8tZ2FuZ3Mtb2YtZ29kYXZhcmktdmlzaHdha3Nlbi1uZWhhLXNoZXR0eS15dXZhbi1zaGFua2FyLXJhamEtaGQtdmlkZW8v0gGIAWh0dHBzOi8vd3d3LnNvY2lhbG5ld3MueHl6LzIwMjMvMDgvMTYvc3V0dGFtbGEtc29vc2ktbHlyaWNhbC12aWRlby1nYW5ncy1vZi1nb2RhdmFyaS12aXNod2Frc2VuLW5laGEtc2hldHR5LXl1dmFuLXNoYW5rYXItcmFqYS1oZC12aWRlby8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
1,,Goodreturns,news.google.com/articles/CBMiigFodHRwczovL3d3dy5nb29kcmV0dXJucy5pbi9wZXJzb25hbC1maW5hbmNlL2ludmVzdG1lbnQvZGl2aWRlbmQtc3RvY2tzLTUtY29tcGFuaWVzLXNldC10by1wYXktZGl2aWRlbmQtc29vbi1yZWNvcmQtZGF0ZS1maXhlZC0xMjk0NDI3Lmh0bWzSAZIBaHR0cHM6Ly93d3cuZ29vZHJldHVybnMuaW4vYW1waHRtbC9wZXJzb25hbC1maW5hbmNlL2ludmVzdG1lbnQvZGl2aWRlbmQtc3RvY2tzLTUtY29tcGFuaWVzLXNldC10by1wYXktZGl2aWRlbmQtc29vbi1yZWNvcmQtZGF0ZS1maXhlZC0xMjk0NDI3Lmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-15,,
9,,ABP Live,news.google.com/articles/CBMieWh0dHBzOi8vbmV3cy5hYnBsaXZlLmNvbS9idXNpbmVzcy9pbmRlcGVuZGVuY2UtZGF5LTIwMjMtZnJvbS10YXRhcy10by1hbWJhbmlzLWluZHVzdHJpYWxpc3RzLXdoby1zaGFwZWQtaW5kaWEtaW5jLTE2MjA5MTTSAX1odHRwczovL25ld3MuYWJwbGl2ZS5jb20vYnVzaW5lc3MvaW5kZXBlbmRlbmNlLWRheS0yMDIzLWZyb20tdGF0YXMtdG8tYW1iYW5pcy1pbmR1c3RyaWFsaXN0cy13aG8tc2hhcGVkLWluZGlhLWluYy0xNjIwOTE0L2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
3,,Hindustan Times,news.google.com/articles/CBMiowFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vY2l0aWVzL2NoYW5kaWdhcmgtbmV3cy9zaG9wa2VlcGVyLXdpbnMtMi03LWxha2gtZmlyZS1pbnN1cmFuY2UtY2xhaW0tYWZ0ZXItaW5zdXJlci1yZWplY3RzLWl0LW9uLWZsaW1zeS1ncm91bmRzLTEwMTY5MTg3Nzg2MDAwMC5odG1s0gGnAWh0dHBzOi8vd3d3LmhpbmR1c3RhbnRpbWVzLmNvbS9jaXRpZXMvY2hhbmRpZ2FyaC1uZXdzL3Nob3BrZWVwZXItd2lucy0yLTctbGFraC1maXJlLWluc3VyYW5jZS1jbGFpbS1hZnRlci1pbnN1cmVyLXJlamVjdHMtaXQtb24tZmxpbXN5LWdyb3VuZHMtMTAxNjkxODc3ODYwMDAwLWFtcC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-12,,
13,,Knn India,news.google.com/articles/CBMicWh0dHBzOi8va25uaW5kaWEuY28uaW4vbmV3cy9uZXdzZGV0YWlscy9zZWN0b3JzL290aGVycy9ib2VpbmctcmVwcmVzZW50YXRpdmVzLWV4cGxvcmUtY29tcG9uZW50LXNvdXJjaW5nLWluLWtvY2hp0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-12,,
6,,Bar & Bench - Indian Legal News,news.google.com/articles/CBMibGh0dHBzOi8vd3d3LmJhcmFuZGJlbmNoLmNvbS9jb2x1bW5zL2xpdGlnYXRpb24tY29sdW1ucy9uY2xhdC1mb3J0bmlnaHRseS1pbXBvcnRhbnQtb3JkZXJzLWliYy1qdWx5LTEtMTUtMjAyM9IBdmh0dHBzOi8vd3d3LmJhcmFuZGJlbmNoLmNvbS9hbXAvc3RvcnkvY29sdW1ucy9saXRpZ2F0aW9uLWNvbHVtbnMvbmNsYXQtZm9ydG5pZ2h0bHktaW1wb3J0YW50LW9yZGVycy1pYmMtanVseS0xLTE1LTIwMjM?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
23,,Udayavani English,news.google.com/articles/CBMieGh0dHBzOi8vd3d3LnVkYXlhdmFuaS5jb20vZW5nbGlzaC1uZXdzL2JyaXRhbm5pYXMtMTk0Ny1tb3JlLWhpc3RvcnktY2FtcGFpZ24taXMtYW4tb2RlLXRvLWluZGlhcy1saXZpbmctZnJlZWRvbS1maWdodGVyc9IBeGh0dHBzOi8vd3d3LnVkYXlhdmFuaS5jb20vZW5nbGlzaC1uZXdzL2JyaXRhbm5pYXMtMTk0Ny1tb3JlLWhpc3RvcnktY2FtcGFpZ24taXMtYW4tb2RlLXRvLWluZGlhcy1saXZpbmctZnJlZWRvbS1maWdodGVycw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
