,title,source,link,date
28,Top Destinations In India To Commemorate Gandhi Jayanti,Argus English,news.google.com/articles/CBMiYGh0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FydGljbGUvbmF0aW9uYWwvdG9wLWRlc3RpbmF0aW9ucy1pbi1pbmRpYS10by1jb21tZW1vcmF0ZS1nYW5kaGktamF5YW50adIBW2h0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FtcC9hcnRpY2xlL3RvcC1kZXN0aW5hdGlvbnMtaW4taW5kaWEtdG8tY29tbWVtb3JhdGUtZ2FuZGhpLWpheWFudGk?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
23,"Asian Games: India Thrash Pakistan 10-2, Hand Archrivals Biggest Defeat Ever",Argus English,news.google.com/articles/CBMicGh0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FydGljbGUvc3BvcnRzL2FzaWFuLWdhbWVzLWluZGlhLXRocmFzaC1wYWtpc3Rhbi0xMDItaGFuZC1hcmNocml2YWxzLWJpZ2dlc3QtZGVmZWF0LWV2ZXLSAW1odHRwczovL2FyZ3VzZW5nbGlzaC5pbi9hbXAvYXJ0aWNsZS9hc2lhbi1nYW1lcy1pbmRpYS10aHJhc2gtcGFraXN0YW4tMTAyLWhhbmQtYXJjaHJpdmFscy1iaWdnZXN0LWRlZmVhdC1ldmVy?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
39,INFLIBNET Issues Notification For Recruitment Of Administrative Positions; Graduates Can Apply,Argus English,news.google.com/articles/CBMiqwFodHRwczovL2FyZ3VzZW5nbGlzaC5pbi9hcnRpY2xlL2VkdWNhdGlvbi1hbmQtZW1wbG95bWVudC9JTkZMSUJORVQlMjBJc3N1ZXMlMjBOb3RpZmljYXRpb24lMjBGb3IlMjBSZWNydWl0bWVudCUyME9mJTIwQWRtaW5pc3RyYXRpdmUlMjBQb3NpdGlvbnM7JTIwR3JhZHVhdGVzJTIwQ2FuJTIwQXBwbHnSAZYBaHR0cHM6Ly9hcmd1c2VuZ2xpc2guaW4vYW1wL2FydGljbGUvSU5GTElCTkVUJTIwSXNzdWVzJTIwTm90aWZpY2F0aW9uJTIwRm9yJTIwUmVjcnVpdG1lbnQlMjBPZiUyMEFkbWluaXN0cmF0aXZlJTIwUG9zaXRpb25zOyUyMEdyYWR1YXRlcyUyMENhbiUyMEFwcGx5?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
38,Preity Zinta Goes On A Beach Date With Her Kids,Argus English,news.google.com/articles/CBMiXWh0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FydGljbGUvZW50ZXJ0YWlubWVudC9wcmVpdHktemludGEtZ29lcy1vbi1hLWJlYWNoLWRhdGUtd2l0aC1oZXIta2lkc9IBU2h0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FtcC9hcnRpY2xlL3ByZWl0eS16aW50YS1nb2VzLW9uLWEtYmVhY2gtZGF0ZS13aXRoLWhlci1raWRz?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
35,Jacqueline Fernandez Posts Pic With Hollywood Star Jean-Claude Van Damme,Argus English,news.google.com/articles/CBMidmh0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FydGljbGUvZW50ZXJ0YWlubWVudC9qYWNxdWVsaW5lLWZlcm5hbmRlei1wb3N0cy1waWMtd2l0aC1ob2xseXdvb2Qtc3Rhci1qZWFuLWNsYXVkZS12YW4tZGFtbWXSAWxodHRwczovL2FyZ3VzZW5nbGlzaC5pbi9hbXAvYXJ0aWNsZS9qYWNxdWVsaW5lLWZlcm5hbmRlei1wb3N0cy1waWMtd2l0aC1ob2xseXdvb2Qtc3Rhci1qZWFuLWNsYXVkZS12YW4tZGFtbWU?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
30,Mega Delhi Heist: Accused Single-Handedly Carried Out An 18-Hr-Long Nefarious Task,Argus English,news.google.com/articles/CBMiemh0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FydGljbGUvbmF0aW9uYWwvbWVnYS1kZWxoaS1oZWlzdC1hY2N1c2VkLXNpbmdsZS1oYW5kZWRseS1jYXJyaWVkLW91dC1hbi0xOC1oci1sb25nLW5lZmFyaW91cy10YXNr0gF1aHR0cHM6Ly9hcmd1c2VuZ2xpc2guaW4vYW1wL2FydGljbGUvbWVnYS1kZWxoaS1oZWlzdC1hY2N1c2VkLXNpbmdsZS1oYW5kZWRseS1jYXJyaWVkLW91dC1hbi0xOC1oci1sb25nLW5lZmFyaW91cy10YXNr?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
3,Mumbai co-op bank with net zero NPA gets top industry award,Investing.com India,news.google.com/articles/CBMiYGh0dHBzOi8vaW4uaW52ZXN0aW5nLmNvbS9uZXdzL211bWJhaS1jb29wLWJhbmstd2l0aC1uZXQtemVyby1ucGEtZ2V0cy10b3AtaW5kdXN0cnktYXdhcmQtMzgzMTEzNtIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
26,"Pradhan Launches 'Bharatiya Bhasha Utsav', Summit On ‘Technology And Bharatiya Bhasha’",Argus English,news.google.com/articles/CBMiemh0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FydGljbGUvbmF0aW9uYWwvcHJhZGhhbi1sYXVuY2hlcy1iaGFyYXRpeWEtYmhhc2hhLXV0c2F2LXN1bW1pdC1vbi10ZWNobm9sb2d5LWFuZC1iaGFyYXRpeWEtYmhhc2hh0gF1aHR0cHM6Ly9hcmd1c2VuZ2xpc2guaW4vYW1wL2FydGljbGUvcHJhZGhhbi1sYXVuY2hlcy1iaGFyYXRpeWEtYmhhc2hhLXV0c2F2LXN1bW1pdC1vbi10ZWNobm9sb2d5LWFuZC1iaGFyYXRpeWEtYmhhc2hh?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
27,Country's Economy Will Increase Tenfold By 2047: Union Minister Piyush Goyal,Argus English,news.google.com/articles/CBMic2h0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FydGljbGUvbmF0aW9uYWwvY291bnRyeXMtZWNvbm9teS13aWxsLWluY3JlYXNlLXRlbmZvbGQtYnktMjA0Ny11bmlvbi1taW5pc3Rlci1waXl1c2gtZ295YWzSAW5odHRwczovL2FyZ3VzZW5nbGlzaC5pbi9hbXAvYXJ0aWNsZS9jb3VudHJ5cy1lY29ub215LXdpbGwtaW5jcmVhc2UtdGVuZm9sZC1ieS0yMDQ3LXVuaW9uLW1pbmlzdGVyLXBpeXVzaC1nb3lhbA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
22,SC Imposes Rs 25K Costs For Filing 60-Page Synopsis Against A 5-Page HC Order,Argus English,news.google.com/articles/CBMidGh0dHBzOi8vYXJndXNlbmdsaXNoLmluL2FydGljbGUvbmF0aW9uYWwvc2MtaW1wb3Nlcy1ycy0yNWstY29zdHMtZm9yLWZpbGluZy02MHBhZ2Utc3lub3BzaXMtYWdhaW5zdC1hLTVwYWdlLWhjLW9yZGVy0gFvaHR0cHM6Ly9hcmd1c2VuZ2xpc2guaW4vYW1wL2FydGljbGUvc2MtaW1wb3Nlcy1ycy0yNWstY29zdHMtZm9yLWZpbGluZy02MHBhZ2Utc3lub3BzaXMtYWdhaW5zdC1hLTVwYWdlLWhjLW9yZGVy?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-30
