,title,source,link,date
11,Over 45 smallcap stocks gain 10-40% as Sensex snaps 2-week losing streak; do you own? | Mint,Mint,news.google.com/articles/CBMirAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3NtYWxsY2FwLXN0b2Nrcy1hcnZpbmQtamluZGFsLXNhdy00MC1vdGhlcnMtZ2Fpbi0xMC00MC1hcy1zZW5zZXgtc25hcHMtMi13ZWVrLWxvc2luZy1zdHJlYWstZG8teW91LW93bi0xMTY5OTExMTc3MjcyMi5odG1s0gGwAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3Mvc21hbGxjYXAtc3RvY2tzLWFydmluZC1qaW5kYWwtc2F3LTQwLW90aGVycy1nYWluLTEwLTQwLWFzLXNlbnNleC1zbmFwcy0yLXdlZWstbG9zaW5nLXN0cmVhay1kby15b3Utb3duL2FtcC0xMTY5OTExMTc3MjcyMi5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-04
