,title,source,link,date
0,"Kalyan Jewellers share price Today Live Updates : Kalyan Jewellers closed today at ₹327.2, down -0.46% from yesterday's ₹328.7 | Mint",Mint,news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2thbHlhbi1qZXdlbGxlcnMtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0yOC1ub3YtMjAyMy0xMTcwMTEzOTAwNTIyNC5odG1s0gF4aHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cva2FseWFuLWpld2VsbGVycy1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTI4LW5vdi0yMDIzL2FtcC0xMTcwMTEzOTAwNTIyNC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-28
2,Retail India - Retail India News: Kalyan Jewellers Expands Retail ...,Indian Retailer,news.google.com/articles/CBMia2h0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWthbHlhbi1qZXdlbGxlcnMtZXhwYW5kcy1yZXRhaWwtZm9vdHByaW50LXV0dGFyYWtoYW5k0gFvaHR0cHM6Ly93d3cuaW5kaWFucmV0YWlsZXIuY29tL2FtcC9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWthbHlhbi1qZXdlbGxlcnMtZXhwYW5kcy1yZXRhaWwtZm9vdHByaW50LXV0dGFyYWtoYW5k?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-28
9,Retail India - Retail India News: Malabar Gold and Diamonds ...,Indian Retailer,news.google.com/articles/CBMifWh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLW1hbGFiYXItZ29sZC1hbmQtZGlhbW9uZHMtYnJlYWtzLWdyb3VuZC1maXJzdC1pbmRpYW4tamV3ZWxsZXJ5LXJldGFpbGVy0gGBAWh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9hbXAvbmV3cy9yZXRhaWwtaW5kaWEtbmV3cy1tYWxhYmFyLWdvbGQtYW5kLWRpYW1vbmRzLWJyZWFrcy1ncm91bmQtZmlyc3QtaW5kaWFuLWpld2VsbGVyeS1yZXRhaWxlcg?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-28
11,35 lakh weddings in less than a month! Which sectors and stocks should you invest in this season? | Mint,Mint,news.google.com/articles/CBMipQFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzLzM1LWxha2gtd2VkZGluZ3MtaW4tbGVzcy10aGFuLWEtbW9udGgtd2hpY2gtc2VjdG9ycy1hbmQtc3RvY2tzLXNob3VsZC15b3UtaW52ZXN0LWluLXRoaXMtc2Vhc29uLTExNzAxMTYwOTA3NTc5Lmh0bWzSAakBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy8zNS1sYWtoLXdlZGRpbmdzLWluLWxlc3MtdGhhbi1hLW1vbnRoLXdoaWNoLXNlY3RvcnMtYW5kLXN0b2Nrcy1zaG91bGQteW91LWludmVzdC1pbi10aGlzLXNlYXNvbi9hbXAtMTE3MDExNjA5MDc1NzkuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-28
12,"Wealth creators: Mazagon Dock, UCO Bank, Varun Beverages, Raymond among major gainers in BT500 2023 list",Business Today,news.google.com/articles/CBMirAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hZ2F6aW5lL2RlZXAtZGl2ZS9zdG9yeS93ZWFsdGgtY3JlYXRvcnMtbWF6YWdvbi1kb2NrLXVjby1iYW5rLXZhcnVuLWJldmVyYWdlcy1yYXltb25kLWFtb25nLW1ham9yLWdhaW5lcnMtaW4tYnQ1MDAtMjAyMy1saXN0LTQwNzQxMi0yMDIzLTExLTI40gGwAWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vYW1wL21hZ2F6aW5lL2RlZXAtZGl2ZS9zdG9yeS93ZWFsdGgtY3JlYXRvcnMtbWF6YWdvbi1kb2NrLXVjby1iYW5rLXZhcnVuLWJldmVyYWdlcy1yYXltb25kLWFtb25nLW1ham9yLWdhaW5lcnMtaW4tYnQ1MDAtMjAyMy1saXN0LTQwNzQxMi0yMDIzLTExLTI4?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-28
19,Retail India - Retail India News: Balenzia Marks Strategic Expansion ...,Indian Retailer,news.google.com/articles/CBMigAFodHRwczovL3d3dy5pbmRpYW5yZXRhaWxlci5jb20vbmV3cy9yZXRhaWwtaW5kaWEtbmV3cy1iYWxlbnppYS1tYXJrcy1zdHJhdGVnaWMtZXhwYW5zaW9uLW5ldy1zdG9yZS1tdW1iYWktaW50ZXJuYXRpb25hbC10ZXJtaW5hbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-28
20,Retail India - Retail India News: DriveX Accelerates Nationwide ...,Indian Retailer,news.google.com/articles/CBMiemh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWRyaXZleC1hY2NlbGVyYXRlcy1uYXRpb253aWRlLWV4cGFuc2lvbi0xMC1uZXctZGVhbGVyc2hpcC1zdG9yZXMtZGF50gF-aHR0cHM6Ly93d3cuaW5kaWFucmV0YWlsZXIuY29tL2FtcC9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWRyaXZleC1hY2NlbGVyYXRlcy1uYXRpb253aWRlLWV4cGFuc2lvbi0xMC1uZXctZGVhbGVyc2hpcC1zdG9yZXMtZGF5?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-28
35,Retail India - Retail India News: Cantabil Retail India Ltd Achieves ...,Indian Retailer,news.google.com/articles/CBMiemh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWNhbnRhYmlsLXJldGFpbC1pbmRpYS1sdGQtYWNoaWV2ZXMtbWlsZXN0b25lLWl0cy01MDB0aC1zdG9yZS1heW9kaHlh0gF-aHR0cHM6Ly93d3cuaW5kaWFucmV0YWlsZXIuY29tL2FtcC9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWNhbnRhYmlsLXJldGFpbC1pbmRpYS1sdGQtYWNoaWV2ZXMtbWlsZXN0b25lLWl0cy01MDB0aC1zdG9yZS1heW9kaHlh?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-25
44,How did Small-Cap Nifty stocks perform in last one year?,Indiainfoline,news.google.com/articles/CBMigAFodHRwczovL3d3dy5pbmRpYWluZm9saW5lLmNvbS9hcnRpY2xlL2dlbmVyYWwtYmxvZy9ob3ctZGlkLXNtYWxsLWNhcC1uaWZ0eS1zdG9ja3MtcGVyZm9ybS1pbi1sYXN0LW9uZS15ZWFyLS0xNzAwNzk4MTEwOTI4XzEuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-23
42,Retail India - Retail India News: HCCB and Kaushalya University ...,Indian Retailer,news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWhjY2ItYW5kLWthdXNoYWx5YS11bml2ZXJzaXR5LXRlYW0tcmV0YWlsLXNraWxscy10cmFpbmluZy1ndWphcmF00gF7aHR0cHM6Ly93d3cuaW5kaWFucmV0YWlsZXIuY29tL2FtcC9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWhjY2ItYW5kLWthdXNoYWx5YS11bml2ZXJzaXR5LXRlYW0tcmV0YWlsLXNraWxscy10cmFpbmluZy1ndWphcmF0?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-23
