,title,source,link,date,summary,text
3,,BW Businessworld,news.google.com/articles/CBMijgFodHRwczovL3d3dy5idXNpbmVzc3dvcmxkLmluL2FydGljbGUvVGh1cnNkYXktU3RvY2stTWFya2V0LU9wZW5pbmctV2F0Y2gtT3V0LUZvci1Db2NoaW4tU2hpcHlhcmQtSW5kaWFuLU92ZXJzZWFzLUJhbmstVG9kYXktLzE3LTA4LTIwMjMtNDg3OTEz0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
7,,The Financial Express,news.google.com/articles/CBMinQFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvaXJmYy1vaWwtaW5kaWEtc2JmYy1maW5hbmNlLWJhbmstb2YtbWFoYXJhc2h0cmEtYW1vbmctOTctc3RvY2tzLXRoYXQtaGl0LTUyLXdlZWstaGlnaHMtMjEtdG91Y2gtNTItd2Vlay1sb3dzLzMyMTE5MzIv0gGiAWh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL21hcmtldC9pcmZjLW9pbC1pbmRpYS1zYmZjLWZpbmFuY2UtYmFuay1vZi1tYWhhcmFzaHRyYS1hbW9uZy05Ny1zdG9ja3MtdGhhdC1oaXQtNTItd2Vlay1oaWdocy0yMS10b3VjaC01Mi13ZWVrLWxvd3MvMzIxMTkzMi9saXRlLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
9,,Live Law - Indian Legal News,news.google.com/articles/CBMibmh0dHBzOi8vd3d3LmxpdmVsYXcuaW4vdGF4LWNhc2VzL3NlcnZpY2VzLWRyYWluLWhvbGUtZHJpbGxpbmctZXhpc3Rpbmctb2lsLXdlbGxzLW1pbmluZy1zZXJ2aWNlcy1jZXN0YXQtMjM1MjQy0gFyaHR0cHM6Ly93d3cubGl2ZWxhdy5pbi9hbXAvdGF4LWNhc2VzL3NlcnZpY2VzLWRyYWluLWhvbGUtZHJpbGxpbmctZXhpc3Rpbmctb2lsLXdlbGxzLW1pbmluZy1zZXJ2aWNlcy1jZXN0YXQtMjM1MjQy?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-15,,
4,,Zee Business,news.google.com/articles/CBMifWh0dHBzOi8vd3d3LnplZWJpei5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy1kaXZpZGVuZC1zdG9ja3MtZWljaGVyLW1vdG9ycy1oaW5kYWxjby1yZWMtZXgtZGF0ZS1yZWNvcmQtZGF0ZS1wYXltZW50LWRhdGUtMjQ4ODE20gGBAWh0dHBzOi8vd3d3LnplZWJpei5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy1kaXZpZGVuZC1zdG9ja3MtZWljaGVyLW1vdG9ycy1oaW5kYWxjby1yZWMtZXgtZGF0ZS1yZWNvcmQtZGF0ZS1wYXltZW50LWRhdGUtMjQ4ODE2L2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
5,,BQ Prime,news.google.com/articles/CBMihQFodHRwczovL3d3dy5icXByaW1lLmNvbS9idXNpbmVzcy9zdG9ja3MtdG8td2F0Y2gtbXV0aG9vdC1maW5hbmNlLWl0Yy1vbmdjLW5hbGNvLW5tZGMtamluZGFsLXN0ZWVsLWdsZW5tYXJrLXBoYXJtYS12b2RhZm9uZS1pZGVhLW55a2Fh0gGJAWh0dHBzOi8vd3d3LmJxcHJpbWUuY29tL2FtcC9idXNpbmVzcy9zdG9ja3MtdG8td2F0Y2gtbXV0aG9vdC1maW5hbmNlLWl0Yy1vbmdjLW5hbGNvLW5tZGMtamluZGFsLXN0ZWVsLWdsZW5tYXJrLXBoYXJtYS12b2RhZm9uZS1pZGVhLW55a2Fh?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
8,,BQ Prime,news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmJxcHJpbWUuY29tL2J1c2luZXNzL3N0b2NrLW1hcmtldC10b2RheS1hbGwteW91LW5lZWQtdG8ta25vdy1nb2luZy1pbnRvLXRyYWRlLW9uLWF1Zy0xND9zcmM9dGxfc3RvcnnSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
10,,The Financial Express,news.google.com/articles/CBMimwFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvc2FtdmFyZGhhbmEtbW90aGVyc29uLW11dGhvb3QtZmluYW5jZS1zdXpsb24tYW1vbmctMTAxLXN0b2Nrcy10aGF0LWhpdC01Mi13ZWVrLWhpZ2hzLTE2LXRvdWNoLTUyLXdlZWstbG93cy8zMjA3NTE3L9IBoAFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvc2FtdmFyZGhhbmEtbW90aGVyc29uLW11dGhvb3QtZmluYW5jZS1zdXpsb24tYW1vbmctMTAxLXN0b2Nrcy10aGF0LWhpdC01Mi13ZWVrLWhpZ2hzLTE2LXRvdWNoLTUyLXdlZWstbG93cy8zMjA3NTE3L2xpdGUv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
2,,Simply Wall St,news.google.com/articles/CBMimQFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL2luL2VuZXJneS9uc2UtamluZHJpbGwvamluZGFsLWRyaWxsaW5nLWluZHVzdHJpZXMtc2hhcmVzL25ld3MvamluZGFsLWRyaWxsaW5nLWluZHVzdHJpZXMtbnNlamluZHJpbGwtZGVsaXZlcnMtc2hhcmVob2xkZXJzLTHSAZ0BaHR0cHM6Ly9zaW1wbHl3YWxsLnN0L3N0b2Nrcy9pbi9lbmVyZ3kvbnNlLWppbmRyaWxsL2ppbmRhbC1kcmlsbGluZy1pbmR1c3RyaWVzLXNoYXJlcy9uZXdzL2ppbmRhbC1kcmlsbGluZy1pbmR1c3RyaWVzLW5zZWppbmRyaWxsLWRlbGl2ZXJzLXNoYXJlaG9sZGVycy0xL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
21,,Sambad English,news.google.com/articles/CBMiamh0dHBzOi8vc2FtYmFkZW5nbGlzaC5jb20vdmVkYW50YS1hbHVtaW5pdW0tY29uZHVjdHMtZmlyc3QtZXZlci10cmFuc2Zvcm1lci1maXJlLW1vY2stZHJpbGwtaW4tamhhcnN1Z3VkYS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
44,,GlobeNewswire,news.google.com/articles/CBMipQFodHRwczovL3d3dy5nbG9iZW5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2UvMjAyMy8wOC8xMC8yNzIyNDA2LzAvZW4vRHVwbGV4LVN0YWlubGVzcy1TdGVlbC1NYXJrZXQtcmV2ZW51ZS10by1jcm9zcy1VU0QtMTEtMTEtQmlsbGlvbi1ieS0yMDM1LXNheXMtUmVzZWFyY2gtTmVzdGVyLmh0bWzSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
