,title,source,link,date
0,Chambal Fertilisers and Chemicals (NSE:CHAMBLFERT) Will Pay A Dividend Of ₹3.00,Simply Wall St,news.google.com/articles/CBMipQFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL2luL21hdGVyaWFscy9uc2UtY2hhbWJsZmVydC9jaGFtYmFsLWZlcnRpbGlzZXJzLWFuZC1jaGVtaWNhbHMtc2hhcmVzL25ld3MvY2hhbWJhbC1mZXJ0aWxpc2Vycy1hbmQtY2hlbWljYWxzLW5zZWNoYW1ibGZlcnQtd2lsbC1wYXktYS1kLTHSAakBaHR0cHM6Ly9zaW1wbHl3YWxsLnN0L3N0b2Nrcy9pbi9tYXRlcmlhbHMvbnNlLWNoYW1ibGZlcnQvY2hhbWJhbC1mZXJ0aWxpc2Vycy1hbmQtY2hlbWljYWxzLXNoYXJlcy9uZXdzL2NoYW1iYWwtZmVydGlsaXNlcnMtYW5kLWNoZW1pY2Fscy1uc2VjaGFtYmxmZXJ0LXdpbGwtcGF5LWEtZC0xL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-22
11,"Share Market Highlights 22 August 2023: Sensex, Nifty end flat; Adani Enterprises shines, Jio Financials drag",BusinessLine,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3N0b2NrLW1hcmtldC1oaWdobGlnaHRzLTIyLWF1Z3VzdC0yMDIzL2FydGljbGU2NzIyMDIyNC5lY2XSAWxodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vbWFya2V0cy9zdG9jay1tYXJrZXQtaGlnaGxpZ2h0cy0yMi1hdWd1c3QtMjAyMy9hcnRpY2xlNjcyMjAyMjQuZWNlL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-22
12,"Share Market Highlights 14 August, 2023: Sensex rebounds with Reliance and Infosys boost; Nifty ends positive",BusinessLine,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1oaWdobGlnaHRzLTE0LWF1Z3VzdC0yMDIzL2FydGljbGU2NzE5MTU3Ni5lY2XSAWxodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vbWFya2V0cy9zaGFyZS1tYXJrZXQtaGlnaGxpZ2h0cy0xNC1hdWd1c3QtMjAyMy9hcnRpY2xlNjcxOTE1NzYuZWNlL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14
