,title,source,link,date,summary,text
1,,Goodreturns,news.google.com/articles/CBMijwFodHRwczovL3d3dy5nb29kcmV0dXJucy5pbi9wZXJzb25hbC1maW5hbmNlL2ludmVzdG1lbnQvcHN1LXN0b2NrLW1pbmlyYXRuYS1kZWZlbmNlLXN0b2NrLXNwdXJ0cy0yNS1pbi0yLWRheXMtaGl0cy1uZXctNTItd2Vlay1oaWdoLTEyOTQ1NTMuaHRtbNIBlwFodHRwczovL3d3dy5nb29kcmV0dXJucy5pbi9hbXBodG1sL3BlcnNvbmFsLWZpbmFuY2UvaW52ZXN0bWVudC9wc3Utc3RvY2stbWluaXJhdG5hLWRlZmVuY2Utc3RvY2stc3B1cnRzLTI1LWluLTItZGF5cy1oaXRzLW5ldy01Mi13ZWVrLWhpZ2gtMTI5NDU1My5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
16,,InvestorsObserver,news.google.com/articles/CBMiPWh0dHBzOi8vd3d3LmludmVzdG9yc29ic2VydmVyLmNvbS9uZXdzL3FtLXByLzUzODQ4ODUxODY1ODEyNDjSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
9,,India Shipping News,news.google.com/articles/CBMiXWh0dHBzOi8vaW5kaWFzaGlwcGluZ25ld3MuY29tL2Zpbi1taW4tcGxhbm5pbmctdG8tb2ZmbG9hZC0zLXBlcmNlbnQtaW4tY29jaGluLXNoaXB5YXJkLWluLXEzL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-12,,
4,,The Financial Express,news.google.com/articles/CBMiwAFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvc2hhcmUtbWFya2V0LXRvZGF5LWxpdmUtdXBkYXRlcy1zZW5zZXgtbmlmdHktcnVwZWUtdnMtZG9sbGFyLWdpZnQtbmlmdHktYmFuay1uaWZ0eS1hc2lhLXVzLW1hcmtldHMtYWRhbmktc3RvY2tzLXBheXRtLWluLWZjb3VzLXR1ZXNkYXktOC1hdWd1c3QvMzIwMzEwNS_SAcUBaHR0cHM6Ly93d3cuZmluYW5jaWFsZXhwcmVzcy5jb20vbWFya2V0L3NoYXJlLW1hcmtldC10b2RheS1saXZlLXVwZGF0ZXMtc2Vuc2V4LW5pZnR5LXJ1cGVlLXZzLWRvbGxhci1naWZ0LW5pZnR5LWJhbmstbmlmdHktYXNpYS11cy1tYXJrZXRzLWFkYW5pLXN0b2Nrcy1wYXl0bS1pbi1mY291cy10dWVzZGF5LTgtYXVndXN0LzMyMDMxMDUvbGl0ZS8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-08,,
0,,Marketscreener.com,news.google.com/articles/CBMirAFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vcXVvdGUvc3RvY2svQ1NMLUZJTkFOQ0UtTElNSVRFRC00NDM3NzU2OS9uZXdzL0NTTC1GaW5hbmNlLUxpbWl0ZWQtUmVwb3J0cy1FYXJuaW5ncy1SZXN1bHRzLWZvci10aGUtRmlyc3QtUXVhcnRlci1FbmRlZC1KdW5lLTMwLTIwMjMtNDQ1MzQ0NzYv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-07,,
2,,Equity Bulls,news.google.com/articles/CBMiMmh0dHBzOi8vd3d3LmVxdWl0eWJ1bGxzLmNvbS9jYXRlZ29yeS5waHA_aWQ9MzM2Mjcw0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-07,,
