,title,source,link,date
0,"Tata, Mahindra, Hyundai, Toyota Ride High On Indias Festive Mood, Record Remarkable Sales Growth In Oct",Jagran English,news.google.com/articles/CBMijAFodHRwczovL2VuZ2xpc2guamFncmFuLmNvbS9hdXRvL3RhdGEtbWFoaW5kcmEtaHl1bmRhaS10b3lvdGEtcmlkZS1oaWdoLW9uLWluZGlhcy1mZXN0aXZlLW1vb2QtcmVjb3JkLXJlbWFya2FibGUtc2FsZXMtZ3Jvd3RoLWluLW9jdC0xMDExMTQyONIBkQFodHRwczovL2VuZ2xpc2guamFncmFuLmNvbS9saXRlL2F1dG8vdGF0YS1tYWhpbmRyYS1oeXVuZGFpLXRveW90YS1yaWRlLWhpZ2gtb24taW5kaWFzLWZlc3RpdmUtbW9vZC1yZWNvcmQtcmVtYXJrYWJsZS1zYWxlcy1ncm93dGgtaW4tb2N0LTEwMTExNDI4?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
12,Mahindra Finance enters into a co-lending partnership with State ...,Mahindra,news.google.com/articles/CBMigQFodHRwczovL3d3dy5tYWhpbmRyYS5jb20vbmV3cy1yb29tL3ByZXNzLXJlbGVhc2UvZW4vbWFoaW5kcmEtZmluYW5jZS1lbnRlcnMtaW50by1hLWNvbGVuZGluZy1wYXJ0bmVyc2hpcC13aXRoLXN0YXRlLWJhbmstb2YtaW5kaWHSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
43,Mahindra XUV700 vs Tata Safari : कौन सी SUV है आपके लिए बेहतर? - Punjab Kesari,Punjab Kesari,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LnB1bmphYmtlc2FyaS5jb20vdGVjaC1hdXRvLW5ld3MvbWFoaW5kcmEteHV2NzAwLXZzLXRhdGEtc2FmYXJpLXdoaWNoLXN1di1pcy1iZXR0ZXItZm9yLXlvdS_SAWlodHRwczovL20ucHVuamFia2VzYXJpLmNvbS9hcnRpY2xlL21haGluZHJhLXh1djcwMC12cy10YXRhLXNhZmFyaS13aGljaC1zdXYtaXMtYmV0dGVyLWZvci15b3UvMTAyNTcxOC9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
36,"Top gainers and losers today on 2 November, 2023: Britannia Industries, Hindalco Industries, Hero Motocorp, Tech Mahindra among most active stocks; Check full list here | Mint",Mint,news.google.com/articles/CBMi6AFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL3RvcC1nYWluZXJzLWFuZC1sb3NlcnMtdG9kYXktb24tMi1ub3ZlbWJlci0yMDIzLWJyaXRhbm5pYS1pbmR1c3RyaWVzLWhpbmRhbGNvLWluZHVzdHJpZXMtaGVyby1tb3RvY29ycC10ZWNoLW1haGluZHJhLWFtb25nLW1vc3QtYWN0aXZlLXN0b2Nrcy1jaGVjay1mdWxsLWxpc3QtaGVyZS0xMTY5ODkyMTIxNDI4MS5odG1s0gHsAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3MvdG9wLWdhaW5lcnMtYW5kLWxvc2Vycy10b2RheS1vbi0yLW5vdmVtYmVyLTIwMjMtYnJpdGFubmlhLWluZHVzdHJpZXMtaGluZGFsY28taW5kdXN0cmllcy1oZXJvLW1vdG9jb3JwLXRlY2gtbWFoaW5kcmEtYW1vbmctbW9zdC1hY3RpdmUtc3RvY2tzLWNoZWNrLWZ1bGwtbGlzdC1oZXJlL2FtcC0xMTY5ODkyMTIxNDI4MS5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
49,Kotak Mahindra Bank Home Loans Now Available on Bajaj Markets,Business Wire India,news.google.com/articles/CBMiamh0dHBzOi8vd3d3LmJ1c2luZXNzd2lyZWluZGlhLmNvbS9rb3Rhay1tYWhpbmRyYS1iYW5rLWhvbWUtbG9hbnMtbm93LWF2YWlsYWJsZS1vbi1iYWphai1tYXJrZXRzLTg3MjgwLmh0bWzSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
27,Upcoming Mahindra XUV300 facelift spotted; Design inspired by XUV700,CarToq.com,news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmNhcnRvcS5jb20vdXBjb21pbmctbWFoaW5kcmEteHV2MzAwLWZhY2VsaWZ0LXNwb3R0ZWQtZGVzaWduLWluc3BpcmVkLWJ5LXh1djcwMC_SAV9odHRwczovL3d3dy5jYXJ0b3EuY29tL3VwY29taW5nLW1haGluZHJhLXh1djMwMC1mYWNlbGlmdC1zcG90dGVkLWRlc2lnbi1pbnNwaXJlZC1ieS14dXY3MDAvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
18,"India much more than consumption story; global leadership next step for Indian cos, says Anish Shah of...",Moneycontrol,news.google.com/articles/CBMitgFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvY29tcGFuaWVzL2luZGlhLW11Y2gtbW9yZS10aGFuLWNvbnN1bXB0aW9uLXN0b3J5LWdsb2JhbC1sZWFkZXJzaGlwLW5leHQtc3RlcC1mb3ItaW5kaWFuLWNvcy1zYXlzLWFuaXNoLXNoYWgtb2YtbWFoaW5kcmEtZ3JvdXAtMTE2NDc2NzEuaHRtbNIBugFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvY29tcGFuaWVzL2luZGlhLW11Y2gtbW9yZS10aGFuLWNvbnN1bXB0aW9uLXN0b3J5LWdsb2JhbC1sZWFkZXJzaGlwLW5leHQtc3RlcC1mb3ItaW5kaWFuLWNvcy1zYXlzLWFuaXNoLXNoYWgtb2YtbWFoaW5kcmEtZ3JvdXAtMTE2NDc2NzEuaHRtbC9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
17,"Dividend stocks: Tech Mahindra, HUL, 4 others to trade ex-dividend today. Cantabil Retail ex-split | Mint",Mint,news.google.com/articles/CBMiowFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2RpdmlkZW5kLXN0b2Nrcy10ZWNoLW1haGluZHJhLWh1bC00LW90aGVycy10by10cmFkZS1leC1kaXZpZGVuZC10b2RheS1jYW50YWJpbC1yZXRhaWwtZXhzcGxpdC0xMTY5ODgzNjc1MDAwMi5odG1s0gGnAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvc3RvY2stbWFya2V0LW5ld3MvZGl2aWRlbmQtc3RvY2tzLXRlY2gtbWFoaW5kcmEtaHVsLTQtb3RoZXJzLXRvLXRyYWRlLWV4LWRpdmlkZW5kLXRvZGF5LWNhbnRhYmlsLXJldGFpbC1leHNwbGl0L2FtcC0xMTY5ODgzNjc1MDAwMi5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
16,Buy Mahindra Lifespaces; target of Rs 575: Motilal Oswal,Moneycontrol,news.google.com/articles/CBMieGh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy9zdG9ja3MvYnV5LW1haGluZHJhLWxpZmVzcGFjZXMtdGFyZ2V0LW9mLXJzLTU3NS1tb3RpbGFsLW9zd2FsLTItMTE2NDY1OTEuaHRtbNIBfGh0dHBzOi8vd3d3Lm1vbmV5Y29udHJvbC5jb20vbmV3cy9idXNpbmVzcy9zdG9ja3MvYnV5LW1haGluZHJhLWxpZmVzcGFjZXMtdGFyZ2V0LW9mLXJzLTU3NS1tb3RpbGFsLW9zd2FsLTItMTE2NDY1OTEuaHRtbC9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
15,"Tech Mahindra share price Today Live Updates : Tech Mahindra closed today at ₹1118.05, down -0.59% from yesterday's ₹1124.65 | Mint",Mint,news.google.com/articles/CBMicWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL3RlY2gtbWFoaW5kcmEtc2hhcmUtcHJpY2UtbGl2ZS1ibG9nLWZvci0wMi1ub3YtMjAyMy0xMTY5ODg5MjQ0ODk3OS5odG1s0gF1aHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9saXZlLWJsb2cvdGVjaC1tYWhpbmRyYS1zaGFyZS1wcmljZS1saXZlLWJsb2ctZm9yLTAyLW5vdi0yMDIzL2FtcC0xMTY5ODg5MjQ0ODk3OS5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-02
