,title,source,link,date,summary,text
0,,Indian Retailer,news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWNlbGxvLXdvcmxkLWZpbGVzLWRyaHAtaXBvLWV4cGFuZC1pdHMtcHJlc2VuY2XSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
1,,Indian Retailer,news.google.com/articles/CBMidWh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLXRhdGEtdGVhLXByZW1pdW0taG9ub3JzLWluZGlhcy1oYW5kbG9vbS1oZXJpdGFnZS1kZXNoLWtlLWRoYWFnZdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
2,,Indian Retailer,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLXBhbmFzb25pYy11bnZlaWxzLXBlbnRhLWRlY29yLXN0YXItYmxkYy1tb3Rvci1mYW7SAWtodHRwczovL3d3dy5pbmRpYW5yZXRhaWxlci5jb20vYW1wL25ld3MvcmV0YWlsLWluZGlhLW5ld3MtcGFuYXNvbmljLXVudmVpbHMtcGVudGEtZGVjb3Itc3Rhci1ibGRjLW1vdG9yLWZhbg?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
3,,Indian Retailer,news.google.com/articles/CBMie2h0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWthbHlhbi1qZXdlbGxlcnMtaG9ub3JzLWFybWVkLWZvcmNlcy1tb3ZpbmctaW5kZXBlbmRlbmNlLWRheS1jYW1wYWlnbtIBf2h0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9hbXAvbmV3cy9yZXRhaWwtaW5kaWEtbmV3cy1rYWx5YW4tamV3ZWxsZXJzLWhvbm9ycy1hcm1lZC1mb3JjZXMtbW92aW5nLWluZGVwZW5kZW5jZS1kYXktY2FtcGFpZ24?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
4,,Indian Retailer,news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLXNob3BwZXJzLXN0b3Atc2FsdXRlcy1pbmRpYXMtYnJhdmVzdC1oZXJvZXMtZmlyc3QtcHJvZ3JhbS1sYXVuY2jSAXpodHRwczovL3d3dy5pbmRpYW5yZXRhaWxlci5jb20vYW1wL25ld3MvcmV0YWlsLWluZGlhLW5ld3Mtc2hvcHBlcnMtc3RvcC1zYWx1dGVzLWluZGlhcy1icmF2ZXN0LWhlcm9lcy1maXJzdC1wcm9ncmFtLWxhdW5jaA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
5,,Indian Retailer,news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLXN1bmZlYXN0LWRhcmstZmFudGFzeS1qb2lucy1oYW5kcy1zaGFoLXJ1a2gta2hhbtIBamh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9hbXAvbmV3cy9yZXRhaWwtaW5kaWEtbmV3cy1zdW5mZWFzdC1kYXJrLWZhbnRhc3ktam9pbnMtaGFuZHMtc2hhaC1ydWtoLWtoYW4?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
7,,Indian Retailer,news.google.com/articles/CBMiemh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWRzLWdyb3VwLWxhdW5jaGVzLXNhcmFsLXNhdHlhLWxlZ2FjeS1waW9uZWVyaW5nLWFjdGl2ZS1zZW5pb3ItbGl2aW5n0gF-aHR0cHM6Ly93d3cuaW5kaWFucmV0YWlsZXIuY29tL2FtcC9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWRzLWdyb3VwLWxhdW5jaGVzLXNhcmFsLXNhdHlhLWxlZ2FjeS1waW9uZWVyaW5nLWFjdGl2ZS1zZW5pb3ItbGl2aW5n?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
8,,Indian Retailer,news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWRsZi1jeWJlcmh1Yi1pbnRyb2R1Y2VzLWluZGlhcy1maXJzdC1nb29nbGUtY2hyb21lYm9vay10b3duaG91c2XSAXpodHRwczovL3d3dy5pbmRpYW5yZXRhaWxlci5jb20vYW1wL25ld3MvcmV0YWlsLWluZGlhLW5ld3MtZGxmLWN5YmVyaHViLWludHJvZHVjZXMtaW5kaWFzLWZpcnN0LWdvb2dsZS1jaHJvbWVib29rLXRvd25ob3VzZQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
9,,Indian Retailer,news.google.com/articles/CBMif2h0dHBzOi8vd3d3LmluZGlhbnJldGFpbGVyLmNvbS9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLXRjbHMtaW5kZXBlbmRlbmNlLWRheS1leHRyYXZhZ2FuemEtZnJlZS1zb3VuZGJhcnMtYW5kLWlycmVzaXN0aWJsZS1vZmZlcnPSAYMBaHR0cHM6Ly93d3cuaW5kaWFucmV0YWlsZXIuY29tL2FtcC9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLXRjbHMtaW5kZXBlbmRlbmNlLWRheS1leHRyYXZhZ2FuemEtZnJlZS1zb3VuZGJhcnMtYW5kLWlycmVzaXN0aWJsZS1vZmZlcnM?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
10,,Indian Retailer,news.google.com/articles/CBMigQFodHRwczovL3d3dy5pbmRpYW5yZXRhaWxlci5jb20vbmV3cy9yZXRhaWwtaW5kaWEtbmV3cy1nYXAtdW52ZWlscy1leGNsdXNpdmUtaW5kZXBlbmRlbmNlLWRheS1jb2xsZWN0aW9uLWNlbGVicmF0aW5nLTc3dGgtbmF0aW9uYWzSAYUBaHR0cHM6Ly93d3cuaW5kaWFucmV0YWlsZXIuY29tL2FtcC9uZXdzL3JldGFpbC1pbmRpYS1uZXdzLWdhcC11bnZlaWxzLWV4Y2x1c2l2ZS1pbmRlcGVuZGVuY2UtZGF5LWNvbGxlY3Rpb24tY2VsZWJyYXRpbmctNzd0aC1uYXRpb25hbA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
