,title,source,link,date
0,"Share Market Highlights 13 November 2023: Sensex drops 325 points; Nifty ends below 19,450; CIL jumps over 5%",BusinessLine,news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1oaWdobGlnaHRzLTEzLW5vdmVtYmVyLTIwMjMvYXJ0aWNsZTY3NTI3NDAzLmVjZdIBbmh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1oaWdobGlnaHRzLTEzLW5vdmVtYmVyLTIwMjMvYXJ0aWNsZTY3NTI3NDAzLmVjZS9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-13
1,"Stock Market Live Updates: Sensex drops 325 points lower; Nifty ends below 19,450; CIL gains over 5%",BusinessLine,news.google.com/articles/CBMieGh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1zZW5zZXgtbmlmdHktbGl2ZS11cGRhdGVzLTEzLW5vdmVtYmVyLTIwMjMvYXJ0aWNsZTY3NTI3NDAzLmVjZdIBfWh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1zZW5zZXgtbmlmdHktbGl2ZS11cGRhdGVzLTEzLW5vdmVtYmVyLTIwMjMvYXJ0aWNsZTY3NTI3NDAzLmVjZS9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-13
