,title,source,link,date
1,5 BSE Healthcare stocks rose between 500-2000% in last 5 years,MintGenie,news.google.com/articles/CBMieWh0dHBzOi8vbWludGdlbmllLmxpdmVtaW50LmNvbS9uZXdzL21hcmtldHMvNS1ic2UtaGVhbHRoY2FyZS1zdG9ja3Mtcm9zZS1iZXR3ZWVuLTUwMC0yMDAwLWluLWxhc3QtNS15ZWFycy0xNTE2OTIyODkxNTE4NTPSAX1odHRwczovL21pbnRnZW5pZS5saXZlbWludC5jb20vYW1wL25ld3MvbWFya2V0cy81LWJzZS1oZWFsdGhjYXJlLXN0b2Nrcy1yb3NlLWJldHdlZW4tNTAwLTIwMDAtaW4tbGFzdC01LXllYXJzLTE1MTY5MjI4OTE1MTg1Mw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-19
11,"Share Market Highlights 18 August, 2023: Sensex extends losses, closes below 65k amid global pressure; Nifty ends in red",BusinessLine,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1oaWdobGlnaHRzLTE4LWF1Z3VzdC0yMDIzL2FydGljbGU2NzIwNTY1Ny5lY2XSAWxodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vbWFya2V0cy9zaGFyZS1tYXJrZXQtaGlnaGxpZ2h0cy0xOC1hdWd1c3QtMjAyMy9hcnRpY2xlNjcyMDU2NTcuZWNlL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-18
9,"HDFC AMC, IDFC First Bank & 6 other stocks enter MSCI Global index; ACC exits",The Economic Times,news.google.com/articles/CBMikwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9oZGZjLWFtYy1pZGZjLWZpcnN0LWJhbmstNi1vdGhlci1zdG9ja3MtZW50ZXItbXNjaS1nbG9iYWwtaW5kZXgtYWNjLWV4aXRzL2FydGljbGVzaG93LzEwMjYyODIzMy5jbXPSAZcBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL21hcmtldHMvc3RvY2tzL25ld3MvaGRmYy1hbWMtaWRmYy1maXJzdC1iYW5rLTYtb3RoZXItc3RvY2tzLWVudGVyLW1zY2ktZ2xvYmFsLWluZGV4LWFjYy1leGl0cy9hbXBfYXJ0aWNsZXNob3cvMTAyNjI4MjMzLmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11
4,"Manappuram Finance, Oil India, Dr Reddy’s Labs among 133 stocks that hit 52-week highs; 15 touch 52-week lows",The Financial Express,news.google.com/articles/CBMimgFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvbWFuYXBwdXJhbS1maW5hbmNlLW9pbC1pbmRpYS1kci1yZWRkeXMtbGFicy1hbW9uZy0xMzMtc3RvY2tzLXRoYXQtaGl0LTUyLXdlZWstaGlnaHMtMTUtdG91Y2gtNTItd2Vlay1sb3dzLzMyMDYxODQv0gGfAWh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL21hcmtldC9tYW5hcHB1cmFtLWZpbmFuY2Utb2lsLWluZGlhLWRyLXJlZGR5cy1sYWJzLWFtb25nLTEzMy1zdG9ja3MtdGhhdC1oaXQtNTItd2Vlay1oaWdocy0xNS10b3VjaC01Mi13ZWVrLWxvd3MvMzIwNjE4NC9saXRlLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10
