,title,source,link,date
9,UK firm secures 4 million pound order to supply tech for decarbonising solar facility in Gujarat: Report | Mint,Mint,news.google.com/articles/CBMiowFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL25ld3MvdWstZmlybS1zZWN1cmVzLTQtbWlsbGlvbi1wb3VuZC1vcmRlci10by1zdXBwbHktdGVjaC1mb3ItZGVjYXJib25pc2luZy1zb2xhci1mYWNpbGl0eS1pbi1ndWphcmF0LXJlcG9ydC0xMTY5NDg3NDQzODY0OC5odG1s0gGnAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9jb21wYW5pZXMvbmV3cy91ay1maXJtLXNlY3VyZXMtNC1taWxsaW9uLXBvdW5kLW9yZGVyLXRvLXN1cHBseS10ZWNoLWZvci1kZWNhcmJvbmlzaW5nLXNvbGFyLWZhY2lsaXR5LWluLWd1amFyYXQtcmVwb3J0L2FtcC0xMTY5NDg3NDQzODY0OC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-16
11,Three central PSUs in Gujarat not following 85 pc local hiring rule: Assembly told,ETEnergyWorld,news.google.com/articles/CBMimAFodHRwczovL2VuZXJneS5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL25ld3Mvb2lsLWFuZC1nYXMvdGhyZWUtY2VudHJhbC1wc3VzLWluLWd1amFyYXQtbm90LWZvbGxvd2luZy04NS1wYy1sb2NhbC1oaXJpbmctcnVsZS1hc3NlbWJseS10b2xkLzEwMzcwNTM2MNIBnAFodHRwczovL2VuZXJneS5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL2FtcC9uZXdzL29pbC1hbmQtZ2FzL3RocmVlLWNlbnRyYWwtcHN1cy1pbi1ndWphcmF0LW5vdC1mb2xsb3dpbmctODUtcGMtbG9jYWwtaGlyaW5nLXJ1bGUtYXNzZW1ibHktdG9sZC8xMDM3MDUzNjA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-16
49,PL Sector Report: Fluorochemicals - Sector Report – Champions of magicis elementum!,The Hans India,news.google.com/articles/CBMiemh0dHBzOi8vd3d3LnRoZWhhbnNpbmRpYS5jb20vYnVzaW5lc3MvcGwtc2VjdG9yLXJlcG9ydC1mbHVvcm9jaGVtaWNhbHMtc2VjdG9yLXJlcG9ydC1jaGFtcGlvbnMtb2YtbWFnaWNpcy1lbGVtZW50dW0tODIzMDQy0gF-aHR0cHM6Ly93d3cudGhlaGFuc2luZGlhLmNvbS9hbXAvYnVzaW5lc3MvcGwtc2VjdG9yLXJlcG9ydC1mbHVvcm9jaGVtaWNhbHMtc2VjdG9yLXJlcG9ydC1jaGFtcGlvbnMtb2YtbWFnaWNpcy1lbGVtZW50dW0tODIzMDQy?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-15
20,Hope builds up for the world's biggest oil refinery coming up in India,The Economic Times,news.google.com/articles/CBMikwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvZW5lcmd5L29pbC1nYXMvaG9wZS1idWlsZHMtdXAtZm9yLXRoZS13b3JsZHMtYmlnZ2VzdC1vaWwtcmVmaW5lcnktY29taW5nLXVwLWluLWluZGlhL2FydGljbGVzaG93LzEwMzY5NTcwMS5jbXPSAZcBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL2luZHVzdHJ5L2VuZXJneS9vaWwtZ2FzL2hvcGUtYnVpbGRzLXVwLWZvci10aGUtd29ybGRzLWJpZ2dlc3Qtb2lsLXJlZmluZXJ5LWNvbWluZy11cC1pbi1pbmRpYS9hbXBfYXJ0aWNsZXNob3cvMTAzNjk1NzAxLmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-15
15,Exclusive: Nawgati to tackle fuel station congestion with 2000+ new pumps in six months,Times of India,news.google.com/articles/CBMiowFodHRwczovL20udGltZXNvZmluZGlhLmNvbS9hdXRvL3BvbGljeS1hbmQtaW5kdXN0cnkvZXhjbHVzaXZlLW5hd2dhdGktdG8tdGFja2xlLWZ1ZWwtc3RhdGlvbi1jb25nZXN0aW9uLXdpdGgtMjAwMC1uZXctcHVtcHMtaW4tc2l4LW1vbnRocy9hcnRpY2xlc2hvdy8xMDM2OTE3NjcuY21z0gGnAWh0dHBzOi8vbS50aW1lc29maW5kaWEuY29tL2F1dG8vcG9saWN5LWFuZC1pbmR1c3RyeS9leGNsdXNpdmUtbmF3Z2F0aS10by10YWNrbGUtZnVlbC1zdGF0aW9uLWNvbmdlc3Rpb24td2l0aC0yMDAwLW5ldy1wdW1wcy1pbi1zaXgtbW9udGhzL2FtcF9hcnRpY2xlc2hvdy8xMDM2OTE3NjcuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-15
23,Gujarat Petrosynthese Limited Announces Change in Designation of ...,Marketscreener.com,news.google.com/articles/CBMipwFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vcXVvdGUvc3RvY2svR1VKQVJBVC1QRVRST1NZTlRIRVNFLUxJTS00NjcyODg3MS9uZXdzL0d1amFyYXQtUGV0cm9zeW50aGVzZS1MaW1pdGVkLUFubm91bmNlcy1DaGFuZ2UtaW4tRGVzaWduYXRpb24tb2YtRGlyZWN0b3JzLTQ0ODUzOTA4L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-15
10,"City Gas Distribution Market Share, Size and Forecast to 2030 ...",Digital Journal,news.google.com/articles/CBMiywFodHRwczovL3d3dy5kaWdpdGFsam91cm5hbC5jb20vcHIvbmV3cy90aGVleHByZXNzd2lyZS9jaXR5LWdhcy1kaXN0cmlidXRpb24tbWFya2V0LXNoYXJlLXNpemUtYW5kLWZvcmVjYXN0LXRvLTIwMzAtYWRhbmktZ2FzLWx0ZC1oYXJ5YW5hLWNpdHktZ2FzLWRpc3RyaWJ1dGlvbi1uZXR3b3JrLWx0ZC1ndWphcmF0LWdhcy1sdGQtMTA4LXBhZ2VzLXJlcG9ydNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
45,LIC To RVNL: PSU Stocks Slip As Broader Market Indices Fall,BQ Prime,news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LmJxcHJpbWUuY29tL21hcmtldHMvbGljLXRvLXJ2bmwtcHN1LXN0b2Nrcy1zbGlwLWFzLW1hcmtldC1jb3JyZWN0cy1yYWxsedIBWGh0dHBzOi8vd3d3LmJxcHJpbWUuY29tL2FtcC9tYXJrZXRzL2xpYy10by1ydm5sLXBzdS1zdG9ja3Mtc2xpcC1hcy1tYXJrZXQtY29ycmVjdHMtcmFsbHk?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-12
27,Zomato stock: Equirus initiates coverage with share price target of Rs 135,Business Today,news.google.com/articles/CBMilAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS96b21hdG8tc3RvY2stZXF1aXJ1cy1pbml0aWF0ZXMtY292ZXJhZ2Utd2l0aC1zaGFyZS1wcmljZS10YXJnZXQtb2YtcnMtMTM1LTM5NzgxMC0yMDIzLTA5LTEx0gGYAWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vYW1wL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS96b21hdG8tc3RvY2stZXF1aXJ1cy1pbml0aWF0ZXMtY292ZXJhZ2Utd2l0aC1zaGFyZS1wcmljZS10YXJnZXQtb2YtcnMtMTM1LTM5NzgxMC0yMDIzLTA5LTEx?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-11
26,Punjab National Bank & Havells India: Here's what Akshay Bhagwat of JM Financial says on these stocks,Business Today,news.google.com/articles/CBMirAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9wdW5qYWItbmF0aW9uYWwtYmFuay1oYXZlbGxzLWluZGlhLWhlcmVzLXdoYXQtYWtzaGF5LWJoYWd3YXQtb2Ytam0tZmluYW5jaWFsLXNheXMtb24tdGhlc2Utc3RvY2tzLTM5NzgyMy0yMDIzLTA5LTEx0gGwAWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vYW1wL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9wdW5qYWItbmF0aW9uYWwtYmFuay1oYXZlbGxzLWluZGlhLWhlcmVzLXdoYXQtYWtzaGF5LWJoYWd3YXQtb2Ytam0tZmluYW5jaWFsLXNheXMtb24tdGhlc2Utc3RvY2tzLTM5NzgyMy0yMDIzLTA5LTEx?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-11
