,title,source,link,date,summary,text
5,,Daily Excelsior,news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmRhaWx5ZXhjZWxzaW9yLmNvbS9nb3Z0LW9yZ2FuaXphdGlvbnMtY2VsZWJyYXRlLWktZGF5LXdpdGgtZmVydm9yLWdhaWV0eS1hY3Jvc3Mtamsv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
2,,GlobeNewswire,news.google.com/articles/CBMivAFodHRwczovL3d3dy5nbG9iZW5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2UvMjAyMy8wOC8xNi8yNzI2MDYwLzAvZW4vU3VzdGFpbmFibGUtVGlyZS1NYXRlcmlhbHMtTWFya2V0LUV4cGVjdGVkLXRvLUdyb3ctYXQtYS1DQUdSLW9mLTI5LTMtZnJvbS0yMDIzLTIwMzEtUmV2ZWFscy1MYXRlc3QtSW5zaWdodEFjZS1SZXBvcnQuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
3,,Digital Journal,news.google.com/articles/CBMihwFodHRwczovL3d3dy5kaWdpdGFsam91cm5hbC5jb20vcHIvbmV3cy9pbnNpZ2h0YWNlLWFuYWx5dGljL3N1c3RhaW5hYmxlLXRpcmUtbWF0ZXJpYWxzLW1hcmtldC1zY29wZS1hbmQtcHJvZml0LXNvdXJjZXMtZGV0YWlsZWQtYW5hbHlzaXPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
8,,The Chaminade Talon,news.google.com/articles/CBMi2AFodHRwczovL3d3dy5jaGFtaW5hZGV0YWxvbi5jb20vdW52ZWlsaW5nLXRoZS1mdXR1cmUtZ2xvYmFsLWZycC1ncnAtZ3JlLXBpcGUtbWFya2V0LXRyZW5kcy1rZXktcGxheWVycy1hbmQtZGV2ZWxvcG1lbnQtb3V0bG9vay10aHJvdWdoLTIwMjktZnV0dXJlLXBpcGUtaW5kdXN0cmllcy1mcGktbmF0aW9uYWwtb2lsd2VsbC12YXJjby1ub3YtYW1pYmx1LWZhcmFzc2FuLWZpYnJleC_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
11,,Digital Journal,news.google.com/articles/CBMieWh0dHBzOi8vd3d3LmRpZ2l0YWxqb3VybmFsLmNvbS9wci9uZXdzL3RoZWV4cHJlc3N3aXJlL2FncmljdWx0dXJhbC1jcm9wLWluc3VyYW5jZS1tYXJrZXQtc2l6ZS1ncm93dGgtYW1wLXRyZW5kcy0yMDIzLTIwMzDSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
13,,openPR,news.google.com/articles/CBMiW2h0dHBzOi8vd3d3Lm9wZW5wci5jb20vbmV3cy8zMTY1NzE4L2dsb2JhbC1mb3JtYWxkZWh5ZGUtZnJlZS1ib2FyZC1tYXJrZXQtYW5hbHlzaXMtYnktbWFqb3LSAVpodHRwczovL3d3dy5vcGVucHIuY29tL2FtcC8zMTY1NzE4L2dsb2JhbC1mb3JtYWxkZWh5ZGUtZnJlZS1ib2FyZC1tYXJrZXQtYW5hbHlzaXMtYnktbWFqb3I?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
24,,Kalkine Media,news.google.com/articles/CBMikAFodHRwczovL2thbGtpbmVtZWRpYS5jb20vdXMvdGVjaC1jb3JuZXIvdGVjaG5vbG9neS9wcmVmYWJyaWNhdGVkLWJhdGhyb29tLXBvZHMtbWFya2V0LWlzLXRocml2aW5nLXdvcmxkd2lkZS1kdXJpbmctdGhlLWZvcmVjYXN0LXBlcmlvZC0yMDIzLTIwMzDSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
10,,The Indian Express,news.google.com/articles/CBMikQFodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvY2l0aWVzL211bWJhaS9tdW1iYWktbGl2ZS11cGRhdGVzLWJtYy1hdWd1c3Qta3JhbnRpLW1haWRhbi1taWRkYXktbWVhbC1la25hdGgtc2hpbmRlLWRldmVuZHJhLWZhZG5hdmlzLTg4ODMzNTMv0gGWAWh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9jaXRpZXMvbXVtYmFpL211bWJhaS1saXZlLXVwZGF0ZXMtYm1jLWF1Z3VzdC1rcmFudGktbWFpZGFuLW1pZGRheS1tZWFsLWVrbmF0aC1zaGluZGUtZGV2ZW5kcmEtZmFkbmF2aXMtODg4MzM1My9saXRlLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
20,,Future Market Insights,news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LmZtaWJsb2cuY29tLzIwMjMvMDgvMTEvc3VzdGFpbmFibGUtcHJhY3RpY2VzLXByb3BlbC1ncm93dGgtaW4tdGhlLXJlY2xhaW1lZC1ydWJiZXItbWFya2V0L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
7,,Marketscreener.com,news.google.com/articles/CBMisQFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vcXVvdGUvc3RvY2svR1JBUEhJVEUtSU5ESUEtTElNSVRFRC02NDk0MjU1L25ld3MvR3JhcGhpdGUtSW5kaWEtTGltaXRlZC1SZXBvcnRzLUVhcm5pbmdzLVJlc3VsdHMtZm9yLXRoZS1GaXJzdC1RdWFydGVyLUVuZGVkLUp1bmUtMzAtMjAyMy00NDU3NTgxNS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
