,title,source,link,date
3,"Share Market Highlights 09 November 2023: Sensex sheds 143 pts; Nifty ends below 19,400; auto stocks shine",BusinessLine,news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1oaWdobGlnaHRzLTA5LW5vdmVtYmVyLTIwMjMvYXJ0aWNsZTY3NTEzNDc3LmVjZdIBbmh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1oaWdobGlnaHRzLTA5LW5vdmVtYmVyLTIwMjMvYXJ0aWNsZTY3NTEzNDc3LmVjZS9hbXAv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-11-09
