,title,source,link,date,summary,text
5,,The Economic Times,news.google.com/articles/CBMigwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3Mvc3RvY2std2F0Y2gvc3RvY2stbWFya2V0LXVwZGF0ZS1mbWNnLXN0b2Nrcy11cC1hcy1tYXJrZXQtZmFsbHMvYXJ0aWNsZXNob3cvMTAyNzkwMDI1LmNtc9IBhwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3Mvc3RvY2std2F0Y2gvc3RvY2stbWFya2V0LXVwZGF0ZS1mbWNnLXN0b2Nrcy11cC1hcy1tYXJrZXQtZmFsbHMvYW1wX2FydGljbGVzaG93LzEwMjc5MDAyNS5jbXM?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
10,,Digital Journal,news.google.com/articles/CBMixQFodHRwczovL3d3dy5kaWdpdGFsam91cm5hbC5jb20vcHIvbmV3cy9jb2hlcmVudC1tYXJrZXQtaW5zaWdodHMvbG93LWNhbG9yaWUtZm9vZC1tYXJrZXQtdHJlbmRzLWFuZC1vcHBvcnR1bml0aWVzLWJ5LXR5cGVzLWFuZC1hcHBsaWNhdGlvbi1pbi1ncm9vbWluZy1yZWdpb25zLWVkaXRpb24tMjAyMy0yMDMwLXBlcHNpY28taW5jLW5lc3RsZS1zYdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
22,,The Chaminade Talon,news.google.com/articles/CBMifGh0dHBzOi8vd3d3LmNoYW1pbmFkZXRhbG9uLmNvbS9hcnRpZmljaWFsLXN3ZWV0ZW5lci1tYXJrZXQtc2l6ZS1vcHBvcnR1bml0aWVzLWNvbXBhbnktcHJvZmlsZS1kZXZlbG9wbWVudHMtYW5kLW91dGxvb2stMjAyOS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
1,,The Economic Times,news.google.com/articles/CBMilwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvZWFybmluZ3MvenlkdXMtbGlmZXNjaWVuY2VzLXExLXJlc3VsdHMtcHJvZml0LW1vcmUtdGhhbi1kb3VibGVzLW9uLXVzLXNhbGVzLWdyb3d0aC9hcnRpY2xlc2hvdy8xMDI2NDEzNTUuY21z0gGbAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9tYXJrZXRzL3N0b2Nrcy9lYXJuaW5ncy96eWR1cy1saWZlc2NpZW5jZXMtcTEtcmVzdWx0cy1wcm9maXQtbW9yZS10aGFuLWRvdWJsZXMtb24tdXMtc2FsZXMtZ3Jvd3RoL2FtcF9hcnRpY2xlc2hvdy8xMDI2NDEzNTUuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
2,,BQ Prime,news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmJxcHJpbWUuY29tL3F1YXJ0ZXJseS1lYXJuaW5ncy96eWR1cy1saWZlc2NpZW5jZXMtcTEtcmVzdWx0cy1wcm9maXQtbW9yZS10aGFuLWRvdWJsZXMtYmVhdGluZy1lc3RpbWF0ZXPSAXdodHRwczovL3d3dy5icXByaW1lLmNvbS9hbXAvcXVhcnRlcmx5LWVhcm5pbmdzL3p5ZHVzLWxpZmVzY2llbmNlcy1xMS1yZXN1bHRzLXByb2ZpdC1tb3JlLXRoYW4tZG91Ymxlcy1iZWF0aW5nLWVzdGltYXRlcw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
3,,The Financial Express,news.google.com/articles/CBMijAFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9pbmR1c3RyeS96eWR1cy1saWZlc2NpZW5jZXMtcTEtcHJvZml0LXN1cmdlcy10by1ycy0xMDg2LTkwLWNyb3JlLXJldmVudWUtdXAtMjk2LW9uLXVzLXNhbGVzLWdyb3d0aC8zMjA3NTk1L9IBkQFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9pbmR1c3RyeS96eWR1cy1saWZlc2NpZW5jZXMtcTEtcHJvZml0LXN1cmdlcy10by1ycy0xMDg2LTkwLWNyb3JlLXJldmVudWUtdXAtMjk2LW9uLXVzLXNhbGVzLWdyb3d0aC8zMjA3NTk1L2xpdGUv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
15,,Marketscreener.com,news.google.com/articles/CBMivQFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vcXVvdGUvc3RvY2svWllEVVMtTElGRVNDSUVOQ0VTLUxJTUlURS0zNDA2NzYxOC9uZXdzL1p5ZHVzLUxpZmVzY2llbmNlcy1MaW1pdGVkLUFwcHJvdmVzLUZpbmFsLURpdmlkZW5kLWZvci10aGUtRmluYW5jaWFsLVllYXItRW5kZWQtb24tTWFyY2gtMzEtMjAyMy00NDU5MzkwNC_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
18,,BusinessLine,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1oaWdobGlnaHRzLTExLWF1Z3VzdC0yMDIzL2FydGljbGU2NzE4MTUwMy5lY2XSAWxodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vbWFya2V0cy9zaGFyZS1tYXJrZXQtaGlnaGxpZ2h0cy0xMS1hdWd1c3QtMjAyMy9hcnRpY2xlNjcxODE1MDMuZWNlL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
14,,The Economic Times,news.google.com/articles/CBMihQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3Mvc3RvY2std2F0Y2gvc3RvY2stbWFya2V0LXVwZGF0ZS1mbWNnLXN0b2Nrcy1kb3duLWFzLW1hcmtldC1mYWxscy9hcnRpY2xlc2hvdy8xMDI2MDgwNzMuY21z0gGJAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9tYXJrZXRzL3N0b2Nrcy9zdG9jay13YXRjaC9zdG9jay1tYXJrZXQtdXBkYXRlLWZtY2ctc3RvY2tzLWRvd24tYXMtbWFya2V0LWZhbGxzL2FtcF9hcnRpY2xlc2hvdy8xMDI2MDgwNzMuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
0,,The Economic Times,news.google.com/articles/CBMihwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy9hbmdlbC1vbmUtenlkdXMtd2VsbG5lc3MtYW1vbmctMTAtc3RvY2tzLXdpdGgtcnNpLXRyZW5kaW5nLXVwL2FydGljbGVzaG93LzEwMjU3MDIxNS5jbXPSAYsBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL21hcmtldHMvc3RvY2tzL25ld3MvYW5nZWwtb25lLXp5ZHVzLXdlbGxuZXNzLWFtb25nLTEwLXN0b2Nrcy13aXRoLXJzaS10cmVuZGluZy11cC9hbXBfYXJ0aWNsZXNob3cvMTAyNTcwMjE1LmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-09,,
