,title,source,link,date,summary,text
24,,Adgully,news.google.com/articles/CBMiU2h0dHBzOi8vd3d3LmFkZ3VsbHkuY29tL2lkLWZyZXNoLWFwcG9pbnRzLW1lZ2hhLWxhdGF3YS1lbmFrc2hpLWRhc2d1cHRhLTEzNTM3Ni5odG1s0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
3,,MintGenie,news.google.com/articles/CBMi7wFodHRwczovL21pbnRnZW5pZS5saXZlbWludC5jb20vbmV3cy9tYXJrZXRzL2dvZGZyZXktcGhpbGxpcHMtaW5kaWEtc2hhcmUtcHJpY2UtdG9kYXktbGl2ZS11cGRhdGVzLWdvZGZyZXktcGhpbGxpcHMtaW5kaWEtY2xvc2VkLXRvZGF5LWF0LXNwYW4tY2xhc3Mtd2VicnVwZWUtc3Bhbi0yMDM4ODUtdXAtMDQ3LWZyb20teWVzdGVyZGF5LXMtc3Bhbi1jbGFzcy13ZWJydXBlZS1zcGFuLTIwMjk0LTE1MTY5MjE1Mzg0OTA3NtIB8wFodHRwczovL21pbnRnZW5pZS5saXZlbWludC5jb20vYW1wL25ld3MvbWFya2V0cy9nb2RmcmV5LXBoaWxsaXBzLWluZGlhLXNoYXJlLXByaWNlLXRvZGF5LWxpdmUtdXBkYXRlcy1nb2RmcmV5LXBoaWxsaXBzLWluZGlhLWNsb3NlZC10b2RheS1hdC1zcGFuLWNsYXNzLXdlYnJ1cGVlLXNwYW4tMjAzODg1LXVwLTA0Ny1mcm9tLXllc3RlcmRheS1zLXNwYW4tY2xhc3Mtd2VicnVwZWUtc3Bhbi0yMDI5NC0xNTE2OTIxNTM4NDkwNzY?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
17,,The Chaminade Talon,news.google.com/articles/CBMiowFodHRwczovL3d3dy5jaGFtaW5hZGV0YWxvbi5jb20vbmFyZ2hpbGUtdG9iYWNjby1tYXJrZXQtc2l6ZS0yMDIzLWxhdGVzdC1pbnNpZ2h0cy1ncm93dGgtcmF0ZS1mdXR1cmUtdHJlbmRzLWFuZC1idXNpbmVzcy1vcHBvcnR1bml0aWVzLWJ5LTIwMjhuYWtobGFnb2RmcmV5cGhpbGxpcHMv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
4,,Business Today,news.google.com/articles/CBMihQFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9nb2RmcmV5LXBoaWxsaXBzLWluZGlhLXNoYXJlcy10dXJuLWV4LWRpdmlkZW5kLXJlY29yZC1oaWdoLTM5MzY4OS0yMDIzLTA4LTEx0gGJAWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vYW1wL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9nb2RmcmV5LXBoaWxsaXBzLWluZGlhLXNoYXJlcy10dXJuLWV4LWRpdmlkZW5kLXJlY29yZC1oaWdoLTM5MzY4OS0yMDIzLTA4LTEx?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
13,,Mint,news.google.com/articles/CBMipAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2RpdmlkZW5kLXN0b2Nrcy1iaGFydGktYWlydGVsLWJwY2wtZ3Jhc2ltLWFtb25nLTM0LXN0b2Nrcy10by10cmFkZS1leC1kaXZpZGVuZC10b2RheS1hdWd1c3QtMTEtMTE2OTE3MjQyMjk5OTcuaHRtbNIBqAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2RpdmlkZW5kLXN0b2Nrcy1iaGFydGktYWlydGVsLWJwY2wtZ3Jhc2ltLWFtb25nLTM0LXN0b2Nrcy10by10cmFkZS1leC1kaXZpZGVuZC10b2RheS1hdWd1c3QtMTEvYW1wLTExNjkxNzI0MjI5OTk3Lmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
19,,Business Today,news.google.com/articles/CBMi_QFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL3Zpc3VhbHN0b3JpZXMvbmV3cy9yYmktZy1zZWMtYXVjdGlvbi1vbmdjLWhhbC1hcG9sbG8taG9zcGl0YWxzLW55a2FhLXExLXJlc3VsdHMtaW4tdG9wLW5ld3Mtb24tYXVndXN0LTExLWFpcnRlbC1iaGVsLWV4LWRpdmlkZW5kLXN0b2Nrcy1uaWZ0eS1vdXRsb29rLWF0aGVyLTQ1MHMtZS1zY29vdGVyLWFuZC10dnMtcmFpZGVyLW1hcnZlbC1lZGl0aW9uLWxhdW5jaC01NTEwMy0xMS0wOC0yMDIz0gH9AWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vdmlzdWFsc3Rvcmllcy9uZXdzL3JiaS1nLXNlYy1hdWN0aW9uLW9uZ2MtaGFsLWFwb2xsby1ob3NwaXRhbHMtbnlrYWEtcTEtcmVzdWx0cy1pbi10b3AtbmV3cy1vbi1hdWd1c3QtMTEtYWlydGVsLWJoZWwtZXgtZGl2aWRlbmQtc3RvY2tzLW5pZnR5LW91dGxvb2stYXRoZXItNDUwcy1lLXNjb290ZXItYW5kLXR2cy1yYWlkZXItbWFydmVsLWVkaXRpb24tbGF1bmNoLTU1MTAzLTExLTA4LTIwMjM?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
51,,openPR,news.google.com/articles/CBMiaGh0dHBzOi8vd3d3Lm9wZW5wci5jb20vbmV3cy8zMTYyMjA1L3RvYmFjY28tbWFya2V0LXNpemUtd2FzLXZhbHVlZC1hdC11c2QtODUwLWJuLWluLTIwMjItYW5kLWlzLWV4cGVjdGVk0gFnaHR0cHM6Ly93d3cub3BlbnByLmNvbS9hbXAvMzE2MjIwNS90b2JhY2NvLW1hcmtldC1zaXplLXdhcy12YWx1ZWQtYXQtdXNkLTg1MC1ibi1pbi0yMDIyLWFuZC1pcy1leHBlY3RlZA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
11,,Trade Brains,news.google.com/articles/CBMiX2h0dHBzOi8vdHJhZGVicmFpbnMuaW4vZmVhdHVyZXMvMi1zbWFsbGNhcC10b2JhY2NvLXN0b2Nrcy10aGF0LWFyZS1kZWJ0LWZyZWUtdG8ta2VlcC1hbi1leWUtb24v0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
15,,The Financial Express,news.google.com/articles/CBMimgFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvbWFuYXBwdXJhbS1maW5hbmNlLW9pbC1pbmRpYS1kci1yZWRkeXMtbGFicy1hbW9uZy0xMzMtc3RvY2tzLXRoYXQtaGl0LTUyLXdlZWstaGlnaHMtMTUtdG91Y2gtNTItd2Vlay1sb3dzLzMyMDYxODQv0gGfAWh0dHBzOi8vd3d3LmZpbmFuY2lhbGV4cHJlc3MuY29tL21hcmtldC9tYW5hcHB1cmFtLWZpbmFuY2Utb2lsLWluZGlhLWRyLXJlZGR5cy1sYWJzLWFtb25nLTEzMy1zdG9ja3MtdGhhdC1oaXQtNTItd2Vlay1oaWdocy0xNS10b3VjaC01Mi13ZWVrLWxvd3MvMzIwNjE4NC9saXRlLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-10,,
5,,Simply Wall St,news.google.com/articles/CBMipAFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL2luL2Zvb2QtYmV2ZXJhZ2UtdG9iYWNjby9uc2UtZ29kZnJ5cGhscC9nb2RmcmV5LXBoaWxsaXBzLWluZGlhLXNoYXJlcy9uZXdzL3doeS15b3UtbWlnaHQtYmUtaW50ZXJlc3RlZC1pbi1nb2RmcmV5LXBoaWxsaXBzLWluZGlhLWxpbWl0ZdIBqAFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL2luL2Zvb2QtYmV2ZXJhZ2UtdG9iYWNjby9uc2UtZ29kZnJ5cGhscC9nb2RmcmV5LXBoaWxsaXBzLWluZGlhLXNoYXJlcy9uZXdzL3doeS15b3UtbWlnaHQtYmUtaW50ZXJlc3RlZC1pbi1nb2RmcmV5LXBoaWxsaXBzLWluZGlhLWxpbWl0ZS9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-07,,
