,title,source,link,date,summary,text
1,,The Chaminade Talon,news.google.com/articles/CBMirAFodHRwczovL3d3dy5jaGFtaW5hZGV0YWxvbi5jb20vdHJhY3Rpb24tdHJhbnNmb3JtZXItbWFya2V0LTIwMjMtaW5kdXN0cnktc3RhdHVzLWxhdGVzdC1pbm5vdmF0aW9uYW5kLWtleS1wbGF5ZXJzLTIwMzItYWJiLW1pdHN1YmlzaGktZWxlY3RyaWMtY29ycG9yYXRpb24tYWxzdG9tLXNpZW1lbnMtYWcv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
0,,The Financial Express,news.google.com/articles/CBMimwFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvc2FtdmFyZGhhbmEtbW90aGVyc29uLW11dGhvb3QtZmluYW5jZS1zdXpsb24tYW1vbmctMTAxLXN0b2Nrcy10aGF0LWhpdC01Mi13ZWVrLWhpZ2hzLTE2LXRvdWNoLTUyLXdlZWstbG93cy8zMjA3NTE3L9IBoAFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9tYXJrZXQvc2FtdmFyZGhhbmEtbW90aGVyc29uLW11dGhvb3QtZmluYW5jZS1zdXpsb24tYW1vbmctMTAxLXN0b2Nrcy10aGF0LWhpdC01Mi13ZWVrLWhpZ2hzLTE2LXRvdWNoLTUyLXdlZWstbG93cy8zMjA3NTE3L2xpdGUv?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
