,title,source,link,date
0,"Adani Power share price Today Live Updates : Adani Power closed today at ₹376.5, down -2.5% from yesterday's ₹386.15 | Mint",Mint,news.google.com/articles/CBMib2h0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2FkYW5pLXBvd2VyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMTMtc2VwLTIwMjMtMTE2OTQ1NzI0NDcwOTUuaHRtbNIBc2h0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9tYXJrZXQvbGl2ZS1ibG9nL2FkYW5pLXBvd2VyLXNoYXJlLXByaWNlLWxpdmUtYmxvZy1mb3ItMTMtc2VwLTIwMjMvYW1wLTExNjk0NTcyNDQ3MDk1Lmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
41,"Coffee Day shares snap two-session fall, hit 20% upper circuit today; here's why",Business Today,news.google.com/articles/CBMilwFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9jb2ZmZWUtZGF5LXNoYXJlcy1zbmFwLXR3by1zZXNzaW9uLWZhbGwtaGl0LTIwLXVwcGVyLWNpcmN1aXQtdG9kYXktaGVyZXMtd2h5LTM5ODIwNi0yMDIzLTA5LTEz0gGbAWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vYW1wL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9jb2ZmZWUtZGF5LXNoYXJlcy1zbmFwLXR3by1zZXNzaW9uLWZhbGwtaGl0LTIwLXVwcGVyLWNpcmN1aXQtdG9kYXktaGVyZXMtd2h5LTM5ODIwNi0yMDIzLTA5LTEz?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
36,Texmaco Rail shares rise 6% as board to consider fundraising on September 15,Business Today,news.google.com/articles/CBMigAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS90ZXhtYWNvLXJhaWwtc2hhcmVzLXJpc2UtYm9hcmQtbWVldGluZy10by1yYWlzZS1mdW5kcy0zOTgyNDEtMjAyMy0wOS0xM9IBhAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2FtcC9tYXJrZXRzL2NvbXBhbnktc3RvY2svc3RvcnkvdGV4bWFjby1yYWlsLXNoYXJlcy1yaXNlLWJvYXJkLW1lZXRpbmctdG8tcmFpc2UtZnVuZHMtMzk4MjQxLTIwMjMtMDktMTM?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
35,Adani in talks with global banks for $3.5 billion loan in one of top Asia loans in 2023: Report | Mint,Mint,news.google.com/articles/CBMimQFodHRwczovL3d3dy5saXZlbWludC5jb20vY29tcGFuaWVzL25ld3MvYWRhbmktaW4tdGFsa3Mtd2l0aC1nbG9iYWwtYmFua3MtZm9yLTMtNS1iaWxsaW9uLWxvYW4taW4tb25lLW9mLXRvcC1hc2lhLWxvYW5zLWluLTIwMjMtcmVwb3J0LTExNjk0NjA2MDc3OTg3Lmh0bWzSAZ0BaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL2NvbXBhbmllcy9uZXdzL2FkYW5pLWluLXRhbGtzLXdpdGgtZ2xvYmFsLWJhbmtzLWZvci0zLTUtYmlsbGlvbi1sb2FuLWluLW9uZS1vZi10b3AtYXNpYS1sb2Fucy1pbi0yMDIzLXJlcG9ydC9hbXAtMTE2OTQ2MDYwNzc5ODcuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
33,Suzlon Energy shares down 10% in two days; here's what technical analysts say,Business Today,news.google.com/articles/CBMilQFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9zdXpsb24tZW5lcmd5LXNoYXJlcy1kb3duLTEwLWluLXR3by1kYXlzLWhlcmVzLXdoYXQtdGVjaG5pY2FsLWFuYWx5c3RzLXNheS0zOTgyMjEtMjAyMy0wOS0xM9IBmQFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2FtcC9tYXJrZXRzL2NvbXBhbnktc3RvY2svc3Rvcnkvc3V6bG9uLWVuZXJneS1zaGFyZXMtZG93bi0xMC1pbi10d28tZGF5cy1oZXJlcy13aGF0LXRlY2huaWNhbC1hbmFseXN0cy1zYXktMzk4MjIxLTIwMjMtMDktMTM?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
31,GE Power India shares rise 8% after firm wins purchase order from Vedanta,Business Today,news.google.com/articles/CBMifGh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vbWFya2V0cy9jb21wYW55LXN0b2NrL3N0b3J5L2dlLXBvd2VyLXNoYXJlcy1yaXNlLW9uLXJzLTI1LWNyb3JlLW9yZGVyLXZlZGFudGEtMzk4MTgxLTIwMjMtMDktMTPSAYABaHR0cHM6Ly93d3cuYnVzaW5lc3N0b2RheS5pbi9hbXAvbWFya2V0cy9jb21wYW55LXN0b2NrL3N0b3J5L2dlLXBvd2VyLXNoYXJlcy1yaXNlLW9uLXJzLTI1LWNyb3JlLW9yZGVyLXZlZGFudGEtMzk4MTgxLTIwMjMtMDktMTM?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
25,Two Adani firms among top five large-cap stocks bought by MFs in August,Business Standard,news.google.com/articles/CBMilwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vZmluYW5jZS9wZXJzb25hbC1maW5hbmNlL3R3by1hZGFuaS1zdG9ja3MtYW1vbmctdG9wLWZpdmUtbGFyZ2UtY2FwLXN0b2Nrcy1ib3VnaHQtYnktbWZzLWluLWF1Z3VzdC0xMjMwOTEzMDAxODNfMS5odG1s0gGbAWh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvZmluYW5jZS9wZXJzb25hbC1maW5hbmNlL3R3by1hZGFuaS1zdG9ja3MtYW1vbmctdG9wLWZpdmUtbGFyZ2UtY2FwLXN0b2Nrcy1ib3VnaHQtYnktbWZzLWluLWF1Z3VzdC0xMjMwOTEzMDAxODNfMS5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
24,Adani Wind receives certification for India’s largest turbine,Business Today,news.google.com/articles/CBMiggFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2xhdGVzdC9jb3Jwb3JhdGUvc3RvcnkvYWRhbmktd2luZC1yZWNlaXZlcy1jZXJ0aWZpY2F0aW9uLWZvci1pbmRpYXMtbGFyZ2VzdC10dXJiaW5lLTM5ODMyNy0yMDIzLTA5LTEz0gGGAWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vYW1wL2xhdGVzdC9jb3Jwb3JhdGUvc3RvcnkvYWRhbmktd2luZC1yZWNlaXZlcy1jZXJ0aWZpY2F0aW9uLWZvci1pbmRpYXMtbGFyZ2VzdC10dXJiaW5lLTM5ODMyNy0yMDIzLTA5LTEz?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
23,"largecap stocks to buy: Vedanta, 2 Adani stocks among top 10 ...",The Economic Times,news.google.com/articles/CBMimAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbWFya2V0cy9zdG9ja3MvbmV3cy92ZWRhbnRhLTItYWRhbmktc3RvY2tzLWFtb25nLXRvcC0xMC1sYXJnZWNhcHMtdGhhdC1tZnMtYm91Z2h0LWluLWF1Z3VzdC9tZi13YXRjaC9zbGlkZXNob3cvMTAzNjI1MDkxLmNtc9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
39,"NMDC shares up 20% in 1 month. ICICI Securities recommends 'Buy', sets target at Rs 180",Business Today,news.google.com/articles/CBMinQFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9ubWRjLXNoYXJlcy11cC0yMC1pbi0xLW1vbnRoLWljaWNpLXNlY3VyaXRpZXMtcmVjb21tZW5kcy1idXktc2V0cy10YXJnZXQtYXQtcnMtMTgwLTM5ODIyMi0yMDIzLTA5LTEz0gGhAWh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vYW1wL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9ubWRjLXNoYXJlcy11cC0yMC1pbi0xLW1vbnRoLWljaWNpLXNlY3VyaXRpZXMtcmVjb21tZW5kcy1idXktc2V0cy10YXJnZXQtYXQtcnMtMTgwLTM5ODIyMi0yMDIzLTA5LTEz?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-09-13
