,title,source,link,date,summary,text
4,,HT Auto,news.google.com/articles/CBMikQFodHRwczovL2F1dG8uaGluZHVzdGFudGltZXMuY29tL2F1dG8vdHdvLXdoZWVsZXJzL3Zlc3BhLWp1c3Rpbi1iaWViZXItbGltaXRlZC1lZGl0aW9uLWxhdW5jaGVkLWluLWluZGlhLWhlcmUtcy1ob3ctbXVjaC1jb3N0cy00MTY5MjI1OTUwOTczOC5odG1s0gGVAWh0dHBzOi8vYXV0by5oaW5kdXN0YW50aW1lcy5jb20vYXV0by90d28td2hlZWxlcnMvdmVzcGEtanVzdGluLWJpZWJlci1saW1pdGVkLWVkaXRpb24tbGF1bmNoZWQtaW4taW5kaWEtaGVyZS1zLWhvdy1tdWNoLWNvc3RzL2FtcC00MTY5MjI1OTUwOTczOC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
14,,Mint,news.google.com/articles/CBMijAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2RheS10cmFkaW5nLWd1aWRlLWZvci10b2RheS1maXZlLXN0b2Nrcy10by1idXktb3Itc2VsbC10b2RheS1hdWd1c3QtMTctMTE2OTIyMzg1OTYwMjYuaHRtbNIBkAFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2RheS10cmFkaW5nLWd1aWRlLWZvci10b2RheS1maXZlLXN0b2Nrcy10by1idXktb3Itc2VsbC10b2RheS1hdWd1c3QtMTcvYW1wLTExNjkyMjM4NTk2MDI2Lmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
16,,HT Tech,news.google.com/articles/CBMiggFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9tYWhpbmRyYS10dXJucy10by1hci1yYWhtYW4tZm9yLXNvdW5kc2NhcGVzLWluLWl0cy1lbGVjdHJpYy12ZWhpY2xlcy03MTY5MjI1NzU2OTYxMC5odG1s0gGGAWh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vYW1wL3RlY2gvbmV3cy9tYWhpbmRyYS10dXJucy10by1hci1yYWhtYW4tZm9yLXNvdW5kc2NhcGVzLWluLWl0cy1lbGVjdHJpYy12ZWhpY2xlcy03MTY5MjI1NzU2OTYxMC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-17,,
5,,HT Auto,news.google.com/articles/CBMikgFodHRwczovL2F1dG8uaGluZHVzdGFudGltZXMuY29tL2F1dG8vY2Fycy9oeXVuZGFpLWFjcXVpcmVzLWdlbmVyYWwtbW90b3JzLXRhbGVnYW9uLXBsYW50LWFpbXMtdG8tcHJvZHVjZS0xMC1sYWtoLWNhcnMtYW5udWFsbHktNDE2OTIxNjk3NzM0MzMuaHRtbNIBlgFodHRwczovL2F1dG8uaGluZHVzdGFudGltZXMuY29tL2F1dG8vY2Fycy9oeXVuZGFpLWFjcXVpcmVzLWdlbmVyYWwtbW90b3JzLXRhbGVnYW9uLXBsYW50LWFpbXMtdG8tcHJvZHVjZS0xMC1sYWtoLWNhcnMtYW5udWFsbHkvYW1wLTQxNjkyMTY5NzczNDMzLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
9,,BusinessLine,news.google.com/articles/CBMibmh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3NoYXJlLW1hcmtldC1zZW5zZXgtbmlmdHktbGl2ZS0xNi1hdWd1c3QtMjAyMy9hcnRpY2xlNjcxOTgwNzQuZWNl0gFzaHR0cHM6Ly93d3cudGhlaGluZHVidXNpbmVzc2xpbmUuY29tL21hcmtldHMvc2hhcmUtbWFya2V0LXNlbnNleC1uaWZ0eS1saXZlLTE2LWF1Z3VzdC0yMDIzL2FydGljbGU2NzE5ODA3NC5lY2UvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
19,,Upstox,news.google.com/articles/CBMiMGh0dHBzOi8vdXBzdG94LmNvbS9tYXJrZXQtdGFsay9pbi10aGUtYmFsYW5jZS0yL9IBNGh0dHBzOi8vdXBzdG94LmNvbS9tYXJrZXQtdGFsay9pbi10aGUtYmFsYW5jZS0yL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
8,,Mint,news.google.com/articles/CBMimQFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L3N0b2NrLW1hcmtldC1uZXdzL2luZGVwZW5kZW5jZS1kYXktMjAyMy10YXRhLW1vdG9ycy1ncmFzaW0tYW1vbmctYW5hbHlzdHMtdG9wLTctcGlja3MtZm9yLW5leHQtMS15ZWFyLTExNjkyMDMyOTY0NTE0Lmh0bWzSAZ0BaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9zdG9jay1tYXJrZXQtbmV3cy9pbmRlcGVuZGVuY2UtZGF5LTIwMjMtdGF0YS1tb3RvcnMtZ3Jhc2ltLWFtb25nLWFuYWx5c3RzLXRvcC03LXBpY2tzLWZvci1uZXh0LTEteWVhci9hbXAtMTE2OTIwMzI5NjQ1MTQuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-15,,
3,,Business Today,news.google.com/articles/CBMiswFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL3Zpc3VhbHN0b3JpZXMvc3RvY2svaXRjLWRpdmlzLWxhYi12b2RhZm9uZS1pbmRpYS1laWNoZXItbW90b3JzLWNhbXMtdmFydW4tYmV2ZXJhZ2VzLWhhbC1ueWthYS1vdGhlci1zdG9ja3MtdG8td2F0Y2gtb24tYXVndXN0LTE0LTIwMjMtNTUyNzEtMTQtMDgtMjAyM9IBswFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL3Zpc3VhbHN0b3JpZXMvc3RvY2svaXRjLWRpdmlzLWxhYi12b2RhZm9uZS1pbmRpYS1laWNoZXItbW90b3JzLWNhbXMtdmFydW4tYmV2ZXJhZ2VzLWhhbC1ueWthYS1vdGhlci1zdG9ja3MtdG8td2F0Y2gtb24tYXVndXN0LTE0LTIwMjMtNTUyNzEtMTQtMDgtMjAyMw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
12,,Hindustan Times,news.google.com/articles/CBMilQFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vY2l0aWVzL2NoYW5kaWdhcmgtbmV3cy9mYW1pbHktYXdhcmRlZC0xNi1sYWtoLWNvbXBlbnNhdGlvbi1pbi1tb3Rvci1hY2NpZGVudC1jbGFpbXMtdHJpYnVuYWwtY2FzZS0xMDE2OTIwMzkyOTA3MDIuaHRtbNIBmQFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vY2l0aWVzL2NoYW5kaWdhcmgtbmV3cy9mYW1pbHktYXdhcmRlZC0xNi1sYWtoLWNvbXBlbnNhdGlvbi1pbi1tb3Rvci1hY2NpZGVudC1jbGFpbXMtdHJpYnVuYWwtY2FzZS0xMDE2OTIwMzkyOTA3MDItYW1wLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
15,,Business Standard,news.google.com/articles/CBMilQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vZmluYW5jZS9wZXJzb25hbC1maW5hbmNlL21mLXRyYWNrZXItbW9zdC1ib3VnaHQtYW5kLXNvbGQtbGFyZ2UtbWlkLWFuZC1zbWFsbC1jYXAtc3RvY2tzLWluLWp1bHktMTIzMDgxNDAwMjk0XzEuaHRtbNIBmQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYW1wL2ZpbmFuY2UvcGVyc29uYWwtZmluYW5jZS9tZi10cmFja2VyLW1vc3QtYm91Z2h0LWFuZC1zb2xkLWxhcmdlLW1pZC1hbmQtc21hbGwtY2FwLXN0b2Nrcy1pbi1qdWx5LTEyMzA4MTQwMDI5NF8xLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
