,title,source,link,date
4,Suzlon Energy shares slipped 6% off 52-week high; Rs 39 price target still likely?,Business Today,news.google.com/articles/CBMifmh0dHBzOi8vd3d3LmJ1c2luZXNzdG9kYXkuaW4vbWFya2V0cy9jb21wYW55LXN0b2NrL3N0b3J5L3N1emxvbi1lbmVyZ3ktc2hhcmVzLWZhbGwtNTItd2Vlay1oaWdoLXRhcmdldC1wcmljZS0zOTU1MTYtMjAyMy0wOC0yNdIBggFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2FtcC9tYXJrZXRzL2NvbXBhbnktc3RvY2svc3Rvcnkvc3V6bG9uLWVuZXJneS1zaGFyZXMtZmFsbC01Mi13ZWVrLWhpZ2gtdGFyZ2V0LXByaWNlLTM5NTUxNi0yMDIzLTA4LTI1?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-25
8,"Chandrayaan 3: CLSA shares L&T, HAL & BHEL price targets, says mission a boost to 'Make in India'",Business Today,news.google.com/articles/CBMipAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvY29tcGFueS1zdG9jay9zdG9yeS9jaGFuZHJheWFhbi0zLWNsc2Etc2hhcmVzLWx0LWhhbC1iaGVsLXByaWNlLXRhcmdldHMtc2F5cy1taXNzaW9uLWEtYm9vc3QtdG8tbWFrZS1pbi1pbmRpYS0zOTUzMzEtMjAyMy0wOC0yNNIBqAFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL2FtcC9tYXJrZXRzL2NvbXBhbnktc3RvY2svc3RvcnkvY2hhbmRyYXlhYW4tMy1jbHNhLXNoYXJlcy1sdC1oYWwtYmhlbC1wcmljZS10YXJnZXRzLXNheXMtbWlzc2lvbi1hLWJvb3N0LXRvLW1ha2UtaW4taW5kaWEtMzk1MzMxLTIwMjMtMDgtMjQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-24
9,Rs 49 to Rs 813: This railway stock turned into a multibagger in three years; trading in overbought zone,Business Today,news.google.com/articles/CBMihwFodHRwczovL3d3dy5idXNpbmVzc3RvZGF5LmluL21hcmtldHMvdHJlbmRpbmctc3RvY2tzL3N0b3J5L3RpdGFnYXJoLXJhaWwtc3lzdGVtcy1zaGFyZXMtcmlzZS1yZWNvcmQtaGlnaC1wcmljZS10YXJnZXQtMzk1NDAwLTIwMjMtMDgtMjTSAYsBaHR0cHM6Ly93d3cuYnVzaW5lc3N0b2RheS5pbi9hbXAvbWFya2V0cy90cmVuZGluZy1zdG9ja3Mvc3RvcnkvdGl0YWdhcmgtcmFpbC1zeXN0ZW1zLXNoYXJlcy1yaXNlLXJlY29yZC1oaWdoLXByaWNlLXRhcmdldC0zOTU0MDAtMjAyMy0wOC0yNA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-24
10,Prime Minister's participation in the BRICS-Africa Outreach and ...,Ministry of External Affairs,news.google.com/articles/CBMihQFodHRwczovL3d3dy5tZWEuZ292LmluL3ByZXNzLXJlbGVhc2VzLmh0bT9kdGwvMzcwMzUvUHJpbWVfTWluaXN0ZXJzX3BhcnRpY2lwYXRpb25faW5fdGhlX0JSSUNTQWZyaWNhX091dHJlYWNoX2FuZF9CUklDU19QbHVzX0RpYWxvZ3Vl0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-24
20,Prime Minister’s meeting with the President of the Islamic Republic of Iran,Narendra Modi,news.google.com/articles/CBMidWh0dHBzOi8vd3d3Lm5hcmVuZHJhbW9kaS5pbi9wcmltZS1taW5pc3Rlci1uYXJlbmRyYS1tb2RpLXMtbWVldGluZy13aXRoLXRoZS1wcmVzaWRlbnQtb2YtdGhlLWlzbGFtaWMtcmVwdWJsaWMtb2YtaXJhbtIBgAFodHRwczovL3d3dy5uYXJlbmRyYW1vZGkuaW4vYW1wL3ByaW1lLW1pbmlzdGVyLW5hcmVuZHJhLW1vZGktcy1tZWV0aW5nLXdpdGgtdGhlLXByZXNpZGVudC1vZi10aGUtaXNsYW1pYy1yZXB1YmxpYy1vZi1pcmFuLTU3MzIzMw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-24
27,EDITORIAL ANALYSIS : The BRICS test for India's multipolarity ...,Insights IAS,news.google.com/articles/CBMib2h0dHBzOi8vd3d3Lmluc2lnaHRzb25pbmRpYS5jb20vMjAyMy8wOC8yNC9lZGl0b3JpYWwtYW5hbHlzaXMtdGhlLWJyaWNzLXRlc3QtZm9yLWluZGlhcy1tdWx0aXBvbGFyaXR5LXJoZXRvcmljL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-24
28,Nikki Haley Slams Biden's 'Green Subsidies',Yahoo News,news.google.com/articles/CBMiRGh0dHBzOi8vbmV3cy55YWhvby5jb20vbmlra2ktaGFsZXktc2xhbXMtYmlkZW5zLWdyZWVuLTE1MDUyMjUxNy5odG1s0gFMaHR0cHM6Ly9uZXdzLnlhaG9vLmNvbS9hbXBodG1sL25pa2tpLWhhbGV5LXNsYW1zLWJpZGVucy1ncmVlbi0xNTA1MjI1MTcuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-24
6,Alia Bhatt reveals best birthday surprise from Ranbir Kapoor: Didn't share...,India Today,news.google.com/articles/CBMiiAFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL21vdmllcy9jZWxlYnJpdGllcy9zdG9yeS9hbGlhLWJoYXR0LXJldmVhbHMtYmVzdC1iaXJ0aGRheS1zdXJwcmlzZS1mcm9tLXJhbmJpci1rYXBvb3ItdmlkZW8tMjQyNTI5My0yMDIzLTA4LTIz0gGMAWh0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vYW1wL21vdmllcy9jZWxlYnJpdGllcy9zdG9yeS9hbGlhLWJoYXR0LXJldmVhbHMtYmVzdC1iaXJ0aGRheS1zdXJwcmlzZS1mcm9tLXJhbmJpci1rYXBvb3ItdmlkZW8tMjQyNTI5My0yMDIzLTA4LTIz?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-23
34,[Mission 2024] Insights SECURE SYNOPSIS: 22 August 2023 ...,Insights IAS,news.google.com/articles/CBMiYGh0dHBzOi8vd3d3Lmluc2lnaHRzb25pbmRpYS5jb20vMjAyMy8wOC8yMy9taXNzaW9uLTIwMjQtaW5zaWdodHMtc2VjdXJlLXN5bm9wc2lzLTIyLWF1Z3VzdC0yMDIzL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-23
47,"Growing Areca Nut Market: Exploring Demand Trends, Health ...",Future Market Insights,news.google.com/articles/CBMitAFodHRwczovL3d3dy5mbWlibG9nLmNvbS8yMDIzLzA4LzIzL2dyb3dpbmctYXJlY2EtbnV0LW1hcmtldC1leHBsb3JpbmctZGVtYW5kLXRyZW5kcy1oZWFsdGgtaW1wbGljYXRpb25zLWFuZC1jdWx0dXJhbC1pbmZsdWVuY2VzLWluLXRoZS1nbG9iYWwtdHJhZGUtd29ydGgtdXMtMTQzOC0yLW1pbGxpb24tYnktMjAzMi_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-23
