,title,source,link,date,summary,text
12,,Benzinga,news.google.com/articles/CBMimQFodHRwczovL3d3dy5iZW56aW5nYS5jb20vcHJlc3NyZWxlYXNlcy8yMy8wOC8zMzg4MDgxNS9haXJwb3J0LWluZnJhc3RydWN0dXJlLWludmVzdG1lbnQtbWFya2V0LXNpemUtd2l0aC1tb2Rlcm4tdHJlbmRzLWluLTIwMjItbmV3LW9wcG9ydHVuaXRpZXMtbmljaGUtbWHSAS1odHRwczovL3d3dy5iZW56aW5nYS5jb20vYW1wL2NvbnRlbnQvMzM4ODA4MTU?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-16,,
3,,The Economic Times,news.google.com/articles/CBMinwFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vdGVjaC90ZWNobm9sb2d5L2d2a3Mta2VzaGF2LXJlZGR5LWJldHMtYmlnLW9uLWluZGlhcy1kaWdpdGFsLXB1YmxpYy1pbmZyYXN0cnVjdHVyZS13aXRoLWlkLXBsYXRmb3JtLWVxdWFsL2FydGljbGVzaG93LzEwMjc0NDM1Mi5jbXPSAaMBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL3RlY2gvdGVjaG5vbG9neS9ndmtzLWtlc2hhdi1yZWRkeS1iZXRzLWJpZy1vbi1pbmRpYXMtZGlnaXRhbC1wdWJsaWMtaW5mcmFzdHJ1Y3R1cmUtd2l0aC1pZC1wbGF0Zm9ybS1lcXVhbC9hbXBfYXJ0aWNsZXNob3cvMTAyNzQ0MzUyLmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-15,,
79,,Law.asia,news.google.com/articles/CBMiLmh0dHBzOi8vbGF3LmFzaWEvdG9wLWZvcmVpZ24tZmlybXMtaW5kaWEtMjAyMy_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-14,,
0,,Moneycontrol,news.google.com/articles/CBMijwFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvZWFybmluZ3MvZ3ZrLXBvd2VyLWNvbnNvbGlkYXRlZC1qdW5lLTIwMjMtbmV0LXNhbGVzLWF0LXJzLTUwMC0zNi1jcm9yZS1kb3duLTE4LTYteS1vLXktMTExNjA1NTEuaHRtbNIBkwFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvYnVzaW5lc3MvZWFybmluZ3MvZ3ZrLXBvd2VyLWNvbnNvbGlkYXRlZC1qdW5lLTIwMjMtbmV0LXNhbGVzLWF0LXJzLTUwMC0zNi1jcm9yZS1kb3duLTE4LTYteS1vLXktMTExNjA1NTEuaHRtbC9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
1,,Business Standard,news.google.com/articles/CBMijQFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vY29tcGFuaWVzL3Jlc3VsdHMvZ3ZrLXBvd2VyLWxuZnJhc3RydWN0dXJlLXExLXByb2ZpdC1hdC1ycy0yNzUtY3ItZHVlLXRvLWxvd2VyLWV4cGVuc2VzLTEyMzA4MTEwMDM2N18xLmh0bWzSAZEBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9jb21wYW5pZXMvcmVzdWx0cy9ndmstcG93ZXItbG5mcmFzdHJ1Y3R1cmUtcTEtcHJvZml0LWF0LXJzLTI3NS1jci1kdWUtdG8tbG93ZXItZXhwZW5zZXMtMTIzMDgxMTAwMzY3XzEuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
2,,Marketscreener.com,news.google.com/articles/CBMilwFodHRwczovL3d3dy5tYXJrZXRzY3JlZW5lci5jb20vcXVvdGUvc3RvY2svR1ZLLVBPV0VSLUlORlJBU1RSVUNUVVItMTkzNDM5NTUvbmV3cy9HVkstUG93ZXItSW5mcmFzdHJ1Y3R1cmUtTGltaXRlZC1Bbm5vdW5jZXMtRXhlY3V0aXZlLUNoYW5nZXMtNDQ1OTA2NjIv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-11,,
5,,BusinessLine,news.google.com/articles/CBMicGh0dHBzOi8vd3d3LnRoZWhpbmR1YnVzaW5lc3NsaW5lLmNvbS9tYXJrZXRzL3N0b2Nrcy10aGF0LXdpbGwtc2VlLWFjdGlvbi10b2RheS1hdWd1c3QtOS0yMDIzL2FydGljbGU2NzE3NDg0MC5lY2XSAXVodHRwczovL3d3dy50aGVoaW5kdWJ1c2luZXNzbGluZS5jb20vbWFya2V0cy9zdG9ja3MtdGhhdC13aWxsLXNlZS1hY3Rpb24tdG9kYXktYXVndXN0LTktMjAyMy9hcnRpY2xlNjcxNzQ4NDAuZWNlL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-09,,
6,,BW Businessworld,news.google.com/articles/CBMigQFodHRwczovL3d3dy5idXNpbmVzc3dvcmxkLmluL2FydGljbGUvV2VkbmVzZGF5LU1hcmtldC1PcGVuaW5nLUdsYW5kLVBoYXJtYS1BbmdlbC1PbmUtR29pbmctU3Ryb25nLUJIRUwtQnVsbGlzaC0vMDktMDgtMjAyMy00ODcxMDbSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-09,,
22,,The Hindu,news.google.com/articles/CBMilAFodHRwczovL3d3dy50aGVoaW5kdS5jb20vZm9vZC9mZWF0dXJlcy9jYXRlcmVycy1vZi10aGUtYW1iYW5pLXBpcmFtYWwtYW5kLWRlZXBpa2EtcmFudmVlci13ZWRkaW5ncy1zdGFydC1vcGVyYXRpb25zLWluLWh5ZGVyYWJhZC9hcnRpY2xlNjcxNjc3MzUuZWNl0gGZAWh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9mb29kL2ZlYXR1cmVzL2NhdGVyZXJzLW9mLXRoZS1hbWJhbmktcGlyYW1hbC1hbmQtZGVlcGlrYS1yYW52ZWVyLXdlZGRpbmdzLXN0YXJ0LW9wZXJhdGlvbnMtaW4taHlkZXJhYmFkL2FydGljbGU2NzE2NzczNS5lY2UvYW1wLw?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-09,,
11,,The Tribune India,news.google.com/articles/CBMiZWh0dHBzOi8vd3d3LnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9wdW5qYWIvYXMtZmFybWVycy1yZXNvdy1wYWRkeS1wb3dlci1kZW1hbmQtdG91Y2hlcy0xNS0wMDAtbXctNTMzMTE10gFjaHR0cHM6Ly9tLnRyaWJ1bmVpbmRpYS5jb20vbmV3cy9wdW5qYWIvYXMtZmFybWVycy1yZXNvdy1wYWRkeS1wb3dlci1kZW1hbmQtdG91Y2hlcy0xNS0wMDAtbXctNTMzMTE1?hl=en-IN&gl=IN&ceid=IN%3Aen,2023-08-08,,
