Trading Day,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date_only,Close_ema_12,Close_ema_26,macd,macd_ema_9,symbol,created_on
1,2023-07-14 00:00:00+05:30,200.10000610351562,200.10000610351562,198.0,198.8000030517578,10198,0.0,0.0,2023-07-14,202.84862927760184,203.33665280102744,-0.4880235234255963,1.4371189455069822,PAR.NS,2023-07-17 21:45:44.937700
2,2023-07-13 00:00:00+05:30,200.0,203.9499969482422,198.0,199.60000610351562,8234,0.0,0.0,2023-07-13,203.5847431368462,203.69958478096902,-0.11484164412280506,1.9184045627401265,PAR.NS,2023-07-17 21:45:44.937700
3,2023-07-12 00:00:00+05:30,200.9499969482422,203.75,197.0500030517578,200.0,16225,0.0,0.0,2023-07-12,204.30924077926997,204.0275510751653,0.28168970410467864,2.4267161144558593,PAR.NS,2023-07-17 21:45:44.937700
4,2023-07-11 00:00:00+05:30,204.89999389648438,204.89999389648438,196.0,197.3000030517578,9386,0.0,0.0,2023-07-11,205.0927391027736,204.3497551611785,0.7429839415950994,2.962972717043654,PAR.NS,2023-07-17 21:45:44.937700
5,2023-07-10 00:00:00+05:30,204.10000610351562,204.10000610351562,194.0,202.5500030517578,19767,0.0,0.0,2023-07-10,206.5096002029583,204.91373532993217,1.5958648730261302,3.5179699109057925,PAR.NS,2023-07-17 21:45:44.937700
6,2023-07-07 00:00:00+05:30,209.0,209.0,202.25,204.10000610351562,5822,0.0,0.0,2023-07-07,207.22952695772202,205.10283391218613,2.1266930455358874,3.9984961703757076,PAR.NS,2023-07-17 21:45:44.937700
7,2023-07-06 00:00:00+05:30,209.5,209.5,203.89999389648438,204.0,9918,0.0,0.0,2023-07-06,207.7985307493959,205.18306013687976,2.615470612516134,4.466446951585662,PAR.NS,2023-07-17 21:45:44.937700
8,2023-07-05 00:00:00+05:30,206.0,211.89999389648438,205.5,206.0500030517578,4807,0.0,0.0,2023-07-05,208.4891727038315,205.27770494783013,3.211467756001383,4.929191036353044,PAR.NS,2023-07-17 21:45:44.937700
9,2023-07-04 00:00:00+05:30,207.0,212.0,204.5,206.5,4823,0.0,0.0,2023-07-04,208.93265809511763,205.2159210995159,3.7167369956017353,5.3586218564409585,PAR.NS,2023-07-17 21:45:44.937700
10,2023-07-03 00:00:00+05:30,209.10000610351562,213.0,205.0,208.3000030517578,9390,0.0,0.0,2023-07-03,209.3749595669572,205.11319478747717,4.261764779480018,5.769093071650763,PAR.NS,2023-07-17 21:45:44.937700
11,2023-06-30 00:00:00+05:30,212.5,215.0,206.5,210.8000030517578,10714,0.0,0.0,2023-06-30,209.57040620608433,204.85825012633472,4.7121560797496045,6.145925144693448,PAR.NS,2023-07-17 21:45:44.937700
12,2023-06-27 00:00:00+05:30,204.85000610351562,213.0,204.85000610351562,209.5500030517578,13560,0.0,0.0,2023-06-27,209.3468431432346,204.38290989230086,4.963933250933735,6.504367410929409,PAR.NS,2023-07-17 21:45:44.937700
