Trading Day,Date,Close,Dividends,High,Low,Open,Volume,Stock Splits,date_only,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,CCI_10,CCI_40,OBV,VPT,VPT_signal,VWAP,MFI_14,PP,R1,S1,R2,S2,R3,S3,CMF,%R,macd,macd_signal,macde_histogram,rsi,ADX,sma_5,sma_20,sma_50,sma_100,symbol,created_on
11,2023-11-29 00:00:00+05:30,1.0700000524520874,0.0,1.1050000190734863,1.059999942779541,1.0800000429153442,828660,0.0,2023-11-29,1.0922500133514403,0.03254450505263856,1.1247945184040788,1.0597055082988018,1.1573390234567174,1.0271610032461633,-22.869008785465436,-89.59542262067764,112305401,2529891.495368671,5457529.533009544,1.2455776076451555,56.460186079426926,1.0783333381017048,1.0966667334238687,1.0516666571299234,1.1233334143956502,1.0333332618077595,1.141666809717814,1.006666580835978,0.05432211238545137,-54.83866750138821,-0.019370907273812188,-0.020602886604152677,0.0012319793303404887,43.26059703863604,19.20453616629217,1.0730000257492065,1.0922500133514403,1.1521000051498413,1.110399997830391,GISOLUTION.NS,2023-12-14 10:48:01.538330
12,2023-11-28 00:00:00+05:30,1.0800000429153442,0.0,1.1100000143051147,1.0549999475479126,1.100000023841858,2739960,0.0,2023-11-28,1.096750009059906,0.03540275602848621,1.1321527650883922,1.0613472530314199,1.1675555211168784,1.0259444970029337,10.912692429148217,-89.2551962210215,113134061,8443251.3072874,6189439.042419761,1.2458013380154558,53.444018983328895,1.0816666682561238,1.108333388964335,1.0533333222071328,1.136666735013326,1.0266666014989216,1.1633334557215371,0.9983332554499307,0.06675278871180115,-48.38705956004842,-0.019621027208921227,-0.020910881436737798,0.0012898542278165712,44.94801642214163,19.17332908694634,1.0770000219345093,1.096750009059906,1.1539000034332276,1.1104999977350234,GISOLUTION.NS,2023-12-14 10:48:01.538330
13,2023-11-24 00:00:00+05:30,1.0800000429153442,0.0,1.100000023841858,1.0700000524520874,1.0700000524520874,753610,0.0,2023-11-24,1.1000000059604644,0.03674234354618337,1.1367423495066478,1.063257662414281,1.173484693052831,1.0265153188680978,9.776631031106204,-91.7538326758059,115874021,2322266.9738554056,5625985.976202851,1.2465028666365514,59.515841159150874,1.0833333730697632,1.096666693687439,1.0666667222976685,1.1133333444595337,1.0533334016799927,1.1266666650772095,1.036666750907898,0.0961153523335342,-48.38705956004842,-0.020628815774360154,-0.021233344993691942,0.0006045292193317883,44.94801642214163,19.139721463035446,1.081000018119812,1.1000000059604644,1.155400002002716,1.1099999970197678,GISOLUTION.NS,2023-12-14 10:48:01.538330
14,2023-11-23 00:00:00+05:30,1.059999942779541,0.0,1.1050000190734863,1.0499999523162842,1.1050000190734863,982170,0.0,2023-11-23,1.1012500047683715,0.03645021698367177,1.1377002217520433,1.0647997877846997,1.1741504387357151,1.028349570801028,-26.31585276574289,-114.73514502395199,115120411,2970531.9437147323,6451915.726789712,1.246696860152113,57.00127689741118,1.0716666380564372,1.0933333237965903,1.0383332570393882,1.1266667048136394,1.016666571299235,1.1483333905537925,0.983333190282186,0.07117398928243704,-61.29035235196126,-0.021606532713833282,-0.02138447729852489,-0.00022205541530839062,40.97787482387327,19.50760558606819,1.0890000104904174,1.1012500047683715,1.155900001525879,1.110049996972084,GISOLUTION.NS,2023-12-14 10:48:01.538330
15,2023-11-22 00:00:00+05:30,1.0750000476837158,0.0,1.100000023841858,1.0499999523162842,1.100000023841858,1113660,0.0,2023-11-22,1.1057500064373016,0.036644623243851024,1.1423946296811527,1.0691053831934505,1.1790392529250036,1.0324607599495996,-26.85420097488975,-116.50852773948142,116102581,3415881.727319747,7322261.672558457,1.246980784562719,56.2873291063947,1.075000007947286,1.1000000635782876,1.0499999920527139,1.1250000794728596,1.0249999364217122,1.1500001351038613,0.9999999205271402,0.08385879111419495,-51.612863530718315,-0.020561228134877485,-0.02132896344469779,0.0007677353098203034,43.918907645704216,19.90378848779576,1.0970000267028808,1.1057500064373016,1.1575000023841857,1.1108499974012376,GISOLUTION.NS,2023-12-14 10:48:01.538330
16,2023-11-21 00:00:00+05:30,1.090000033378601,0.0,1.1200000047683716,1.0800000429153442,1.100000023841858,804680,0.0,2023-11-21,1.1097500026226044,0.037468400395544124,1.1472184030181485,1.0722816022270603,1.1846868034136926,1.0348132018315161,20.11129499699346,-89.76667938307861,117216241,2502599.9926836854,8298856.658868134,1.2472778559882787,55.873766376369375,1.096666693687439,1.1133333444595337,1.0733333826065063,1.1366666555404663,1.0566667318344116,1.153333306312561,1.033333420753479,0.04846485306296935,-43.74996740370309,-0.020388670813975995,-0.021520897272152863,0.001132226458176868,45.432837027449985,20.16207620351803,1.0920000076293945,1.1097500026226044,1.1588000011444093,1.1115999966859818,GISOLUTION.NS,2023-12-14 10:48:01.538330
17,2023-11-20 00:00:00+05:30,1.100000023841858,0.0,1.1549999713897705,1.0950000286102295,1.1150000095367432,1379340,0.0,2023-11-20,1.1142499983310699,0.04027127341389759,1.1545212717449675,1.0739787249171722,1.194792545158865,1.0337074515032747,61.48865347508471,-64.34871533217957,118020921,4329181.019615348,9747920.825414246,1.2474744007770675,54.28927245996532,1.1166666746139526,1.1383333206176758,1.0783333778381348,1.1766666173934937,1.0566667318344116,1.1983332633972168,1.0183334350585938,0.053378037213952415,-42.85711366302318,-0.021336097216803518,-0.021803953886697078,0.0004678566698935599,46.935175720351836,21.206518746706017,1.0740000009536743,1.1142499983310699,1.159800000190735,1.1127999967336655,GISOLUTION.NS,2023-12-14 10:48:01.538330
18,2023-11-17 00:00:00+05:30,1.1200000047683716,0.0,1.1349999904632568,1.100000023841858,1.1349999904632568,2167550,0.0,2023-11-17,1.118499994277954,0.04307580670394005,1.1615758009818942,1.075424187574014,1.2046516076858342,1.032348380870074,65.53395518309551,-65.52954331425549,119400261,6926739.72816209,11102605.77686397,1.2477909855657472,60.11275221298399,1.118333339691162,1.1366666555404663,1.1016666889190674,1.153333306312561,1.0833333730697632,1.1716666221618652,1.0666667222976685,0.08080897926434992,-36.84212177413485,-0.02321066345670153,-0.021920918054170464,-0.001289745402531066,50.00607879258545,22.752911353451662,1.0740000009536743,1.118499994277954,1.160699999332428,1.1144999963045121,GISOLUTION.NS,2023-12-14 10:48:01.538330
19,2023-11-16 00:00:00+05:30,1.100000023841858,0.0,1.100000023841858,1.0499999523162842,1.090000033378601,3460300,0.0,2023-11-16,1.1217499911785125,0.045574531705235316,1.1673245228837479,1.076175459473277,1.212899054588983,1.030600927768042,-19.417477132732138,-119.71066132301544,117232711,10860458.684715146,12146572.289039439,1.2482235382469098,59.048434201033984,1.0833333333333333,1.1166667143503823,1.0666666428248086,1.133333404858907,1.0333332618077595,1.166666785875956,1.0166665712992349,0.04731063922704835,-47.36842435482697,-0.02722869466635336,-0.0215984817035377,-0.0056302129628156596,46.7722177946053,23.809054569915496,1.069000005722046,1.1217499911785125,1.1612999987602235,1.1166499966382981,GISOLUTION.NS,2023-12-14 10:48:01.538330
20,2023-11-15 00:00:00+05:30,1.0499999523162842,0.0,1.0499999523162842,1.0,1.0449999570846558,12215130,0.0,2023-11-15,1.1272499918937684,0.049297021590565045,1.1765470134843334,1.0779529703032034,1.2258440350748985,1.0286559487126383,-150.7936724189104,-200.86104292990203,113772411,36595618.63609957,12468100.69012051,1.2490288307535788,51.68198948567593,1.0333333015441895,1.066666603088379,1.0166666507720947,1.0833332538604736,0.9833333492279053,1.116666555404663,0.9666666984558105,-0.04440533205487516,-73.6842435482697,-0.029990741128882226,-0.020190928462833786,-0.00979981266604844,37.36715723687218,23.72323955740575,1.0700000047683715,1.1272499918937684,1.1625999975204468,1.1196999961137772,GISOLUTION.NS,2023-12-14 10:48:01.538330
21,2023-11-13 00:00:00+05:30,1.0,0.0,1.059999942779541,1.0,1.0,4456800,0.0,2023-11-13,1.1362499952316285,0.05085776279068196,1.1871077580223104,1.0853922324409466,1.2379655208129925,1.0345344696502645,-283.6539949450663,-241.61427517619424,101557281,12716420.073123995,6436221.203625744,1.2529206004591713,26.55620129549071,1.0199999809265137,1.0399999618530273,0.9800000190734863,1.0799999237060547,0.9600000381469727,1.0999999046325684,0.9200000762939453,-0.37315600558336676,-100.0,-0.02814834294764834,-0.017740975296321675,-0.010407367651326667,25.073740848871836,21.32550136523623,1.0800000190734864,1.1362499952316285,1.1651999974250793,1.1225999969244003,GISOLUTION.NS,2023-12-14 10:48:01.538330
22,2023-11-10 00:00:00+05:30,1.100000023841858,0.0,1.1150000095367432,1.0850000381469727,1.1150000095367432,1277230,0.0,2023-11-10,1.146749997138977,0.04218613860256526,1.1889361357415422,1.1045638585364117,1.2311222743441075,1.0623777199338464,-93.44489334444826,-133.7368047951601,106014081,4008699.721376392,4866171.486251182,1.2547379975145279,27.915962207226926,1.100000023841858,1.1150000095367432,1.0850000381469727,1.1299999952316284,1.0700000524520874,1.1449999809265137,1.0550000667572021,-0.3166464894833368,-88.0000114440918,-0.02043878720040948,-0.015139133383490006,-0.005299653816919474,39.45608990572062,18.74332177366906,1.103000020980835,1.146749997138977,1.168699996471405,1.1266999965906144,GISOLUTION.NS,2023-12-14 10:48:01.538330
23,2023-11-09 00:00:00+05:30,1.0950000286102295,0.0,1.1200000047683716,1.090000033378601,1.1200000047683716,1384750,0.0,2023-11-09,1.1524999976158141,0.04330126584235652,1.1958012634581707,1.1091987317734575,1.2391025293005271,1.0658974659311011,-104.07567625720687,-134.22026470624294,104736851,4326405.527778301,5080539.427469879,1.2550573010555222,29.478767724756096,1.1016666889190674,1.1133333444595337,1.0833333730697632,1.131666660308838,1.0716667175292969,1.1433333158493042,1.0533334016799927,-0.36303370772105675,-95.83333747254461,-0.02010702821753041,-0.013814219929260137,-0.006292808288270273,39.456089905720624,17.844369150694458,1.1050000190734863,1.1524999976158141,1.1703999948501587,1.1304999965429305,GISOLUTION.NS,2023-12-14 10:48:01.538330
24,2023-11-08 00:00:00+05:30,1.1050000190734863,0.0,1.125,1.100000023841858,1.125,1031160,0.0,2023-11-08,1.1604999959468842,0.04676086783733558,1.20726086378422,1.1137391281095486,1.2540217316215554,1.066978260272213,-80.56871190008434,-121.48144266733321,106121601,3251098.021804887,5269072.902392774,1.2554161876247276,28.99262044295986,1.1100000143051147,1.1200000047683716,1.0950000286102295,1.1349999904632568,1.0850000381469727,1.1449999809265137,1.0700000524520874,-0.19501925914794893,-91.30435684002114,-0.018885200470918573,-0.012241017857192567,-0.006644182613726006,41.50906796070787,17.03964696832405,1.1080000162124635,1.1604999959468842,1.172199993133545,1.1350999957323074,GISOLUTION.NS,2023-12-14 10:48:01.538330
25,2023-11-07 00:00:00+05:30,1.100000023841858,0.0,1.1299999952316284,1.0950000286102295,1.1299999952316284,2678150,0.0,2023-11-07,1.165499997138977,0.04585159296202168,1.2113515901009988,1.1196484041769552,1.2572031830630204,1.0737968112149336,-103.03029317828857,-128.4757218027171,105090441,8405611.486423109,5773566.622539746,1.2556677564051362,23.762147996429576,1.1083333492279053,1.121666669845581,1.0866667032241821,1.1433333158493042,1.0733333826065063,1.15666663646698,1.0516667366027832,-0.0607172208618928,-96.42857446962505,-0.018019598848972196,-0.010579972203761064,-0.007439626645211132,41.50906796070787,16.504501650705535,1.1130000114440919,1.165499997138977,1.173999993801117,1.1403999954462052,GISOLUTION.NS,2023-12-14 10:48:01.538330
26,2023-11-06 00:00:00+05:30,1.1150000095367432,0.0,1.1399999856948853,1.1100000143051147,1.1299999952316284,1308580,0.0,2023-11-06,1.1679999947547912,0.04338930704608227,1.2113893018008735,1.124610687708709,1.2547786088469557,1.0812213806626267,-63.62378497577936,-108.14992853232327,107768591,4163100.25816786,5115555.406568904,1.2563468978976164,23.619152351347708,1.121666669845581,1.1333333253860474,1.1033333539962769,1.1516666412353516,1.0916666984558105,1.1633332967758179,1.0733333826065063,-0.043306830371096554,-87.09678411732042,-0.01614591847156288,-0.00872006554245828,-0.007425852929104601,43.4588173804017,15.928191308654826,1.1240000009536744,1.1679999947547912,1.1758999943733215,1.1465999954938888,GISOLUTION.NS,2023-12-14 10:48:01.538330
27,2023-11-03 00:00:00+05:30,1.1100000143051147,0.0,1.1349999904632568,1.1050000190734863,1.1349999904632568,923650,0.0,2023-11-03,1.1709999918937684,0.041567958731466334,1.2125679506252347,1.129432033162302,1.254135909356701,1.0878640744308357,-92.17389717894741,-120.35394233521512,106460011,2925311.641227231,5353669.193669165,1.2566488514017147,17.3930662437934,1.1166666746139526,1.128333330154419,1.0983333587646484,1.1466666460037231,1.0866667032241821,1.1583333015441895,1.068333387374878,-0.0032281009701066276,-90.62500698492077,-0.014979675996625197,-0.00686360231018213,-0.008116073686443067,43.458817380401705,15.800351330763124,1.1329999923706056,1.1709999918937684,1.1772999930381776,1.1535499948263168,GISOLUTION.NS,2023-12-14 10:48:01.538330
28,2023-11-02 00:00:00+05:30,1.1100000143051147,0.0,1.1449999809265137,1.100000023841858,1.1299999952316284,1367140,0.0,2023-11-02,1.172499990463257,0.03975253177853289,1.21225252224179,1.132747458684724,1.2520050540203227,1.0929949269061912,-109.37498275328066,-121.56360943735793,107383661,4329898.291763543,5960758.581779648,1.25687031122582,15.820149638248083,1.118333339691162,1.1366666555404663,1.0916666984558105,1.1633332967758179,1.0733333826065063,1.181666612625122,1.0466667413711548,-0.008097479190913349,-90.62500698492077,-0.012767143661254643,-0.004834583888571362,-0.00793255977268328,43.458817380401705,15.420359822349665,1.1399999856948853,1.172499990463257,1.1781999921798707,1.1614999943971633,GISOLUTION.NS,2023-12-14 10:48:01.538330
29,2023-11-01 00:00:00+05:30,1.1299999952316284,0.0,1.159999966621399,1.1200000047683716,1.1549999713897705,1300900,0.0,2023-11-01,1.1747499883174897,0.03722178600467962,1.2119717743221692,1.1375282023128102,1.249193560326849,1.1003064163081304,-68.81720223362309,-90.35195855881283,108750801,4194344.284632774,6368473.6542836735,1.257199335310396,14.814779575182683,1.1366666555404663,1.153333306312561,1.1133333444595337,1.1766666173934937,1.096666693687439,1.1933332681655884,1.0733333826065063,-0.008437445811792312,-82.05129302386999,-0.00974099023701136,-0.002851443945400542,-0.006889546291610818,46.993492349924885,15.011138197904401,1.1389999866485596,1.1747499883174897,1.1779999923706055,1.1704499953985215,GISOLUTION.NS,2023-12-14 10:48:01.538330
30,2023-10-31 00:00:00+05:30,1.1549999713897705,0.0,1.1749999523162842,1.125,1.1749999523162842,1737220,0.0,2023-10-31,1.1772499859333039,0.03570623279171009,1.212956218725014,1.1415437531415937,1.248662451516724,1.1058375203498838,-39.26945500997996,-63.61325943087094,110051701,5725039.857231569,6912005.996696398,1.2574710644845934,37.815466817200125,1.1516666412353516,1.1783332824707031,1.128333330154419,1.2016665935516357,1.1016666889190674,1.2283332347869873,1.0783333778381348,0.002922922883415576,-69.23078804091998,-0.007688701167871459,-0.0011290573724978376,-0.0065596437953736215,50.83258977615878,15.191108033786422,1.1429999828338624,1.1772499859333039,1.1763999915122987,1.1802499943971634,GISOLUTION.NS,2023-12-14 10:48:01.538330
31,2023-10-30 00:00:00+05:30,1.159999966621399,0.0,1.190000057220459,1.125,1.1699999570846558,2966110,0.0,2023-10-30,1.1789999902248383,0.035414847476262945,1.2144148377011013,1.1435851427485753,1.2498296851773643,1.1081702952723123,-34.92060518588814,-52.57455710523495,111788921,9817184.437938593,7208747.531562604,1.2577642242644063,47.66879781583974,1.1583333412806194,1.1916666825612388,1.1266666253407798,1.2233333985010784,1.0933332840601604,1.2566667397816977,1.0616665681203208,-0.034898081742152115,-66.66668704432998,-0.007406772645412785,0.000510853576345568,-0.007917626221758352,50.83258977615878,15.547516194691939,1.1429999828338624,1.1789999902248383,1.1738999915122985,1.190899994969368,GISOLUTION.NS,2023-12-14 10:48:01.538330
32,2023-10-27 00:00:00+05:30,1.1449999809265137,0.0,1.149999976158142,1.100000023841858,1.1100000143051147,1192890,0.0,2023-10-27,1.1812499940395356,0.03557332569069369,1.2168233197302292,1.145676668348842,1.252396645420923,1.1101033426581481,-105.45722694414647,-110.37989754840434,108822811,3897154.270137054,6556638.304968606,1.2582441147521541,41.60122862436649,1.131666660308838,1.1633332967758179,1.1133333444595337,1.181666612625122,1.0816667079925537,1.213333249092102,1.0633333921432495,-0.02077793841480557,-74.35899003409997,-0.0074260186486312385,0.0024902601317851564,-0.009916278780416395,49.03768592212382,15.931340367974801,1.146999979019165,1.1812499940395356,1.1708999919891356,1.2026499956846237,GISOLUTION.NS,2023-12-14 10:48:01.538330
33,2023-10-26 00:00:00+05:30,1.1050000190734863,0.0,1.149999976158142,1.0950000286102295,1.149999976158142,1999550,0.0,2023-10-26,1.1837499976158141,0.03463628217198763,1.2183862797878018,1.1491137154438265,1.2530225619597894,1.1144774332718388,-165.34833349497322,-149.92714792971975,107629921,6304291.331607086,7221509.313676493,1.2584681153068888,41.900080283089096,1.1166666746139526,1.1383333206176758,1.0833333730697632,1.1716666221618652,1.06166672706604,1.1933332681655884,1.0283334255218506,-0.02945529246372513,-94.87179800682,-0.005860872612367007,0.004969329826889255,-0.010830202439256262,41.04357211537844,14.640193438796071,1.1549999713897705,1.1837499976158141,1.167899992465973,1.215749995112419,GISOLUTION.NS,2023-12-14 10:48:01.538330
34,2023-10-25 00:00:00+05:30,1.149999976158142,0.0,1.1799999475479126,1.1200000047683716,1.1549999713897705,1515530,0.0,2023-10-25,1.1874999940395354,0.029312313833133142,1.2168123078726685,1.1581876802064024,1.2461246217058017,1.1288753663732691,-135.45645211183333,-85.16550733800543,109629471,4972835.458389833,7450813.809193845,1.258978650523948,42.47598669430611,1.149999976158142,1.1799999475479126,1.1200000047683716,1.209999918937683,1.090000033378601,1.2399998903274536,1.0600000619888306,-0.034535937868987905,-82.35295355114044,0.00017117988341119883,0.007676880436703321,-0.007505700553292122,48.041190684877854,13.249727515065132,1.1709999561309814,1.1874999940395354,1.1653999924659728,1.230499994158745,GISOLUTION.NS,2023-12-14 10:48:01.538330
35,2023-10-23 00:00:00+05:30,1.1549999713897705,0.0,1.2100000381469727,1.1399999856948853,1.1799999475479126,2729520,0.0,2023-10-23,1.1904999971389771,0.028326130185645247,1.2188261273246224,1.162173866953332,1.2471522575102676,1.1338477367676867,-122.48056227326772,-46.87195333330191,111145001,8995182.412769087,8070308.396894847,1.2592541227369018,42.41019138531494,1.1683333317438762,1.1966666777928672,1.1266666253407798,1.2383333841959636,1.0983332792917888,1.2666667302449546,1.0566665728886924,-0.06037131689318284,-84.37501164153461,0.0034596273827987023,0.009553305575026351,-0.006093678192227649,48.041190684877854,12.379011185677461,1.1829999685287476,1.1904999971389771,1.1616999924182891,1.2461499935388565,GISOLUTION.NS,2023-12-14 10:48:01.538330
36,2023-10-20 00:00:00+05:30,1.1799999475479126,0.0,1.2050000429153442,1.1649999618530273,1.184999942779541,692100,0.0,2023-10-20,1.1944999992847443,0.028695334969163794,1.2231953342539081,1.1658046643155804,1.2518906692230718,1.1371093293464167,-71.67921470813592,-13.934589906336392,113874521,2330196.56498971,7839089.892926287,1.2597309192320283,43.95708915053199,1.1833333174387615,1.2016666730244956,1.1616665919621787,1.2233333985010784,1.1433332363764446,1.2416667540868125,1.1216665108998618,-0.027318372155371824,-68.75002328306923,0.007124994311735744,0.011076725123083261,-0.0039517308113475175,51.85251189750896,12.014832467170882,1.1979999780654906,1.1944999992847443,1.1575999927520753,1.2631499940156936,GISOLUTION.NS,2023-12-14 10:48:01.538330
37,2023-10-19 00:00:00+05:30,1.184999942779541,0.0,1.2050000429153442,1.159999966621399,1.184999942779541,1644800,0.0,2023-10-19,1.1967500030994416,0.029257272946585002,1.2260072760460266,1.1674927301528566,1.2552645489926115,1.1382354572062716,-61.111119389529,-14.390625930501544,114566621,5561259.327469,9216313.22491043,1.259823485603191,46.725501970440256,1.1833333174387615,1.206666668256124,1.1616665919621787,1.2283333937327068,1.1383332411448162,1.2516667445500693,1.1166665156682334,-0.059675929254267804,-65.62502561137615,0.009247701374698547,0.012064657825920139,-0.002816956451221592,51.85251189750896,12.448922140537041,1.2039999961853027,1.1967500030994416,1.1526999938488007,1.2813999956846238,GISOLUTION.NS,2023-12-14 10:48:01.538330
