<<<<<<< Updated upstream
Trading Day,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date_only,Close_ema_12,Close_ema_26,rsi,ADX,Close_ema_20,sma_20,Close_ema_5,macd,macd_ema_9,RollingMean,RollingStd,UpperBand1,LowerBand1,UpperBand2,LowerBand2,symbol,created_on
1,2023-08-21 00:00:00+05:30,321.29998779296875,325.95001220703125,321.29998779296875,322.1000061035156,9291,0.0,0.0,2023-08-21,331.6003655212355,337.91978954320405,33.502311610234415,29.452844928201927,335.43348570118894,334.45249938964844,326.85107942335907,-6.31942402196853,-5.637024459514639,334.45249938964844,6.202663675133135,340.65516306478156,328.2498357145153,346.8578267399147,322.0471720393822,NURECA.NS,2023-08-21 11:58:35.182418
2,2023-08-18 00:00:00+05:30,328.5,332.95001220703125,315.20001220703125,324.8999938964844,16144,0.0,0.0,2023-08-18,333.3277035971846,339.18537221837914,35.376769794784394,28.210399337113376,336.8370098693651,335.3299987792969,329.22661608328076,-5.857668621194534,-5.466424568901165,335.3299987792969,5.572571228594927,340.9025700078918,329.75742755070195,346.47514123648676,324.184856322107,NURECA.NS,2023-08-21 11:58:35.182418
3,2023-08-17 00:00:00+05:30,327.1000061035156,334.3999938964844,327.1000061035156,328.25,8713,0.0,0.0,2023-08-17,334.8600144518574,340.3282024841307,37.72149511389464,26.872381008248784,338.0935378665104,336.0599990844727,331.3899271766789,-5.468188032273304,-5.368613555827823,336.0599990844727,5.067768902177086,341.12776798664976,330.9922301822956,346.19553688882684,325.9244612801185,NURECA.NS,2023-08-21 11:58:35.182418
4,2023-08-16 00:00:00+05:30,328.8999938964844,332.0,325.0,328.29998779296875,12346,0.0,0.0,2023-08-16,336.06183526128603,341.29445868286115,37.75617696940217,26.44323699873734,339.12969974719573,336.8874984741211,332.9598907650183,-5.232623421575113,-5.343719936716452,336.8874984741211,5.076569310901931,341.9640677850231,331.81092916321916,347.040637095925,326.73435985231725,NURECA.NS,2023-08-21 11:58:35.182418
5,2023-08-14 00:00:00+05:30,338.0,338.0,328.1499938964844,328.8999938964844,10232,0.0,0.0,2023-08-14,337.47308025552553,342.33401635405255,38.14699111752059,25.49780802579418,340.26966942658805,337.97999877929686,335.28984225104307,-4.86093609852702,-5.371494065501786,337.97999877929686,5.467304109034312,343.4473028883312,332.51269467026253,348.91460699736547,327.04539056122826,NURECA.NS,2023-08-21 11:58:35.182418
6,2023-08-11 00:00:00+05:30,344.8500061035156,346.70001220703125,333.0,333.95001220703125,18873,0.0,0.0,2023-08-11,339.03182322989664,343.408738150658,41.504632270912865,24.768810971508262,341.4664773771253,338.9624984741211,338.4847664283224,-4.376914920761351,-5.499133557245478,338.9624984741211,5.515093816367207,344.4775922904883,333.4474046577539,349.9926861068555,327.9323108413867,NURECA.NS,2023-08-21 11:58:35.182418
7,2023-08-10 00:00:00+05:30,341.20001220703125,348.0,340.0,341.54998779296875,7427,0.0,0.0,2023-08-10,339.95578887041756,344.16543622614813,47.32579041367312,24.464704346708267,342.2576842371352,339.46499786376955,340.75214353896797,-4.209647355730567,-5.77968821636651,339.46499786376955,5.492148590089669,344.9571464538592,333.9728492736799,350.4492950439489,328.4807006835902,NURECA.NS,2023-08-21 11:58:35.182418
8,2023-08-09 00:00:00+05:30,346.5,348.0,335.1499938964844,341.20001220703125,8604,0.0,0.0,2023-08-09,339.6659345208628,344.3746721008025,47.00796163327214,24.948306623628984,342.332178599679,339.87499847412107,340.3532214119675,-4.708737579939736,-6.172198431525494,339.87499847412107,5.943516159845312,345.8185146339664,333.93148231427574,351.7620307938117,327.98796615443047,NURECA.NS,2023-08-21 11:58:35.182418
9,2023-08-08 00:00:00+05:30,342.1000061035156,349.70001220703125,341.0,346.5,21873,0.0,0.0,2023-08-08,339.38701130519576,344.62864489230424,51.36603326767205,25.469109075697446,342.45135400943144,340.52749786376955,339.92982601443566,-5.241633587108481,-6.538063644421933,340.52749786376955,6.757265878536057,347.2847637423056,333.7702319852335,354.0420296208417,327.01296610669743,NURECA.NS,2023-08-21 11:58:35.182418
10,2023-08-07 00:00:00+05:30,333.1499938964844,343.5,330.54998779296875,342.1000061035156,19451,0.0,0.0,2023-08-07,338.0937406334132,344.4789364836885,47.622702954857225,26.780963454303045,342.02518074726635,341.03999786376954,336.6447390216535,-6.385195850275352,-6.862171158750295,341.03999786376954,7.573492101798483,348.613489965568,333.46650576197106,356.1869820673665,325.8930136601726,NURECA.NS,2023-08-21 11:58:35.182418
