Trading Day,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date_only,Close_ema_12,Close_ema_26,macd,macd_ema_9,symbol,created_on
1,2023-07-12 00:00:00+05:30,162.3000030517578,170.85000610351562,162.10000610351562,166.75,7178125,0.0,0.0,2023-07-12,157.3619359289342,147.62936793889617,9.732567990038035,9.884582770821863,HBLPOWER.NS,2023-07-13 13:42:30.847525
2,2023-07-11 00:00:00+05:30,160.0,165.0,160.0,161.60000610351562,3609881,0.0,0.0,2023-07-11,155.6550151887404,146.09971737400787,9.55529781473254,9.92258646601782,HBLPOWER.NS,2023-07-13 13:42:30.847525
3,2023-07-10 00:00:00+05:30,167.0,167.0,159.0,159.89999389648438,4362752,0.0,0.0,2023-07-10,154.57410774969037,144.85969427564726,9.714413474043113,10.01440862883914,HBLPOWER.NS,2023-07-13 13:42:30.847525
4,2023-07-07 00:00:00+05:30,153.1999969482422,168.85000610351562,152.3000030517578,167.0,13414629,0.0,0.0,2023-07-07,153.60576481390964,143.6564703059803,9.949294507929352,10.089407417538148,HBLPOWER.NS,2023-07-13 13:42:30.847525
5,2023-07-06 00:00:00+05:30,155.6999969482422,156.5,153.25,153.8000030517578,2010940,0.0,0.0,2023-07-06,151.17044932552957,141.78898793045872,9.381461395070858,10.124435644940345,HBLPOWER.NS,2023-07-13 13:42:30.847525
6,2023-07-05 00:00:00+05:30,155.0,158.9499969482422,153.14999389648438,156.0500030517578,3558503,0.0,0.0,2023-07-05,150.69234864803354,140.8281067207548,9.864241927278755,10.310179207407716,HBLPOWER.NS,2023-07-13 13:42:30.847525
7,2023-07-04 00:00:00+05:30,153.0,157.8000030517578,151.0500030517578,155.25,4461060,0.0,0.0,2023-07-04,149.71822966553825,139.61035501427457,10.107874651263671,10.421663527439954,HBLPOWER.NS,2023-07-13 13:42:30.847525
8,2023-07-03 00:00:00+05:30,155.0,155.60000610351562,152.10000610351562,153.35000610351562,2851283,0.0,0.0,2023-07-03,148.71245324109066,138.35918341541654,10.353269825674118,10.500110746484024,HBLPOWER.NS,2023-07-13 13:42:30.847525
9,2023-06-30 00:00:00+05:30,154.10000610351562,155.6999969482422,149.25,155.0,5059758,0.0,0.0,2023-06-30,147.86926181155883,137.1599176003686,10.709344211190228,10.5368209766865,HBLPOWER.NS,2023-07-13 13:42:30.847525
10,2023-06-27 00:00:00+05:30,152.5,158.39999389648438,150.4499969482422,157.39999389648438,9058165,0.0,0.0,2023-06-27,146.57276395911498,135.7327110083981,10.840052950716881,10.493690168060567,HBLPOWER.NS,2023-07-13 13:42:30.847525
11,2023-06-26 00:00:00+05:30,146.39999389648438,152.8000030517578,144.0500030517578,152.0500030517578,4227227,0.0,0.0,2023-06-26,144.6041766977751,133.9993283773512,10.604848320423912,10.407099472396487,HBLPOWER.NS,2023-07-13 13:42:30.847525
12,2023-06-23 00:00:00+05:30,148.39999389648438,149.39999389648438,143.85000610351562,146.0500030517578,3173032,0.0,0.0,2023-06-23,143.25039008796008,132.55527440339867,10.695115684561415,10.357662260389631,HBLPOWER.NS,2023-07-13 13:42:30.847525
13,2023-06-22 00:00:00+05:30,149.25,151.60000610351562,146.25,149.75,3119689,0.0,0.0,2023-06-22,142.74136954908778,131.47569611152994,11.265673437557837,10.273298904346683,HBLPOWER.NS,2023-07-13 13:42:30.847525
14,2023-06-21 00:00:00+05:30,149.8000030517578,156.9499969482422,147.3000030517578,148.35000610351562,6814733,0.0,0.0,2023-06-21,141.46707310346738,130.01375180045235,11.45332130301503,10.025205271043895,HBLPOWER.NS,2023-07-13 13:42:30.847525
15,2023-06-20 00:00:00+05:30,151.4499969482422,153.39999389648438,149.10000610351562,149.8000030517578,4569014,0.0,0.0,2023-06-20,140.21563073982225,128.5468514562073,11.668779283614953,9.668176263051109,HBLPOWER.NS,2023-07-13 13:42:30.847525
16,2023-06-19 00:00:00+05:30,144.89999389648438,154.0,143.4499969482422,152.60000610351562,9199689,0.0,0.0,2023-06-19,138.4730175921976,126.84659932856326,11.62641826363435,9.168025507910146,HBLPOWER.NS,2023-07-13 13:42:30.847525
17,2023-06-16 00:00:00+05:30,146.14999389648438,147.64999389648438,143.1999969482422,144.14999389648438,3039948,0.0,0.0,2023-06-16,135.90447422650342,124.78632678656706,11.118147439936365,8.553427318979095,HBLPOWER.NS,2023-07-13 13:42:30.847525
18,2023-06-15 00:00:00+05:30,147.35000610351562,147.35000610351562,142.3000030517578,145.6999969482422,5298204,0.0,0.0,2023-06-15,134.40528883196143,123.23723341777367,11.168055414187762,7.912247288739777,HBLPOWER.NS,2023-07-13 13:42:30.847525
