Latest date_only,Latest Close,Latest Volume,Latest Close_ema_12,Latest Close_ema_26,Latest macd,Latest macd_ema_9,Latest rsi,Latest ADX,Latest Close_ema_20,Latest sma_20,Latest Close_ema_5,Latest RollingMean,Latest RollingStd,Latest UpperBand1,Latest LowerBand1,Latest UpperBand2,Latest LowerBand2,Latest symbol,Latest created_on,Close_change_1d,Volume_change_1d,macd_change_1d,macd_ema_9_change_1d,rsi_change_1d,ADX_change_1d,Close_change_5d,Volume_change_5d,macd_change_5d,macd_ema_9_change_5d,rsi_change_5d,ADX_change_5d,Close_change_10d,Volume_change_10d,macd_change_10d,macd_ema_9_change_10d,rsi_change_10d,ADX_change_10d,Close_change_1m,Volume_change_1m,macd_change_1m,macd_ema_9_change_1m,rsi_change_1m,ADX_change_1m,Close_change_3m,Volume_change_3m,macd_change_3m,macd_ema_9_change_3m,rsi_change_3m,ADX_change_3m,Close_change_6m,Volume_change_6m,macd_change_6m,macd_ema_9_change_6m,rsi_change_6m,ADX_change_6m,Close_change_1y,Volume_change_1y,macd_change_1y,macd_ema_9_change_1y,rsi_change_1y,ADX_change_1y,std_1M,std_3M,std_6M,std_1Y,symbol
2023-08-16,116.0,28190,112.79885425406175,108.53859375579086,4.260260498270895,4.364948169181788,66.11451304305876,32.52201641254269,110.3181569056822,111.33496627807617,114.84460776866158,111.33496627807617,6.215707980152753,117.55067425822892,105.11925829792341,123.76638223838167,98.90355031777067,20MICRONS.NS,2023-08-16 12:47:13.731431,0.0,-51.14,-0.014886000275225797,-0.02617191772772287,0.0,-0.6732767465843423,5.31,38.29,0.13518458278318235,-0.32180502161646274,7.32877335144935,-2.8019475719422218,1.49,73.62,-2.005397544194537,-0.14584203699186737,-2.0458169469530816,-9.199215530154447,17.2,-78.99,3.47167040842416,3.709825713264343,2.8470485741189577,9.754339250943424,42.08,-77.46,2.7012687821320895,2.2199514176958184,14.06016022979118,6.961053774392173,52.56,-38.51,7.906671694995055,7.686092458548493,35.755380937220266,-0.07840040306425067,7.89,-93.58,-4.330174936295279,-3.284975791527379,-3.748899236669942,-11.909610970095017,6.963878188513786,10.01286381478054,14.783801037863213,12.561951436236328,20MICRONS.NS
2023-08-16,19.700000762939453,2771,20.301442756253326,20.4927280049053,-0.1912852486519725,-0.05280331145417391,39.1996493887726,16.12097838203507,20.455664627993468,20.655000019073487,19.987038386285583,20.655000019073487,0.6181253653154419,21.27312538438893,20.036874653758044,21.89125074970437,19.418749288442605,21STCENMGM.NS,2023-08-16 12:47:14.397600,0.0,-21.46,-0.04593491033616459,-0.03462048429944965,0.0,0.7536092153897016,-3.43,-39.96,-0.17824589435529603,-0.1275663260473679,-7.112469972932772,-0.029330670384638324,-3.43,38.07,-0.3242865277113225,-0.21937639655085683,-6.912489828781673,-4.520142490849867,2.07,-38.37,-0.2090330334924957,-0.5013334458638873,3.7850501536712216,-13.754776071359082,6.2,180.18,0.03622252100133494,0.14111332981672267,-3.6586876561309865,-1.5359795449132356,-1.25,-35.35,0.35393066675122853,0.4292498032449099,11.159390252599877,-9.271603620599542,-24.23,-71.42,-0.4123804786589673,-0.14305586102377726,-24.87641101925739,0.6053865803421772,0.6849535754839311,1.54304931942585,1.575831396597356,2.811683997599277,21STCENMGM.NS
2023-08-16,515.25,149627,510.4201486928429,501.88655509840726,8.533593594435615,10.552381934762954,60.166582643750424,36.37821751401483,506.3011130486126,511.16053771972656,512.7627270784243,511.16053771972656,5.910490766560749,517.0710284862873,505.2500469531658,522.9815192528481,499.3395561866051,360ONE.NS,2023-08-16 12:47:15.081782,0.35,-7.43,-0.19092080900793462,-0.5046970850818351,0.9802790967946535,-1.4001013940107967,0.77,2.54,-1.8658401290083475,-3.4301848262754167,0.7396190415326842,-6.786627837415196,-0.6,-53.21,-8.340583460234427,-7.924099795910712,-10.320217119746438,-16.302667570637006,-0.85,-59.72,-12.589850074568915,-6.504198615894241,-27.551710171791974,-2.0499606328091957,28.97,-49.28,12.989012767350061,15.38038322928281,16.539260308329993,5.477365432278319,13.24,488.71,5.609766821437802,5.954641502833668,8.10973661147235,19.147034203940525,28.8,54.94,0.372986051932628,1.5651185651476425,-0.9040259678671347,0.0003986536787365935,5.907626660728147,43.301693851163186,39.024416124266224,30.393152643154313,360ONE.NS
2023-08-16,32.25,293852,33.28237457826067,33.61730911268245,-0.3349345344217767,-0.09672776174618139,37.19118677613152,19.285934161858332,33.53909240007581,33.8399995803833,32.7284500219053,33.8399995803833,0.783480762032599,34.623480342415895,33.0565188183507,35.4069611044485,32.2730380563181,3IINFOLTD.NS,2023-08-16 12:47:15.724611,-0.62,-21.68,-0.07831973976006879,-0.05955169316889883,-1.333213879955217,-0.43091423739079104,-4.73,26.4,-0.4015378894967867,-0.22378997566770084,-11.184451583410379,-4.798720629212781,-7.73,-70.61,-0.5170464653565148,-0.25138406864562923,-18.90024411255247,-5.249810252088487,-7.59,-80.23,-0.453351633067534,-0.2777323919832858,-19.774214648667837,-1.3766868777052288,0.62,-17.59,-0.3274007434277877,-0.30294129927404245,-7.697945649445828,3.4815553549470923,-10.66,12.61,0.7197970164827723,0.8891436008906594,3.841796707734588,-8.419631440433815,-29.59,-84.14,-0.08355624621084701,0.422705797766052,-26.5766497645793,6.931403593482488,0.7848160825482456,1.3813668463890685,1.8711623433752018,5.48512590146224,3IINFOLTD.NS
2023-08-16,28746.55078125,3761,28274.238344816786,27975.725959366373,298.5123854504127,273.0785637802144,56.41654253347206,19.368567810337762,28113.118317270884,28119.5474609375,28530.909748737056,28119.5474609375,594.0714051789465,28713.61886611645,27525.476055758554,29307.690271295396,26931.404650579607,3MINDIA.NS,2023-08-16 12:47:16.384407,0.23,-3.44,24.2090026917067,6.358455417549635,0.43629869886824935,-0.5761529863047059,4.56,55.41,81.80961431722244,-81.28810709121586,9.232095588006175,-1.5941260045716206,0.55,-73.19,-124.4746545059279,-164.4287297155849,-4.89612643905685,-5.672616446524792,2.25,93.27,-324.4925952562189,-328.3657963387275,-5.199476894284707,-16.120415901113528,24.26,-47.4,107.68813440064696,117.07244318159988,3.020701017432252,-0.6145418931362912,26.11,194.06,136.4896188457642,151.6802553602823,4.790333109644216,1.6562068439427904,33.92,-30.18,103.23662207595044,-69.72376069510881,9.761876398379258,2.2359063255473473,571.0701090944456,1591.7294924218493,2445.983870332511,2118.687680269202,3MINDIA.NS
2023-08-16,449.3999938964844,35348,449.78461747362735,434.46047503299405,15.324142440633295,18.1076644361467,59.52013531794063,45.43917440579852,441.4621794117368,443.98500061035156,452.32332873190205,443.98500061035156,24.831218616394153,468.8162192267457,419.1537819939574,493.64743784313987,394.32256337756326,5PAISA.NS,2023-08-16 12:47:17.052135,0.01,-48.29,-1.2650930685597928,-0.6958804988783491,0.02223147128052716,-0.06850088578992342,-1.21,-46.1,-4.20096018806089,-2.0162685268943434,-5.124678607683094,0.9250815853673586,-2.16,-52.5,-8.497141145102717,-0.9496667442918003,-9.223494274924093,-0.2869056648940571,14.63,-71.45,1.0571267415788839,4.280456394784345,3.4738223518640865,4.267854702336251,44.85,20.1,9.690630429185774,12.372847987965788,-0.6919526189444056,-3.288198522382494,53.69,288.87,20.248941228947615,23.200815112571735,19.144528709643907,29.258060306138116,59.45,144.88,17.761503763772964,21.21770869529013,12.466792703091706,33.990199875923935,28.348357468134232,47.36965114844905,59.60645683187377,46.08031865722564,5PAISA.NS
2023-08-16,289.1499938964844,343964,259.99648018751896,248.01705315113998,11.97942703637898,9.188374227770549,67.93990065348041,32.341959516498314,252.83487352784286,250.54750137329103,271.9351285982069,250.54750137329103,17.79630917041987,268.3438105437109,232.75119220287115,286.1401197141308,214.95488303245128,63MOONS.NS,2023-08-16 12:47:17.796930,9.98,131.74,2.0100035965479606,0.6977632021521067,8.451042117954522,1.254596367951926,14.02,-46.48,7.661943207726523,1.756852822344614,7.335832638436848,6.011910071670336,23.62,261.55,3.4512394171727863,-4.391608613598757,18.16569321153746,-2.2128985767020453,10.13,113.35,-10.832283913241014,-10.294352643320916,-2.1630882697349705,-12.701074407383409,68.99,402.8,11.991039613893122,9.90482227780506,20.41318058025709,17.904540933325414,39.35,-73.55,2.9794222664725964,3.7529441391074094,-5.008875467752219,-9.068188537031084,56.85,1181.3,10.360644207040991,6.764193460240124,17.999838085455302,7.892276575325926,17.140582777620818,41.57138621245163,35.31512926537324,30.41016882976851,63MOONS.NS
2023-08-16,7.800000190734863,358600,7.09384527212351,7.049110712177367,0.044734559946143726,-0.06155359413799594,72.79130522654107,21.676916758897537,7.046196713004926,6.947500061988831,7.321522558567587,6.947500061988831,0.26030090800820466,7.207800969997035,6.687199153980626,7.46810187800524,6.4268982459724215,A2ZINFRA.NS,2023-08-16 12:47:18.477211,4.7,10.51,0.06832064509928326,0.026572038521034902,6.704289470145042,2.0178787351691696,15.56,293.84,0.15692180968699887,0.053529698608686976,33.03612660452526,2.3998479036426836,13.04,259.83,0.15228702678560158,0.06246987420737335,28.763639517663698,4.357529702918669,13.87,89.02,0.20139747096988803,0.03181703720511239,34.797480917700824,2.2425568473096753,18.18,30.89,0.10236103370759775,0.02717383076905311,24.27163581487303,9.013244748428434,-7.69,129.64,0.5009449059546869,0.38282924245479627,36.86999218082501,7.933209595722113,-36.33,56.82,-0.37316075519608294,-0.5280148258497668,22.195555200127238,-5.594898801902815,0.24925210398746656,0.5366566373332544,0.5581607361685267,2.0548336682378383,A2ZINFRA.NS
2023-08-16,52.650001525878906,17543,53.80397086046404,53.99467321882861,-0.19070235836456817,-0.119401111576612,43.60479379164363,30.222784605479436,53.906301791234995,53.89500045776367,53.46052319917058,53.89500045776367,1.0711408855631215,54.9661413433268,52.82385957220055,56.037282228889914,51.75271868663743,AAATECH.NS,2023-08-16 12:47:19.106090,-1.22,-15.69,-0.10223887085222572,-0.017825311696989046,-2.622127097413987,0.5421417595667748,-3.66,165.72,-0.21953412750192314,0.09657586896505867,-8.324625026244803,1.8915583476828495,-1.5,150.4,0.17368846061244625,0.3441361801498229,-4.334950234103665,7.253320151529284,1.64,-54.48,0.5348234998945927,0.4520645799305328,4.250690718418866,18.142581579492806,-17.15,-85.05,-2.0140819134548096,-1.374735886212424,-20.828840312676505,9.443476119796099,-16.43,115.07,-0.213870027275604,-0.06455251604022244,-6.106393503438298,5.380891846201404,-52.57,192.38,-5.803192054288168,-7.094563513067333,-22.517521330611274,-14.036676079795367,1.1365059802062971,2.478524807763593,3.7707712789588097,15.881184841351308,AAATECH.NS
2023-08-16,5.849999904632568,166685,5.81128663877028,5.853424040143957,-0.04213740137367683,-0.05743217455325487,49.250945977660784,47.11764700238537,5.830681101984337,5.817499995231628,5.816664097722576,5.817499995231628,0.04375466084093709,5.861254656072566,5.773745334390691,5.905009316913502,5.7299906735497546,AAKASH.NS,2023-08-16 12:47:20.764348,0.0,-5.73,0.0073127064522360286,0.0038236932948945077,-7.105427357601002e-15,-1.0659715310356788,0.86,21.29,0.015992886163593845,0.009671724134199457,8.42433639408717,-0.8399918064378369,0.0,5.22,0.027863728502690144,0.023976026476962377,8.73089291179705,-3.339027930341331,0.86,-39.73,0.06064994834300652,0.046261233908446005,18.462442217621053,-3.9460437401425708,-11.36,-3.41,-0.047893677043521876,-0.049230205485220564,-4.545625309339876,38.70385937344742,-15.83,-72.02,0.059641744723230694,0.09884164773940304,-10.181367724731182,7.0043660145610005,-53.94,-38.52,0.7980627164308798,0.8747616107906273,9.937928178767002,14.988824438304434,0.0423855301194976,0.25734737650633427,0.4666472424193296,2.898857687501898,AAKASH.NS
