IDENTIFIER,NAME OF COMPANY,EXCHANGE,SYMBOL
63MOONS,63 Moons Technologies Ltd,BSE,63MOONS.BO
SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,BSE,SARLAPOLY.BO
INDOCRED,INDO CREDIT CAPITAL LTD.,BSE,INDOCRED.BO
MKTCREAT,MARKET CREATORS LTD.,BSE,MKTCREAT.BO
HFIL,Himalaya Food International Ltd,BSE,HFIL.BO
SONALAD,SONAL ADHESIVES LTD.,BSE,SONALAD.BO
PADMAIND,Padmanabh Industries Limited,BSE,PADMAIND.BO
21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,BSE,21STCENMGM.BO
HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,BSE,HRYNSHP.BO
ARUNIS,Arunis Abode Ltd,BSE,ARUNIS.BO
TYROON,TYROON TEA CO.LTD.,BSE,TYROON.BO
LAOPALA,LA OPALA RG LTD.,BSE,LAOPALA.BO
STYLAMIND,Stylam Industries Limited,BSE,STYLAMIND.BO
VENUSREM,VENUS REMEDIES LTD.,BSE,VENUSREM.BO
LASTMILE,Last Mile Enterprises Ltd,BSE,LASTMILE.BO
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,BSE,GUJCRAFT.BO
HEERAISP,HEERA ISPAT LTD.,BSE,HEERAISP.BO
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,BSE,DHOOTIN.BO
CRIMSON,Crimson Metal Engineering Company Ltd,BSE,CRIMSON.BO
SHBAJRG,Shri Bajrang Alliance Ltd,BSE,SHBAJRG.BO
ASHOKRE,ASHOKA REFINERIES LTD.,BSE,ASHOKRE.BO
URJAGLOBA,URJA GLOBAL LTD.,BSE,URJAGLOBA.BO
ASHAPURMIN,ASHAPURA MINECHEM LTD.,BSE,ASHAPURMIN.BO
SHREEPAC,SHREE PACETRONIX LTD.,BSE,SHREEPAC.BO
GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,BSE,GUJALKALI.BO
INDIACEM,INDIA CEMENTS LTD.,BSE,INDIACEM.BO
JKTYRE,JK TYRE & INDUSTRIES LTD.,BSE,JKTYRE.BO
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,BSE,MANGCHEFER.BO
SIL,STANDARD INDUSTRIES LTD.,BSE,SIL.BO
JUBLPHARMA,Jubilant Pharmova Ltd,BSE,JUBLPHARMA.BO
THEINVEST,The Investment Trust Of India Ltd,BSE,THEINVEST.BO
SAMYAKINT,SAMYAK INTERNATIONAL LTD.,BSE,SAMYAKINT.BO
AADIIND,AADI INDUSTRIES LTD.,BSE,AADIIND.BO
SANTOSHF,SANTOSH FINE-FAB LTD.,BSE,SANTOSHF.BO
SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,BSE,SREEJAYA.BO
ACKNIT,ACKNIT INDUSTRIES LTD.,BSE,ACKNIT.BO
TITANSEC,TITAN SECURITIES LTD.,BSE,TITANSEC.BO
REALECO,Real Eco-Energy Ltd,BSE,REALECO.BO
HRMNYCP,HARMONY CAPITAL SERVICES LTD.,BSE,HRMNYCP.BO
VIVANZA,Vivanza Biosciences Ltd,BSE,VIVANZA.BO
YASHRAJC,YASHRAJ CONTAINEURS LTD.,BSE,YASHRAJC.BO
LORDSHOTL,Lords Ishwar Hotels Limited,BSE,LORDSHOTL.BO
CSLFINANCE,CSL Finance Ltd,BSE,CSLFINANCE.BO
SANGHVIMOV,SANGHVI MOVERS LTD.,BSE,SANGHVIMOV.BO
SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,BSE,SELAN.BO
FRSHTRP,FRESHTROP FRUITS LTD.,BSE,FRSHTRP.BO
FAZE3Q,FAZE THREE LTD.-$,BSE,FAZE3Q.BO
ACEEDU,ACE Edutrend Ltd,BSE,ACEEDU.BO
PRADHIN,Pradhin Ltd,BSE,PRADHIN.BO
ANUPAM,Anupam Finserv Ltd,BSE,ANUPAM.BO
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,BSE,RAJPACK.BO
PRIVISCL,Privi Speciality Chemicals Ltd,BSE,PRIVISCL.BO
NATRAJPR,NATRAJ PROTEINS LTD.,BSE,NATRAJPR.BO
SAMRATPH,SAMRAT PHARMACHEM LTD.-$,BSE,SAMRATPH.BO
NPRFIN,NPR FINANCE LTD.,BSE,NPRFIN.BO
NILE,NILE LTD.,BSE,NILE.BO
UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,BSE,UDAICEMENT.BO
AMCOIND,AMCO INDIA LTD.-$,BSE,AMCOIND.BO
OPTIEMUS,Optiemus Infracom Ltd,BSE,OPTIEMUS.BO
KREONFIN,KREON FINNANCIAL SERVICES LTD.,BSE,KREONFIN.BO
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.,BSE,GYANDEV.BO
KISAN,KISAN MOULDINGS LTD.-$,BSE,KISAN.BO
VIJAYTX,VIJAY TEXTILES LTD.,BSE,VIJAYTX.BO
GARODCH,GARODIA CHEMICALS LTD.,BSE,GARODCH.BO
KERALAYUR,KERALA AYURVEDA LTD.,BSE,KERALAYUR.BO
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,BSE,MONGIPA.BO
MOHITPPR,MOHIT PAPER MILLS LTD.,BSE,MOHITPPR.BO
DAULAT,DAULAT SECURITIES LTD.,BSE,DAULAT.BO
OSCARGLO,OSCAR GLOBAL LTD.,BSE,OSCARGLO.BO
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,BSE,ODYSSEY.BO
SPSINT,SPS INTERNATIONAL LTD.,BSE,SPSINT.BO
RSCINT,RSC INTERNATIONAL LTD.,BSE,RSCINT.BO
SURATEX,SURAT TEXTILE MILLS LTD.,BSE,SURATEX.BO
ATHARVENT,ATHARV ENTERPRISES LTD.,BSE,ATHARVENT.BO
FUNDVISER,Fundviser Capital (India) Ltd,BSE,FUNDVISER.BO
THEMISMED,THEMIS MEDICARE LTD.,BSE,THEMISMED.BO
KALLAM,Kallam Textiles Ltd-$,BSE,KALLAM.BO
BRAWN,BRAWN BIOTECH LTD.,BSE,BRAWN.BO
FORINTL,FORTUNE INTERNATIONAL LTD.,BSE,FORINTL.BO
KINGSINFR,Kings Infra Ventures Limited,BSE,KINGSINFR.BO
SWOEF,SWOJAS ENERGY FOODS LTD.,BSE,SWOEF.BO
NUTRICIRCLE,Nutricircle Ltd,BSE,NUTRICIRCLE.BO
SUBSM,SUBHASH SILK MILLS LTD.,BSE,SUBSM.BO
AUROLAB,AURO LABORATORIES LTD.,BSE,AUROLAB.BO
KJMCFIN,KJMC FINANCIAL SERVICES LTD.,BSE,KJMCFIN.BO
SUVEN,SUVEN LIFE SCIENCES LTD.,BSE,SUVEN.BO
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,BSE,ARYAMAN.BO
BRIDGESE,BRIDGE SECURITIES LTD.,BSE,BRIDGESE.BO
RISAINTL,RISA INTERNATIONAL LTD.,BSE,RISAINTL.BO
RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,BSE,RAJTUBE.BO
KAYPOWR,KAY POWER AND PAPER LTD.,BSE,KAYPOWR.BO
INTSTOIL,INTER STATE OIL CARRIER LTD.,BSE,INTSTOIL.BO
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,BSE,GLOBALCA.BO
SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,BSE,SAINIK.BO
SABOOBR,SABOO BROTHERS LTD.,BSE,SABOOBR.BO
RICHUNV,RICH UNIVERSE NETWORK LTD.,BSE,RICHUNV.BO
QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,BSE,QUANTDIA.BO
SPCAPIT,SP CAPITAL FINANCING LTD.,BSE,SPCAPIT.BO
PAOS,Paos Industries Ltd,BSE,PAOS.BO
KOTHARIPRO,KOTHARI PRODUCTS LTD.,BSE,KOTHARIPRO.BO
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,BSE,PICCADIL.BO
CHAMANSEQ,CHAMAN LAL SETIA EXPORTS LTD.-$,BSE,CHAMANSEQ.BO
CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,BSE,CHANDRAP.BO
KIMIABL,Kimia Biosciences Ltd,BSE,KIMIABL.BO
HINDTIN,HINDUSTAN TIN WORKS LTD.-$,BSE,HINDTIN.BO
GODAVARI,GODAVARI DRUGS LTD.,BSE,GODAVARI.BO
PREMCO,PREMCO GLOBAL LTD.-$,BSE,PREMCO.BO
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,BSE,MUKESHB.BO
GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,BSE,GENUSPOWER.BO
ASIANENE,Asian Energy Services Ltd,BSE,ASIANENE.BO
KBSINDIA,KBS INDIA LIMITED,BSE,KBSINDIA.BO
PRABHHANS,Prabhhans Industries Ltd,BSE,PRABHHANS.BO
UGARSUGAR,UGAR SUGAR WORKS LTD.-$,BSE,UGARSUGAR.BO
ORIENTBELL,ORIENT BELL LIMITED-$,BSE,ORIENTBELL.BO
NRBBEARING,NRB BEARINGS LTD.,BSE,NRBBEARING.BO
VAMSHIRU,VAMSHI RUBBER LTD.,BSE,VAMSHIRU.BO
NILA,NILA INFRASTRUCTURES LTD.,BSE,NILA.BO
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,BSE,DBSTOCKBRO.BO
VINYOFL,VINYOFLEX LTD.,BSE,VINYOFL.BO
JINDCAP,JINDAL CAPITAL LTD.,BSE,JINDCAP.BO
EPIC,EPIC ENERGY LTD.-$,BSE,EPIC.BO
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,BSE,SUMEDHA.BO
KUWERIN,KUWER INDUSTRIES LTD.,BSE,KUWERIN.BO
CHOKSI,CHOKSI IMAGING LTD.,BSE,CHOKSI.BO
ASHISHPO,ASHISH POLYPLAST LTD.,BSE,ASHISHPO.BO
ADORFO,ADOR FONTECH LTD.-$,BSE,ADORFO.BO
SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,BSE,SHIVAAGRO.BO
SIDDHA,SIDDHA VENTURES LTD.,BSE,SIDDHA.BO
KIRANSY-B,KIRAN SYNTEX LTD.,BSE,KIRANSY-B.BO
SUMERUIND,SUMERU INDUSTRIES LTD.,BSE,SUMERUIND.BO
RUNGTAIR,RUNGTA IRRIGATION LTD.,BSE,RUNGTAIR.BO
CINERAD,CINERAD COMMUNICATIONS LTD.,BSE,CINERAD.BO
VALSONQ,VALSON INDUSTRIES LTD.-$,BSE,VALSONQ.BO
SABOOSOD,SABOO SODIUM CHLORO LTD.,BSE,SABOOSOD.BO
GSLSEC,GSL SECURITIES LTD.,BSE,GSLSEC.BO
TINNARUBR,Tinna Rubber and Infrastructure Limited,BSE,TINNARUBR.BO
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,BSE,VIKRAMTH.BO
STRATMONT,Stratmont Industries Ltd,BSE,STRATMONT.BO
AKCAPIT,A.K.CAPITAL SERVICES LTD.,BSE,AKCAPIT.BO
RELAXO,RELAXO FOOTWEARS LTD.-$,BSE,RELAXO.BO
VIRAT,VIRAT INDUSTRIES LTD.,BSE,VIRAT.BO
SHEETAL,SHEETAL DIAMONDS LTD.,BSE,SHEETAL.BO
TERAI,TERAI TEA CO.LTD.,BSE,TERAI.BO
MANRAJH,MANRAJ HOUSING FINANCE LTD.,BSE,MANRAJH.BO
COSCO,COSCO (INDIA) LTD.-$,BSE,COSCO.BO
SHILPAMED,SHILPA MEDICARE LTD.,BSE,SHILPAMED.BO
PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,BSE,PARACABLES.BO
NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,BSE,NCLRESE.BO
SSLFINANCE,ARCHANA SOFTWARE LTD.,BSE,SSLFINANCE.BO
EXPLICITFIN,EXPLICIT FINANCE LTD.,BSE,EXPLICITFIN.BO
LADDERUP,LADDERUP FINANCE LTD.,BSE,LADDERUP.BO
UYFINCORP,U. Y. Fincorp Ltd,BSE,UYFINCORP.BO
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,BSE,EKAMLEA.BO
SWASTIKA,SWASTIKA INVESTMART LTD.,BSE,SWASTIKA.BO
PRIMAPLA,PRIMA PLASTICS LTD.,BSE,PRIMAPLA.BO
TELECANOR,TELECANOR GLOBAL LTD.,BSE,TELECANOR.BO
JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.,BSE,JAGSONFI.BO
CARNATIN,CARNATION INDUSTRIES LTD.,BSE,CARNATIN.BO
STURDY,STURDY INDUSTRIES LTD.,BSE,STURDY.BO
GARGFUR,GARG FURNACE LTD.,BSE,GARGFUR.BO
SAMPRE,SAMPRE NUTRITIONS LTD.,BSE,SAMPRE.BO
AAIL,Akar Auto Industries Ltd,BSE,AAIL.BO
VIPULORG,Vipul Organics Ltd,BSE,VIPULORG.BO
ECORECO,ECO RECYCLING LTD.,BSE,ECORECO.BO
GOODLUCK,Goodluck India Ltd,BSE,GOODLUCK.BO
GOYALASS,GOYAL ASSOCIATES LTD.,BSE,GOYALASS.BO
ZENITHHE,ZENITH HEALTH CARE LTD.,BSE,ZENITHHE.BO
ACEENGITEC,Ace Engitech Ltd,BSE,ACEENGITEC.BO
YORKEXP,YORK EXPORTS LTD.,BSE,YORKEXP.BO
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,BSE,SUPREME.BO
PITHP,PITHAMPUR POLY PRODUCTS LTD.,BSE,PITHP.BO
LYKISLTD,Lykis Limited,BSE,LYKISLTD.BO
PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,BSE,PRIMEPRO.BO
ZENLABS,Zenlabs Ethica Ltd,BSE,ZENLABS.BO
RAJRAYON,Raj Rayon Industries Limited-$,BSE,RAJRAYON.BO
FLORATX,FLORA TEXTILES LTD.,BSE,FLORATX.BO
GOWRALE,GOWRA LEASING & FINANCE LTD.,BSE,GOWRALE.BO
JAGANLAM,JAGAN LAMPS LTD.,BSE,JAGANLAM.BO
AJEL,AJEL LTD.,BSE,AJEL.BO
ALPSINDUS,ALPS INDUSTRIES LTD.,BSE,ALPSINDUS.BO
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,BSE,ASITCFIN.BO
ENCODE,Encode Packaging India Ltd,BSE,ENCODE.BO
SUPERBAK,SUPER BAKERS (INDIA) LTD.,BSE,SUPERBAK.BO
OVOBELE,OVOBEL FOODS LTD.,BSE,OVOBELE.BO
INDOASIAF,INDO ASIAN FINANCE LTD.,BSE,INDOASIAF.BO
CORNE,CORAL NEWSPRINTS LTD.,BSE,CORNE.BO
STERTOOLS,STERLING TOOLS LTD.-$,BSE,STERTOOLS.BO
AGARWAL,Agarwal Fortune India Ltd,BSE,AGARWAL.BO
KLGCAP,KLG CAPITAL SERVICES LTD.,BSE,KLGCAP.BO
INFRAIND,INFRA INDUSTRIES LTD.,BSE,INFRAIND.BO
DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,BSE,DYNAMICP.BO
INLANPR,INLAND PRINTERS LTD.,BSE,INLANPR.BO
CEEJAY,CEEJAY FINANCE LTD.,BSE,CEEJAY.BO
SUNCITYSY,SUNCITY SYNTHETICS LTD.,BSE,SUNCITYSY.BO
SHGANEL,SHREE GANESH ELASTOPLAST LTD.,BSE,SHGANEL.BO
ANNAINFRA,ANNA INFRASTRUCTURES LTD.,BSE,ANNAINFRA.BO
BHAGIL,Bhageria Industries Ltd,BSE,BHAGIL.BO
OIVL,Onesource Ideas Venture Ltd,BSE,OIVL.BO
BNRUDY,BNR UDYOG LTD.,BSE,BNRUDY.BO
KRBL,KRBL LTD.,BSE,KRBL.BO
REFNOL,REFNOL RESINS & CHEMICALS LTD.,BSE,REFNOL.BO
SSPDL,SSPDL LTD.-$,BSE,SSPDL.BO
DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,BSE,DAIKAFFI.BO
CILSEC,CIL SECURITIES LTD.,BSE,CILSEC.BO
CLIOINFO,CLIO INFOTECH LTD.,BSE,CLIOINFO.BO
SHRIBCL,Shri Bholanath Carpets Ltd,BSE,SHRIBCL.BO
CUPID,CUPID LTD.-$,BSE,CUPID.BO
SUNSHIEL,SUNSHIELD CHEMICALS LTD.,BSE,SUNSHIEL.BO
HIPOLIN,HIPOLIN LTD.,BSE,HIPOLIN.BO
GDLLEAS,GDL LEASING & FINANCE LTD.,BSE,GDLLEAS.BO
CHEMBOND,CHEMBOND CHEMICALS LTD.-$,BSE,CHEMBOND.BO
CIFL,Capital India Finance Ltd,BSE,CIFL.BO
ABVL,Arunjyoti Bio Ventures Ltd,BSE,ABVL.BO
SUCROSA,SUPER CROP SAFE LTD.,BSE,SUCROSA.BO
NGIND,N.G.INDUSTRIES LTD.-$,BSE,NGIND.BO
ASIAPAK,ASIA PACK LTD.,BSE,ASIAPAK.BO
SAINDUS,SAI INDUSTRIES LTD.,BSE,SAINDUS.BO
SICAPIT,SI CAPITAL & FINANCIAL SERVICES LTD.,BSE,SICAPIT.BO
ERPSOFT,ERP SOFT SYSTEMS LTD.,BSE,ERPSOFT.BO
RRSECUR,R.R.SECURITIES LTD.,BSE,RRSECUR.BO
REMSONSIND,REMSONS INDUSTRIES LTD.,BSE,REMSONSIND.BO
RAMSONS,RAMSONS PROJECTS LTD.,BSE,RAMSONS.BO
EUROASIA,EURO ASIA EXPORTS LTD.,BSE,EUROASIA.BO
STANPACK,STANPACKS (INDIA) LTD.,BSE,STANPACK.BO
SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,BSE,SABTN.BO
RAMINFO,RAMINFO LIMITED,BSE,RAMINFO.BO
SUNILAGR,SUNIL AGRO FOODS LTD.-$,BSE,SUNILAGR.BO
DIANATEA,DIANA TEA CO.LTD.,BSE,DIANATEA.BO
VIKASECO,Vikas EcoTech Ltd,BSE,VIKASECO.BO
IOC,INDIAN OIL CORPORATION LTD.,BSE,IOC.BO
ALFAICA,ALFA ICA (INDIA) LTD.,BSE,ALFAICA.BO
SKCIL,Shri Keshav Cements And Infra Ltd,BSE,SKCIL.BO
INDIAHOME,INDIA HOME LOAN LTD.,BSE,INDIAHOME.BO
JPTSEC,JPT SECURITIES LTD.,BSE,JPTSEC.BO
ROOPAIND,ROOPA INDUSTRIES LTD.,BSE,ROOPAIND.BO
SARTHAKGL,SARTHAK GLOBAL LTD.,BSE,SARTHAKGL.BO
UNIQUEO,UNIQUE ORGANICS LTD.,BSE,UNIQUEO.BO
BALAMINES,BALAJI AMINES LTD.-$,BSE,BALAMINES.BO
SWRNASE,SWARNA SECURITIES LTD.,BSE,SWRNASE.BO
ARISE,ARIHANT'S SECURITIES LTD.,BSE,ARISE.BO
VISAGAR,VISAGAR FINANCIAL SERVICES LTD.,BSE,VISAGAR.BO
LIBORD,LIBORD SECURITIES LTD.,BSE,LIBORD.BO
BHATEXT,BHARAT TEXTILES & PROOFING INDUSTRIES LTD.,BSE,BHATEXT.BO
JRELTD,Justride Enterprises Ltd,BSE,JRELTD.BO
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,BSE,COMPEAU.BO
ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,BSE,ZDHJERK.BO
NEELKAN,NEELKANTH ROCKMINERALS LTD.,BSE,NEELKAN.BO
VINTAGES,VINTAGE SECURITIES LTD.,BSE,VINTAGES.BO
OSWALOR,OSWAL OVERSEAS LTD.,BSE,OSWALOR.BO
CONTILI,CONTIL INDIA LTD.,BSE,CONTILI.BO
VIJSOLX,VIJAY SOLVEX LTD.,BSE,VIJSOLX.BO
SHRIKRISH,SHRI KRISHNA DEVCON LTD.,BSE,SHRIKRISH.BO
ALANKIT,Alankit Ltd,BSE,ALANKIT.BO
NIHARINF,NIHAR INFO GLOBAL LTD.,BSE,NIHARINF.BO
UNITDCR,UNITED CREDIT LTD.,BSE,UNITDCR.BO
OMINFRAL,OM Infra Ltd,BSE,OMINFRAL.BO
CHECKPOINT,Checkpoint Trends Ltd,BSE,CHECKPOINT.BO
ISHANCH,ISHAN DYES & CHEMICALS LTD.,BSE,ISHANCH.BO
GOTHIPL,GOTHI PLASCON (INDIA) LTD.,BSE,GOTHIPL.BO
BALUFORGE,Balu Forge Industries Ltd,BSE,BALUFORGE.BO
CEENIK,CEENIK EXPORTS (INDIA) LTD.,BSE,CEENIK.BO
PATELENG,PATEL ENGINEERING LTD.-$,BSE,PATELENG.BO
VIRTUALS,VIRTUALSOFT SYSTEMS LTD.,BSE,VIRTUALS.BO
MENAMANI,Mena Mani Industries Ltd,BSE,MENAMANI.BO
INANI,INANI MARBLES & INDUSTRIES LTD.,BSE,INANI.BO
GEMSI,GEMSTONE INVESTMENTS LTD.,BSE,GEMSI.BO
ELFORGE,EL FORGE LTD.-$,BSE,ELFORGE.BO
MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,BSE,MEDICAMEQ.BO
ALICON,Alicon Castalloy Limited,BSE,ALICON.BO
DILIGENT,DILIGENT INDUSTRIES LTD.,BSE,DILIGENT.BO
EPSOMPRO,EPSOM PROPERTIES LTD.,BSE,EPSOMPRO.BO
ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.,BSE,ALFAVIO.BO
ORGCOAT,ORGANIC COATINGS LTD.,BSE,ORGCOAT.BO
CATVISION,Catvision Limited,BSE,CATVISION.BO
ABMKNO,ABM KNOWLEDGEWARE LTD.,BSE,ABMKNO.BO
EMAMILTD,EMAMI LTD.-$,BSE,EMAMILTD.BO
KEMISTAR,Kemistar Corporation Limited,BSE,KEMISTAR.BO
LADIAMO,LASER DIAMONDS LTD.,BSE,LADIAMO.BO
ASSOCER,ASSOCIATED CERAMICS LTD.,BSE,ASSOCER.BO
SKPSEC,SKP SECURITIES LTD.,BSE,SKPSEC.BO
SYSCHEM,SYSCHEM (INDIA) LTD.,BSE,SYSCHEM.BO
BLSINFOTE,BLS INFOTECH LTD.,BSE,BLSINFOTE.BO
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,BSE,MEFCOMCAP.BO
HEMANG,Hemang Resources Ltd,BSE,HEMANG.BO
ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,BSE,ARMANFIN.BO
TAVERNIER,Tavernier Resources Limi,BSE,TAVERNIER.BO
GAGANPO,GAGAN POLYCOT INDIA LTD.,BSE,GAGANPO.BO
DHANADACO,DHANADA CORPORATION LTD.,BSE,DHANADACO.BO
GLANCE,GLANCE FINANCE LTD.,BSE,GLANCE.BO
SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,BSE,SHILCTECH.BO
TRADEWELL,Tradewell Holdings Ltd,BSE,TRADEWELL.BO
RAYLA,RAYMED LABS LTD.,BSE,RAYLA.BO
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,BSE,NUCLEUS.BO
COLINZ,COLINZ LABORATORIES LTD.,BSE,COLINZ.BO
WELLNESS,WELLNESS NONI LTD.,BSE,WELLNESS.BO
NLFL,NALIN LEASE FINANCE LTD.,BSE,NLFL.BO
MANAPPURAM,MANAPPURAM FINANCE LTD.,BSE,MANAPPURAM.BO
RTSPOWR,RTS POWER CORPORATION LTD.,BSE,RTSPOWR.BO
COMFINTE,COMFORT INTECH LTD.-$,BSE,COMFINTE.BO
SHYAMAINFO,SHYAMA INFOSYS LTD.,BSE,SHYAMAINFO.BO
MAYURFL,MAYUR FLOORINGS LTD.,BSE,MAYURFL.BO
ANJANI,ANJANI SYNTHETICS LTD.-$,BSE,ANJANI.BO
XTGLOBAL,Xtglobal Infotech Ltd,BSE,XTGLOBAL.BO
DECOMIC,DECO-MICA LTD.,BSE,DECOMIC.BO
RANDER,RANDER CORPORATION LTD.,BSE,RANDER.BO
RASIELEC,RASI ELECTRODES LTD.,BSE,RASIELEC.BO
SCOOBEEDAY,Scoobee Day Garments (India) Ltd,BSE,SCOOBEEDAY.BO
CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,BSE,CITIPOR.BO
DHRUVCA,DHRUVA CAPITAL SERVICES LTD.,BSE,DHRUVCA.BO
SHAMROIN,SHAMROCK INDUSTRIAL CO.LTD.,BSE,SHAMROIN.BO
LINC,Linc Ltd-$,BSE,LINC.BO
PRIMAIN,PRIMA INDUSTRIES LTD.,BSE,PRIMAIN.BO
ANERI,Aneri Fincap Ltd,BSE,ANERI.BO
INDGELA,INDIA GELATINE & CHEMICALS LTD.-$,BSE,INDGELA.BO
OPTIFIN,Optimus Finance Ltd,BSE,OPTIFIN.BO
PARAGONF,PARAGON FINANCE LTD.,BSE,PARAGONF.BO
PRATIKSH,PRATIKSHA CHEMICALS LTD.,BSE,PRATIKSH.BO
ESHAMEDIA,Esha Media Research Limited,BSE,ESHAMEDIA.BO
REFEXRENEW,Refex Renewables & Infrastructure Ltd,BSE,REFEXRENEW.BO
PROGREXV,Progrex Ventures Ltd,BSE,PROGREXV.BO
VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,BSE,VSTTILLERS.BO
B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,BSE,B2BSOFT.BO
NIKKIGL,NIKKI GLOBAL FINANCE LTD.,BSE,NIKKIGL.BO
RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,BSE,RADHEDE.BO
KINETRU,KINETIC TRUST LTD.,BSE,KINETRU.BO
ELIXIR,Elixir Capital Ltd,BSE,ELIXIR.BO
TRISHAKT,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,BSE,TRISHAKT.BO
PANKAJPO,PANKAJ POLYMERS LTD.,BSE,PANKAJPO.BO
MARBLE,Marble City India Ltd,BSE,MARBLE.BO
CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,BSE,CINDRELL.BO
NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.,BSE,NATPLASTI.BO
LEADFIN,LEAD FINANCIAL SERVICES LTD.,BSE,LEADFIN.BO
NATFIT,National Fittings Limited,BSE,NATFIT.BO
ARTEFACT,ARTEFACT PROJECTS LTD.,BSE,ARTEFACT.BO
AMITINT,AMIT INTERNATIONAL LTD.,BSE,AMITINT.BO
HIGHSTREE,HIGH STREET FILATEX LTD.,BSE,HIGHSTREE.BO
NUTECGLOB,NUTECH GLOBAL LTD.,BSE,NUTECGLOB.BO
DHPIND,DHP INDIA LTD.,BSE,DHPIND.BO
RRIL,RRIL Ltd,BSE,RRIL.BO
AVAILFC,AVAILABLE FINANCE LTD.,BSE,AVAILFC.BO
INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.,BSE,INTCAPM.BO
MARUTISE,MARUTI SECURITIES LTD.,BSE,MARUTISE.BO
HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,BSE,HAVISHA.BO
JAYIND,Jayatma Industries Ltd,BSE,JAYIND.BO
ROSELABS,ROSELABS FINANCE LTD.,BSE,ROSELABS.BO
CHARMS,CHARMS INDUSTRIES LTD.,BSE,CHARMS.BO
KRETTOSYS,Kretto Syscon Ltd,BSE,KRETTOSYS.BO
VIKALPS,VIKALP SECURITIES LTD.,BSE,VIKALPS.BO
ZYDUSWELL,ZYDUS WELLNESS LTD.-$,BSE,ZYDUSWELL.BO
WINPRO,WinPro Industries Ltd,BSE,WINPRO.BO
MILESTONE,MILESTONE GLOBAL LTD.,BSE,MILESTONE.BO
BERVINL,BERVIN INVESTMENT & LEASING LTD.,BSE,BERVINL.BO
GUJINV,GUJARAT INVESTA LTD.,BSE,GUJINV.BO
CONCOR,CONTAINER CORPORATION OF INDIA LTD.,BSE,CONCOR.BO
EASTRED,EASTERN TREADS LTD.,BSE,EASTRED.BO
PANACEABIO,PANACEA BIOTEC LTD.,BSE,PANACEABIO.BO
