ROE,ROA,Current Ratio,Net Profit Margin,DE Ratio,Net Income,Free Cash Flow,Debt,Basic EPS,ROCE,% of Shares Held by All Insider,% of Shares Held by Institutions,% of Float Held by Institutions,Number of Institutions Holding Shares,symbol
-0.8249857044822448,0.023723145031078932,0.12214778089000977,0.0030343239051846063,-0.1813775210896278,72337000.0,427816000.0,-400486000.0,2.049999999999999,0.04275972858372401,55.15,0.0,0.0,0.0,20MICRONS.NS
-3.225444094464371,-0.9194756071375882,-1.5534162285624276,0.5004021357316502,0.45029634927349965,-327214000.0,-298311000.0,90000000.0,,-1.343004895806264,64.33,0.0,0.0,0.0,21STCENMGM.NS
-0.4433494664101998,0.004989865446603195,9.327646050266566,0.017421289854098188,0.2725776431897553,801920000.0,-23283350000.0,10824560000.0,2.16,-0.09403759514365384,27.07,58.23,79.84,50.0,360ONE.NS
481.450850862035,0.06127353510413652,-1.6907137585583696,0.08679650807954738,-0.0142290908333918,588600000.0,316200000.0,-194000000.0,3.52,0.07804892098318504,18.77,0.61,0.75,4.0,3IINFOLTD.NS
-4.309405778088306,0.07567870264745132,-1.0345495259963435,0.03233541589112088,0.004690817390375223,1790481000.0,1481914000.0,21729000.0,158.94,0.1892564267466667,76.48,10.29,43.74,54.0,3MINDIA.NS
-16.526008059326838,0.01783436534049518,23.610941170985615,0.064576779594708,-0.380557700717594,295598000.0,1591114000.0,-1096926000.0,9.23,-0.05808402819616019,61.86,21.17,55.49,3.0,5PAISA.NS
-132.76913997147017,0.011080694236116363,-1.3553628186201117,0.2765227907790017,0.0012586554702186574,368646000.0,1793288000.0,39224000.0,7.999999999999999,0.030198316866850046,63.24,2.89,7.87,4.0,63MOONS.NS
0.5750068489968372,0.0019863845968872,-0.02260969330182283,0.15843362146878187,5.761691465821111,569897000.0,-226810000.0,-805565000.0,3.24,-0.32627256494621737,36.81,0.0,0.0,0.0,A2ZINFRA.NS
-3.1218529895941813,0.03172336013148169,3.83098885798856,-0.014280626350854184,,8667000.0,-2016000.0,,0.42000000000000015,0.037477405204396755,74.89,0.0,0.0,0.0,AAATECH.NS
13.726823576764357,-0.013731511155979247,-0.13047597719302684,-0.004196340925878518,0.1966118834393822,-27681968.0,43692291.0,235556145.0,-1.2300000000000002,-0.03163491362854634,54.53,3.93,8.63,1.0,AAREYDRUGS.NS
2.1154553559756106,-0.02418002808966678,0.11733209768825947,-0.021157323057233196,-0.01312410373429862,-387286000.0,518692000.0,660947000.0,-4.150000000000002,-0.0562969803200791,65.76,5.43,15.87,20.0,AARTIDRUGS.NS
4.502962619375927,-0.07162839607108319,-0.5172641073755216,-0.1395414174920252,0.15130888183676827,-7621900000.0,8198100000.0,3073300000.0,-17.67,-0.08818195407333745,44.44,22.43,40.36,70.0,AARTIIND.NS
9.993847482777849,0.5745830034886886,-16.59156862872455,,,1935671378.0,1434431601.0,,,0.6864846173717899,46.35,14.97,27.89,24.0,AARTIPHARM.NS
-11.509862200587513,0.017924865012099618,0.08815071548195141,0.011494929898009461,-0.15258767619812086,72097000.0,131544000.0,77597000.0,9.4,0.04982097616483555,53.32,0.01,0.01,1.0,AARTISURF.NS
1.0769595506827934,-0.025488004766731756,-0.18176082891803047,-0.09835898978552773,3.1896145223053725,-25340000.0,278540000.0,-163773000.0,-10.07,-0.10041376200377133,78.39,2.11,9.74,1.0,AARVEEDEN.NS
-0.29125324459183144,-0.0001979200613625165,1493.9476835256175,-0.022910535262316234,0.16908195831901596,744632000.0,-8027472000.0,18752988000.0,,-0.017539236770848895,24.55,44.27,58.68,62.0,AAVAS.NS
11.479052773587206,0.10659491388701525,-0.010875059388635436,0.8891718415248762,0.08829238807888196,10863310000.0,5645470000.0,1671480000.0,186.14000000000001,-0.05814489314107576,47.16,1.71,3.24,1.0,ABAN.NS
-2.9230286653990065,0.04467987586373198,0.15836346211529895,0.04386373313993601,-0.0023634344344660224,4965200000.0,970200000.0,-35700000.0,23.43,0.09632971913296984,75.0,10.06,40.23,145.0,ABB.NS
-0.172030856083774,0.019328354633591116,-0.6940122560924324,0.014843862996817142,-0.018302052785241878,1507100000.0,-443100000.0,-385200000.0,70.91999999999996,0.021337552997248654,74.99,7.06,28.24,33.0,ABBOTINDIA.NS
-67.36033664459161,0.006650582401903984,0.0899909610800892,0.010534691210580902,0.48764556091343714,727200000.0,-6476800000.0,24729500000.0,0.7999999999999999,0.008512638697926112,64.58,20.76,58.63,53.0,ABFRL.NS
0.9556631016411736,-0.06242188749187738,-5.456596863939762,-0.03413075290185186,-0.005668334673989587,-763923000.0,-1284430000.0,-63331000.0,-2.6499999999999986,-0.10627193006217839,50.02,42.47,84.96,10.0,ABSLAMC.NS
-1.1988201758306323,0.009969708494109344,-0.03207852060939409,0.011760684560802648,0.0007065547542471542,4328100000.0,1894700000.0,231000000.0,23.049999999999997,0.0385353441137449,58.52,21.01,50.65,123.0,ACC.NS
-2.2051358343218643,0.09175053427538454,0.4643990156665794,0.06147070574597516,-0.06782076718667232,339867000.0,327134000.0,-138870000.0,22.77,0.14966119104514197,81.52,0.51,2.78,5.0,ACCELYA.NS
-1.827961462306983,0.0253766912706678,-0.023195059216184477,0.014948975301674217,-0.0043418138210317755,665881000.0,1396926000.0,-19423000.0,5.390000000000001,0.06466414738711004,68.05,5.14,16.09,15.0,ACE.NS
2.3456264731530405,0.09526977647203337,1.0764719817711006,0.0992801134221381,-3.4007463422994886,1950708000.0,1783238000.0,-8310887000.0,19.465027999999997,0.0811870198262199,69.21,17.89,58.1,23.0,ACI.NS
-15.29531934372597,0.009846837190697951,0.12060795664155788,0.006848520636783656,-0.25965009058355504,16963800000.0,131639400000.0,115964300000.0,,0.024386751954450947,74.0,11.44,43.99,116.0,ADANIENT.NS
2.1533700339711856,0.006194663123397757,0.38775667628027893,0.029734073641145525,-12.787430203529567,4850000000.0,156210000000.0,13910000000.0,,0.011109007858963349,78.28,6.82,31.4,131.0,ADANIGREEN.NS
0.4942398269681476,-0.0036198885362825617,-0.2485519617624159,-0.044664017267319556,-0.07650098060359056,5820900000.0,-32425800000.0,56427600000.0,1.9599999999999973,-0.016981125009044848,68.39,17.82,56.39,139.0,ADANIPORTS.NS
-1.0228457570051703,0.06507694507915487,0.15532078314729936,0.09940834824940747,-1.1942805273546027,58150600000.0,-16113300000.0,-65634200000.0,14.94,-0.0037648216617828523,75.96,7.06,29.39,79.0,ADANIPOWER.NS
1.0538731863007929,-0.002084574231607586,0.1906097859377851,-0.015394930152013944,-0.077980925499741,517200000.0,-8309700000.0,43682400000.0,,0.0026782038037492517,73.17,14.03,52.28,98.0,ADANITRANS.NS
0.3426962282759751,0.004649335780574623,2.290711149666487,0.0060576202997529305,-0.0720920511092285,80008000.0,242903000.0,-146742000.0,,0.001721312607199571,64.69,20.22,57.26,6.0,ADFFOODS.NS
-183.77529352991337,0.007332263380693158,-0.10528921983529882,0.009765942901503509,-0.030131675860381235,5330000.0,6576000.0,-12714000.0,0.8700000000000001,0.016557591318377973,5.24,0.0,0.0,0.0,ADL.NS
-0.7900562995147329,0.016301901139264885,0.14753019070764628,0.007593201216809509,0.0455797348388762,141300000.0,-101400000.0,150700000.0,,0.03140424663629782,66.1,2.53,7.47,4.0,ADORWELD.NS
-5.947622241625346,0.07526722238795544,0.4538053353472984,0.07143894545322137,-0.13298165631043238,31646585.0,36335062.0,7103096.0,1.65,0.0934936242397245,61.69,0.0,0.0,0.0,ADROITINFO.NS
68.85606600876653,-0.07810219811878016,-0.21355044423922465,-0.11547017705534215,-0.021321316301081458,-541300000.0,254000000.0,-110300000.0,-10.39,0.002353108833087064,57.42,0.02,0.04,1.0,ADSL.NS
-5.46726848476974,0.23106473550895407,0.5060785197115938,0.16323540113458584,0.015279769049577625,220967000.0,108990000.0,11908000.0,4.78,0.3979370802535288,85.61,0.0,0.0,0.0,ADVANIHOTR.NS
2.588093090745648,-0.020039637075459776,-0.6399849161696256,-0.030696678985486753,-0.0047803862931928565,-139430000.0,80660000.0,-12310000.0,-1.25,-0.03695294143665925,60.51,17.23,43.64,15.0,ADVENZYMES.NS
1.5329547561920984,-0.023989379621687318,1.4209974024677066,-0.023650267415395998,0.16145057878691493,1054371000.0,-492799000.0,10885956000.0,3.0,-0.04923180867253643,64.16,15.65,43.67,43.0,AEGISCHEM.NS
5.991672858318772,-0.04698901655877226,5.490436481096199,0.015696774477399172,-0.7388844407140989,214860000.0,-2508050000.0,-2750370000.0,1.7194650000000014,-0.16281877263529432,81.81,13.65,75.06,17.0,AETHER.NS
0.3726007551677464,0.00457283686579639,0.686620347912974,-0.02716260626870534,-0.05273548489878946,307110000.0,346860000.0,-430140000.0,2.25,0.00358368723002106,60.03,25.03,62.63,53.0,AFFLE.NS
-0.24912518176727172,0.005815045210585096,-0.0929563676981433,0.005935928801667323,-0.18924981432287413,285690000.0,88301000.0,-130297000.0,12.68,-0.004911155493903335,70.75,0.0,0.0,0.0,AGARIND.NS
-1.0610687626883974,0.024927686961764485,-0.30709425996223394,-0.022143446003727557,-0.38559709215818594,683316000.0,5279280000.0,-4391106000.0,10.559999999999999,0.06678890555967176,75.84,2.7,11.18,8.0,AGI.NS
-268.979394581337,-0.027003859343754832,-0.5376976238630595,-11.329220865350122,0.05404448629000181,-31377000.0,171163000.0,49311000.0,-5.282323,-0.045279147955510635,40.02,0.0,0.0,0.0,AGRITECH.NS
20.317772223365008,0.05123996872147783,0.22142828913761003,0.06865894098913856,0.00874828275324635,1194300000.0,-980470000.0,1268070000.0,,0.011227023111557127,70.1,5.24,17.53,3.0,AGSTRA.NS
1.6681443296564282,-0.013894757488723763,-0.7797008322997259,-0.04648644367865637,0.39739859851489645,79046000.0,2644295000.0,3552969000.0,2.5934279999999994,-0.008216789393832774,16.3,5.49,6.56,3.0,AHL.NS
-0.3369305477930098,0.0019432299394512853,0.028596395148345444,0.010157132164562148,-0.0050409954458997056,387602000.0,1575004000.0,38699000.0,,0.007710652039431998,14.52,40.05,46.86,18.0,AHLUCONT.NS
-2.2833635716044354,0.038336642250585085,-6.188391041749027,0.04236855706995468,0.08623369682126575,4362480000.0,8376291000.0,4927201000.0,46.25,0.077279152088196,58.48,33.57,80.85,69.0,AIAENG.NS
0.20995847326471662,-0.0012072518524664233,-0.7688188044790802,-0.003789298205208999,-0.010373773643091236,7439000.0,-51542000.0,-6401000.0,,0.004989877786145638,72.42,0.0,0.0,0.0,AIRAN.NS
1.1817110665653967,-0.050065189686862493,-1.0102937594971926,-0.05990423642489018,0.002848853783666899,-1247000000.0,2040900000.0,106000000.0,-9.079999999999998,-0.05765620999740781,66.44,22.41,66.78,63.0,AJANTPHARM.NS
-4.820721844074265,0.014723175570880976,7.941566741980821,0.07182690346963519,-0.15503070328627788,261143000.0,1986008000.0,-419795000.0,7.469999999999999,0.00427637998722645,79.57,0.0,0.0,0.0,AJMERA.NS
1.6026124724566875,-0.310005114222547,-0.018973149966001038,-4.48530932120184,-3.4280048606239917,-6900530000.0,-470108000.0,-5031605000.0,-7.32,0.8891137649375649,45.59,0.0,0.0,0.0,AJRINFRA.NS
5.682692835886932,-0.009359493577109367,0.012790904664017555,-0.010571398428522897,-0.5230121197657613,-4908955.109999999,18034961.56,-36274083.19999999,,0.019412966797222264,73.46,0.0,0.0,0.0,AKI.NS
-313.04860372514315,-0.04178086080303646,0.46753927650540006,-0.046035945656276125,-0.09126286220456019,-168569000.0,496366000.0,-256478000.0,,-0.05245364700657935,69.25,0.0,0.0,0.0,AKSHARCHEM.NS
243.83056507366436,-0.034899628916839134,-0.17037434995515977,-0.046043298031029654,0.4277312371457369,-131615000.0,-132062000.0,-240532000.0,-0.7999999999999999,-0.09637308178367474,32.29,0.0,0.0,0.0,AKSHOPTFBR.NS
-0.413525172840409,0.010338385992621699,-0.008952250267446615,-0.004592845074656279,-0.0030231382569732013,450000000.0,3239000000.0,-8000000.0,,0.04720471769511081,80.11,9.43,47.38,28.0,AKZOINDIA.NS
-61.30726216944525,-0.12064281246921009,0.7126396217120738,-0.1266291627633965,-0.07302849834783517,-360936000.0,-501368000.0,-74070000.0,-2.23,-0.24076867717263295,73.14,0.0,0.0,0.0,ALANKIT.NS
0.6864198456988246,-0.0020837072540963036,0.7367418546472293,-0.006943538079341699,-0.0031910969483100876,9166000.0,-240052000.0,-3440000.0,1.6099999999999994,-0.004493133161304896,62.75,2.28,6.11,1.0,ALBERTDAVD.NS
-0.3431187819963597,0.002108623236727364,-0.0610765750415494,-1.6130582706256464,,-314090000.0,665901000.0,,-1.2300000000000004,0.002835289946274855,72.02,4.54,16.22,4.0,ALEMBICLTD.NS
-9.083993268873881,0.023157304941430167,-0.0469644500974018,0.013488320698467313,0.028501539427730482,272405000.0,18370000.0,367174000.0,16.240000000000002,0.04841717924859458,74.13,8.47,32.74,3.0,ALICON.NS
3.18703677302935,-0.0073745265450870755,-0.08849190824857067,-0.005742385704852665,0.1070629329059008,-5680000.0,-2476000.0,59295000.0,,-0.02126178200593286,69.77,0.0,0.0,0.0,ALKALI.NS
3.941755364456574,-0.045424821958552186,0.5993941017454734,-0.07169870281376682,-0.1544837222558567,-6614500000.0,6774500000.0,-12715100000.0,-55.31999999999999,-0.06297462995383085,73.92,18.8,72.09,76.0,ALKEM.NS
0.7109619647464136,-0.020195127987524125,-0.2236589548035961,-0.011689406371508865,0.05154000859726665,37635000.0,-127589000.0,644614000.0,0.7100000000000009,-0.03998991386917772,73.0,2.82,10.43,33.0,ALKYLAMINE.NS
1.0545013681285629,-0.008938015517561126,0.19160186544847813,-0.011264035781526315,-0.31379628029769363,-2961400000.0,8946200000.0,-11378100000.0,-12.059999999999999,-0.022404407519829944,71.26,10.42,36.26,26.0,ALLCARGO.NS
-1.1757654775801862,0.025346273594818128,-0.7903140167554805,0.012779528002820159,-0.013904255537115578,132200000.0,56500000.0,9600000.0,8.670000000000002,0.0005253915030032918,81.0,0.0,0.0,0.0,ALLSEC.NS
3.42731669778842,-0.01545088497050802,2.6237116052380225,-0.078303487072203,-0.03488648839932913,-27620000.0,-205752000.0,-37771000.0,-1.0700000000000003,-0.026100107488389243,68.81,11.82,37.9,1.0,ALMONDZ.NS
-64.37866591853222,-0.09265279003330432,-0.20985267153093823,-0.09786233013120484,0.06751578916742873,-6718600000.0,6912000000.0,606000000.0,-1.35,-0.18261117894356169,75.11,1.57,6.31,17.0,ALOKINDS.NS
2.014927344073163,-0.015335879454887152,0.6295729049709644,0.009149396152813932,-0.030915211239764782,-14593000.0,-59533000.0,-35434000.0,-0.7699999999999996,-0.04114720021185091,57.29,0.0,0.0,0.0,ALPA.NS
-0.5000036901141556,0.005434687329115354,26.85851056391006,0.11843756450798097,,8101000.0,-770209000.0,,1.2699999999999996,-0.0001800415481869183,54.83,1.28,2.84,1.0,ALPHAGEO.NS
4.319006176310307,-6.762282072721686,-0.11868284766145626,-3.0354700623179167,-0.23534431270937517,230772000.0,970817000.0,2274230000.0,,-0.11884130566546651,28.56,0.0,0.0,0.0,ALPSINDUS.NS
-1.2517091098504878,0.017104364385057885,0.4967952044125603,0.00763312078732277,-0.007497338988411477,1819600000.0,5500300000.0,-190800000.0,10.649999999999995,0.025545824154984825,42.47,24.58,42.72,41.0,AMARAJABAT.NS
